,Submarket,Housing_Type,Cluster
64027,Mecklenburg County 29 (NC), Single Family,1
64028,Mecklenburg County 29 (NC), Single Family,1
64029,Mecklenburg County 29 (NC), Single Family,1
64030,Mecklenburg County 29 (NC), Single Family,1
64031,Mecklenburg County 29 (NC), Single Family,1
64032,Mecklenburg County 29 (NC), Townhouse,1
64033,Mecklenburg County 29 (NC), Townhouse,1
64034,Mecklenburg County 29 (NC), Single Family,1
64035,Mecklenburg County 29 (NC), Single Family,1
64036,Mecklenburg County 4 (NC), Single Family,3
64037,Mecklenburg County 4 (NC), Single Family,3
64038,Mecklenburg County 4 (NC), Single Family,3
64039,Mecklenburg County 4 (NC), Single Family,3
64040,Mecklenburg County 4 (NC), Single Family,3
64041,Mecklenburg County 4 (NC), Single Family,3
64042,Mecklenburg County 4 (NC), Single Family,3
64043,Mecklenburg County 4 (NC), Single Family,3
64044,Mecklenburg County 4 (NC), Single Family,3
64045,Mecklenburg County 16 (NC), Condominium,4
64046,Cornelius, Single Family,4
64047,Cornelius, Single Family,4
64048,Cornelius, Single Family,4
64049,Mecklenburg County 35 (NC), Single Family,0
64050,Mecklenburg County 35 (NC), Single Family,0
64051,Mecklenburg County 35 (NC), Single Family,0
64052,Mecklenburg County 18 (NC), Single Family,3
64053,Mecklenburg County 18 (NC), Single Family,3
64054,Mecklenburg County 18 (NC), Single Family,3
64055,Mecklenburg County 18 (NC), Single Family,3
64056,Mecklenburg County 11 (NC), Single Family,3
64057,Matthews, Single Family,3
64058,Mecklenburg County 14 (NC), Single Family,3
64059,Mecklenburg County 2 (NC), Condominium,4
64060,Mecklenburg County 9 (NC), Single Family,3
64061,Mecklenburg County 36 (NC), Single Family,3
64062,Mecklenburg County 36 (NC), Single Family,3
64063,Mecklenburg County 36 (NC), Single Family,3
64064,Mecklenburg County 9 (NC), Single Family,3
64065,Mecklenburg County 9 (NC), Single Family,3
64066,Mecklenburg County 9 (NC), Single Family,3
64067,Mecklenburg County 9 (NC), Single Family,3
64068,Mecklenburg County 9 (NC), Single Family,3
64069,Mecklenburg County 36 (NC), Single Family,3
64070,Mecklenburg County 19 (NC), Townhouse,1
64071,Mecklenburg County 34 (NC), Single Family,3
64072,Mecklenburg County 34 (NC), Single Family,3
64073,Mecklenburg County 15 (NC), Townhouse,1
64074,Mecklenburg County 11 (NC), Single Family,3
64075,Mecklenburg County 11 (NC), Single Family,3
64076,Davidson, Single Family,3
64077,Davidson, Single Family,3
64078,Davidson, Single Family,3
64079,Davidson, Single Family,3
64080,Davidson, Single Family,3
64081,Mecklenburg County 34 (NC), Townhouse,1
64082,Mecklenburg County 34 (NC), Townhouse,1
64083,Mecklenburg County 34 (NC), Townhouse,1
64084,Mecklenburg County 34 (NC), Townhouse,1
64085,Mecklenburg County 34 (NC), Townhouse,1
64086,Mecklenburg County 34 (NC), Townhouse,1
64087,Mecklenburg County 29 (NC), Single Family,1
64088,Mecklenburg County 14 (NC), Single Family,3
64089,Mecklenburg County 27 (NC), Single Family,3
64090,Mecklenburg County 36 (NC), Single Family,3
64091,Mecklenburg County 36 (NC), Single Family,3
64092,Mecklenburg County 13 (NC), Single Family,3
64093,Mecklenburg County 13 (NC), Single Family,3
64094,Matthews, Single Family,3
64095,Mecklenburg County 29 (NC), Single Family,1
64096,Mecklenburg County 29 (NC), Single Family,1
64097,Mecklenburg County 29 (NC), Single Family,1
64098,Mecklenburg County 9 (NC), Single Family,3
64099,Charlotte, Single Family,3
64100,Charlotte, Single Family,3
64101,Charlotte, Single Family,3
64102,Mecklenburg County 36 (NC), Single Family,3
64103,Mecklenburg County 13 (NC), Single Family,3
64104,Mecklenburg County 8 (NC), Single Family,3
64105,Mecklenburg County 8 (NC), Single Family,3
64106,Mecklenburg County 34 (NC), Townhouse,1
64107,Mecklenburg County 34 (NC), Townhouse,1
64108,Mecklenburg County 34 (NC), Townhouse,1
64109,Mecklenburg County 34 (NC), Townhouse,1
64110,Mecklenburg County 34 (NC), Townhouse,1
64111,Mecklenburg County 34 (NC), Townhouse,1
64112,Mecklenburg County 34 (NC), Townhouse,1
64113,Mecklenburg County 27 (NC), Single Family,3
64114,Pineville, Condominium,4
64115,Pineville, Condominium,4
64116,Pineville, Condominium,4
64117,Mecklenburg County 28 (NC), Single Family,3
64118,Mecklenburg County 28 (NC), Single Family,3
64119,Mecklenburg County 13 (NC), Single Family,3
64120,Mecklenburg County 36 (NC), Single Family,3
64121,Mecklenburg County 36 (NC), Single Family,3
64122,Mecklenburg County 36 (NC), Single Family,3
64123,Mecklenburg County 36 (NC), Single Family,3
64124,Mecklenburg County 36 (NC), Single Family,3
64125,Mecklenburg County 36 (NC), Single Family,3
64126,Mecklenburg County 7 (NC), Single Family,3
64127,Mecklenburg County 7 (NC), Single Family,3
64128,Mecklenburg County 7 (NC), Single Family,3
64129,Davidson, Single Family,3
64130,Huntersville, Single Family,2
64131,Huntersville, Single Family,2
64132,Huntersville, Single Family,2
64133,Huntersville, Single Family,2
64134,Huntersville, Townhouse,2
64135,Mecklenburg County 18 (NC), Single Family,3
64136,Mecklenburg County 36 (NC), Single Family,3
64137,Cornelius, Single Family,4
64138,Cornelius, Single Family,4
64139,Cornelius, Single Family,4
64140,Cornelius, Single Family,4
64141,Cornelius, Single Family,4
64142,Cornelius, Single Family,4
64143,Davidson, Single Family,3
64144,Charlotte, Condominium,4
64145,Mecklenburg County 28 (NC), Single Family,3
64146,Mecklenburg County 16 (NC), Condominium,4
64147,Mecklenburg County 21 (NC), Single Family,3
64148,Mecklenburg County 21 (NC), Single Family,3
64149,Mecklenburg County 21 (NC), Single Family,3
64150,Mecklenburg County 17 (NC), Condominium,4
64151,Mecklenburg County 17 (NC), Condominium,4
64152,Cornelius, Townhouse,4
64153,Cornelius, Single Family,4
64154,Mecklenburg County 4 (NC), Single Family,3
64155,Mecklenburg County 4 (NC), Single Family,3
64156,Mecklenburg County 26 (NC), Single Family,3
64157,Mint Hill, Single Family,3
64158,Mint Hill, Single Family,3
64159,Mint Hill, Single Family,3
64160,Mint Hill, Single Family,3
64161,Mint Hill, Single Family,3
64162,Mint Hill, Single Family,3
64163,Mecklenburg County 19 (NC), Single Family,3
64164,Mecklenburg County 19 (NC), Single Family,3
64165,Mecklenburg County 19 (NC), Single Family,3
64166,Mecklenburg County 19 (NC), Single Family,3
64167,Mecklenburg County 19 (NC), Single Family,3
64168,Mecklenburg County 6 (NC), Single Family,3
64169,Mecklenburg County 6 (NC), Single Family,3
64170,Mecklenburg County 6 (NC), Single Family,3
64171,Mecklenburg County 6 (NC), Single Family,3
64172,Mecklenburg County 6 (NC), Single Family,3
64173,Mecklenburg County 6 (NC), Single Family,3
64174,Mecklenburg County 6 (NC), Single Family,3
64175,Davidson, Townhouse,1
64176,Huntersville, Townhouse,2
64177,Huntersville, Townhouse,2
64178,Mecklenburg County 1 (NC), Condominium,4
64179,Davidson, Single Family,3
64180,Mecklenburg County 28 (NC), Single Family,3
64181,Mecklenburg County 28 (NC), Single Family,3
64182,Mecklenburg County 28 (NC), Single Family,3
64183,Mecklenburg County 28 (NC), Single Family,3
64184,Mecklenburg County 28 (NC), Single Family,3
64185,Mecklenburg County 29 (NC), Single Family,1
64186,Mecklenburg County 29 (NC), Single Family,1
64187,Mecklenburg County 6 (NC), Single Family,3
64188,Mecklenburg County 6 (NC), Single Family,3
64189,Mecklenburg County 6 (NC), Single Family,3
64190,Mecklenburg County 6 (NC), Single Family,3
64191,Mecklenburg County 6 (NC), Single Family,3
64192,Mecklenburg County 6 (NC), Single Family,3
64193,Mecklenburg County 6 (NC), Single Family,3
64194,Mecklenburg County 28 (NC), Single Family,3
64195,Mecklenburg County 28 (NC), Single Family,3
64196,Mint Hill, Single Family,3
64197,Matthews, Single Family,3
64198,Huntersville, Single Family,2
64199,Mecklenburg County 28 (NC), Single Family,3
64200,Mecklenburg County 28 (NC), Single Family,3
64201,Mecklenburg County 35 (NC), Single Family,0
64202,Mecklenburg County 35 (NC), Single Family,0
64203,Mecklenburg County 35 (NC), Single Family,0
64204,Mecklenburg County 6 (NC), Single Family,3
64205,Mecklenburg County 14 (NC), Single Family,3
64206,Mecklenburg County 14 (NC), Single Family,3
64207,Mecklenburg County 34 (NC), Single Family,3
64208,Mecklenburg County 34 (NC), Single Family,3
64209,Mecklenburg County 29 (NC), Single Family,1
64210,Mecklenburg County 27 (NC), Single Family,3
64211,Mecklenburg County 15 (NC), Single Family,3
64212,Mecklenburg County 27 (NC), Single Family,3
64213,Mecklenburg County 28 (NC), Single Family,3
64214,Mecklenburg County 23 (NC), Single Family,3
64215,Mecklenburg County 23 (NC), Single Family,3
64216,Mecklenburg County 23 (NC), Single Family,3
64217,Mecklenburg County 29 (NC), Townhouse,1
64218,Cornelius, Single Family,4
64219,Mecklenburg County 16 (NC), Single Family,3
64220,Mecklenburg County 16 (NC), Single Family,3
64221,Mecklenburg County 23 (NC), Single Family,3
64222,Mecklenburg County 16 (NC), Single Family,3
64223,Mecklenburg County 23 (NC), Single Family,3
64224,Mecklenburg County 16 (NC), Single Family,3
64225,Mecklenburg County 16 (NC), Single Family,3
64226,Mecklenburg County 16 (NC), Single Family,3
64227,Mecklenburg County 16 (NC), Single Family,3
64228,Mecklenburg County 23 (NC), Single Family,3
64229,Mecklenburg County 23 (NC), Single Family,3
64230,Mecklenburg County 16 (NC), Single Family,3
64231,Mecklenburg County 28 (NC), Single Family,3
64232,Mecklenburg County 28 (NC), Single Family,3
64233,Mecklenburg County 28 (NC), Single Family,3
64234,Mecklenburg County 28 (NC), Single Family,3
64235,Mecklenburg County 23 (NC), Townhouse,1
64236,Mecklenburg County 16 (NC), Townhouse,1
64237,Mecklenburg County 16 (NC), Single Family,3
64238,Mecklenburg County 6 (NC), Single Family,3
64239,Mecklenburg County 6 (NC), Single Family,3
64240,Mecklenburg County 6 (NC), Single Family,3
64241,Mecklenburg County 6 (NC), Single Family,3
64242,Mecklenburg County 6 (NC), Single Family,3
64243,Mecklenburg County 4 (NC), Single Family,3
64244,Mecklenburg County 36 (NC), Single Family,3
64245,Cornelius, Condominium,4
64246,Cornelius, Condominium,4
64247,Huntersville, Single Family,2
64248,Mecklenburg County 28 (NC), Single Family,3
64249,Mecklenburg County 1 (NC), Condominium,4
64250,Mecklenburg County 24 (NC), Single Family,3
64251,Mecklenburg County 6 (NC), Single Family,3
64252,Huntersville, Single Family,2
64253,Mecklenburg County 26 (NC), Single Family,3
64254,Mecklenburg County 24 (NC), Single Family,3
64255,Mecklenburg County 24 (NC), Single Family,3
64256,Mecklenburg County 24 (NC), Single Family,3
64257,Mecklenburg County 26 (NC), Single Family,3
64258,Mecklenburg County 11 (NC), Single Family,3
64259,Mecklenburg County 11 (NC), Single Family,3
64260,Mecklenburg County 11 (NC), Single Family,3
64261,Mecklenburg County 11 (NC), Single Family,3
64262,Mecklenburg County 28 (NC), Single Family,3
64263,Mecklenburg County 28 (NC), Single Family,3
64264,Mecklenburg County 28 (NC), Single Family,3
64265,Mecklenburg County 28 (NC), Single Family,3
64266,Mecklenburg County 28 (NC), Single Family,3
64267,Mecklenburg County 28 (NC), Single Family,3
64268,Mecklenburg County 14 (NC), Single Family,3
64269,Mecklenburg County 19 (NC), Single Family,3
64270,Mecklenburg County 6 (NC), Townhouse,1
64271,Mecklenburg County 6 (NC), Townhouse,1
64272,Mecklenburg County 2 (NC), Condominium,4
64273,Mecklenburg County 7 (NC), Single Family,3
64274,Mecklenburg County 15 (NC), Single Family,3
64275,Mecklenburg County 14 (NC), Single Family,3
64276,Cornelius, Single Family,4
64277,Mecklenburg County 27 (NC), Single Family,3
64278,Matthews, Single Family,3
64279,Mecklenburg County 25 (NC), Single Family,3
64280,Mecklenburg County 2 (NC), Single Family,3
64281,Mecklenburg County 2 (NC), Single Family,3
64282,Mecklenburg County 2 (NC), Single Family,3
64283,Mecklenburg County 2 (NC), Single Family,3
64284,Mecklenburg County 2 (NC), Single Family,3
64285,Mecklenburg County 6 (NC), Single Family,3
64286,Mecklenburg County 6 (NC), Single Family,3
64287,Mecklenburg County 6 (NC), Single Family,3
64288,Cornelius, Single Family,4
64289,Cornelius, Single Family,4
64290,Cornelius, Single Family,4
64291,Mecklenburg County 10 (NC), Single Family,3
64292,Mecklenburg County 7 (NC), Single Family,3
64293,Davidson, Single Family,3
64294,Mecklenburg County 4 (NC), Single Family,3
64295,Mecklenburg County 4 (NC), Single Family,3
64296,Mecklenburg County 4 (NC), Single Family,3
64297,Mecklenburg County 4 (NC), Single Family,3
64298,Mecklenburg County 4 (NC), Single Family,3
64299,Mecklenburg County 28 (NC), Single Family,3
64300,Mecklenburg County 28 (NC), Single Family,3
64301,Mecklenburg County 28 (NC), Single Family,3
64302,Mecklenburg County 28 (NC), Single Family,3
64303,Mecklenburg County 28 (NC), Single Family,3
64304,Mecklenburg County 28 (NC), Single Family,3
64305,Mecklenburg County 12 (NC), Single Family,3
64306,Mecklenburg County 28 (NC), Single Family,3
64307,Mecklenburg County 28 (NC), Townhouse,1
64308,Mecklenburg County 28 (NC), Townhouse,1
64309,Mecklenburg County 28 (NC), Townhouse,1
64310,Mecklenburg County 28 (NC), Townhouse,1
64311,Mecklenburg County 28 (NC), Townhouse,1
64312,Mecklenburg County 28 (NC), Single Family,3
64313,Mecklenburg County 28 (NC), Single Family,3
64314,Mecklenburg County 28 (NC), Single Family,3
64315,Mecklenburg County 28 (NC), Single Family,3
64316,Mecklenburg County 11 (NC), Single Family,3
64317,Mecklenburg County 11 (NC), Single Family,3
64318,Mecklenburg County 11 (NC), Single Family,3
64319,Mecklenburg County 16 (NC), Single Family,3
64320,Mecklenburg County 16 (NC), Single Family,3
64321,Mecklenburg County 16 (NC), Single Family,3
64322,Mecklenburg County 16 (NC), Single Family,3
64323,Mecklenburg County 16 (NC), Condominium,4
64324,Mecklenburg County 16 (NC), Condominium,4
64325,Mint Hill, Single Family,3
64326,Mecklenburg County 6 (NC), Single Family,3
64327,Mecklenburg County 6 (NC), Single Family,3
64328,Mecklenburg County 6 (NC), Single Family,3
64329,Mecklenburg County 6 (NC), Single Family,3
64330,Mecklenburg County 6 (NC), Single Family,3
64331,Mecklenburg County 6 (NC), Single Family,3
64332,Mecklenburg County 6 (NC), Single Family,3
64333,Mecklenburg County 6 (NC), Single Family,3
64334,Mecklenburg County 6 (NC), Single Family,3
64335,Mecklenburg County 6 (NC), Single Family,3
64336,Mecklenburg County 6 (NC), Single Family,3
64337,Mecklenburg County 6 (NC), Single Family,3
64338,Mecklenburg County 6 (NC), Single Family,3
64339,Mecklenburg County 11 (NC), Single Family,3
64340,Mecklenburg County 6 (NC), Single Family,3
64341,Mecklenburg County 6 (NC), Single Family,3
64342,Mecklenburg County 6 (NC), Single Family,3
64343,Mecklenburg County 6 (NC), Single Family,3
64344,Mecklenburg County 7 (NC), Single Family,3
64345,Mecklenburg County 7 (NC), Single Family,3
64346,Mecklenburg County 7 (NC), Single Family,3
64347,Mecklenburg County 12 (NC), Single Family,3
64348,Pineville, Single Family,3
64349,Mecklenburg County 34 (NC), Single Family,3
64350,Mecklenburg County 25 (NC), Single Family,3
64351,Cornelius, Condominium,4
64352,Mecklenburg County 14 (NC), Single Family,3
64353,Mecklenburg County 14 (NC), Single Family,3
64354,Mecklenburg County 7 (NC), Single Family,3
64355,Mecklenburg County 19 (NC), Single Family,3
64356,Mecklenburg County 19 (NC), Single Family,3
64357,Mecklenburg County 19 (NC), Single Family,3
64358,Mecklenburg County 19 (NC), Single Family,3
64359,Mecklenburg County 19 (NC), Single Family,3
64360,Cornelius, Condominium,4
64361,Cornelius, Condominium,4
64362,Cornelius, Condominium,4
64363,Mecklenburg County 29 (NC), Single Family,1
64364,Charlotte, Townhouse,1
64365,Charlotte, Townhouse,1
64366,Charlotte, Townhouse,1
64367,Charlotte, Condominium,4
64368,Mecklenburg County 29 (NC), Single Family,1
64369,Charlotte, Condominium,4
64370,Mecklenburg County 34 (NC), Townhouse,1
64371,Mecklenburg County 34 (NC), Townhouse,1
64372,Mecklenburg County 34 (NC), Townhouse,1
64373,Mecklenburg County 34 (NC), Townhouse,1
64374,Mecklenburg County 34 (NC), Townhouse,1
64375,Mecklenburg County 34 (NC), Townhouse,1
64376,Mecklenburg County 34 (NC), Townhouse,1
64377,Matthews, Single Family,3
64378,Mecklenburg County 34 (NC), Single Family,3
64379,Mecklenburg County 34 (NC), Single Family,3
64380,Mecklenburg County 34 (NC), Single Family,3
64381,Mecklenburg County 34 (NC), Single Family,3
64382,Cornelius, Condominium,4
64383,Mecklenburg County 36 (NC), Condominium,4
64384,Mecklenburg County 36 (NC), Condominium,4
64385,Mecklenburg County 26 (NC), Single Family,3
64386,Mecklenburg County 26 (NC), Single Family,3
64387,Mecklenburg County 36 (NC), Single Family,3
64388,Mecklenburg County 36 (NC), Single Family,3
64389,Cornelius, Single Family,4
64390,Mecklenburg County 36 (NC), Single Family,3
64391,Mecklenburg County 19 (NC), Townhouse,1
64392,Mecklenburg County 26 (NC), Single Family,3
64393,Mecklenburg County 3 (NC), Single Family,3
64394,Mecklenburg County 34 (NC), Single Family,3
64395,Mecklenburg County 34 (NC), Single Family,3
64396,Mecklenburg County 6 (NC), Single Family,3
64397,Mecklenburg County 29 (NC), Single Family,1
64398,Mecklenburg County 2 (NC), Condominium,4
64399,Mecklenburg County 2 (NC), Condominium,4
64400,Mecklenburg County 2 (NC), Condominium,4
64401,Mecklenburg County 2 (NC), Condominium,4
64402,Mecklenburg County 2 (NC), Condominium,4
64403,Mecklenburg County 2 (NC), Condominium,4
64404,Mecklenburg County 6 (NC), Single Family,3
64405,Mecklenburg County 10 (NC), Single Family,3
64406,Mecklenburg County 6 (NC), Single Family,3
64407,Mecklenburg County 13 (NC), Single Family,3
64408,Matthews, Single Family,3
64409,Matthews, Single Family,3
64410,Mecklenburg County 17 (NC), Single Family,3
64411,Mecklenburg County 27 (NC), Single Family,3
64412,Mecklenburg County 27 (NC), Single Family,3
64413,Mecklenburg County 27 (NC), Single Family,3
64414,Mecklenburg County 29 (NC), Single Family,1
64415,Mecklenburg County 35 (NC), Townhouse,0
64416,Mecklenburg County 29 (NC), Single Family,1
64417,Pineville, Single Family,3
64418,Pineville, Single Family,3
64419,Pineville, Single Family,3
64420,Mecklenburg County 36 (NC), Single Family,3
64421,Mecklenburg County 36 (NC), Single Family,3
64422,Mecklenburg County 36 (NC), Single Family,3
64423,Mecklenburg County 36 (NC), Single Family,3
64424,Mecklenburg County 36 (NC), Single Family,3
64425,Mecklenburg County 36 (NC), Single Family,3
64426,Mecklenburg County 3 (NC), Single Family,3
64427,Mecklenburg County 29 (NC), Single Family,1
64428,Mecklenburg County 29 (NC), Single Family,1
64429,Mecklenburg County 29 (NC), Single Family,1
64430,Mecklenburg County 29 (NC), Single Family,1
64431,Mecklenburg County 19 (NC), Single Family,3
64432,Mecklenburg County 9 (NC), Single Family,3
64433,Matthews, Single Family,3
64434,Matthews, Single Family,3
64435,Matthews, Single Family,3
64436,Matthews, Single Family,3
64437,Matthews, Single Family,3
64438,Matthews, Single Family,3
64439,Matthews, Single Family,3
64440,Matthews, Single Family,3
64441,Matthews, Single Family,3
64442,Mecklenburg County 7 (NC), Single Family,3
64443,Mecklenburg County 7 (NC), Single Family,3
64444,Mecklenburg County 7 (NC), Single Family,3
64445,Matthews, Single Family,3
64446,Mecklenburg County 22 (NC), Single Family,3
64447,Cornelius, Single Family,4
64448,Mint Hill, Single Family,3
64449,Mecklenburg County 34 (NC), Single Family,3
64450,Mecklenburg County 34 (NC), Single Family,3
64451,Mecklenburg County 34 (NC), Single Family,3
64452,Mecklenburg County 34 (NC), Single Family,3
64453,Mecklenburg County 34 (NC), Single Family,3
64454,Mecklenburg County 34 (NC), Single Family,3
64455,Mecklenburg County 34 (NC), Single Family,3
64456,Mecklenburg County 35 (NC), Single Family,0
64457,Mecklenburg County 30 (NC), Single Family,3
64458,Mecklenburg County 11 (NC), Condominium,4
64459,Mecklenburg County 11 (NC), Condominium,4
64460,Mecklenburg County 11 (NC), Condominium,4
64461,Mecklenburg County 1 (NC), Condominium,4
64462,Mecklenburg County 1 (NC), Condominium,4
64463,Mecklenburg County 1 (NC), Condominium,4
64464,Mecklenburg County 1 (NC), Condominium,4
64465,Mecklenburg County 15 (NC), Single Family,3
64466,Cornelius, Single Family,4
64467,Mecklenburg County 34 (NC), Single Family,3
64468,Mint Hill, Single Family,3
64469,Mecklenburg County 15 (NC), Single Family,3
64470,Matthews, Single Family,3
64471,Mecklenburg County 14 (NC), Single Family,3
64472,Mecklenburg County 14 (NC), Single Family,3
64473,Mecklenburg County 14 (NC), Single Family,3
64474,Mecklenburg County 29 (NC), Single Family,1
64475,Mecklenburg County 30 (NC), Single Family,3
64476,Mint Hill, Single Family,3
64477,Mecklenburg County 29 (NC), Single Family,1
64478,Mecklenburg County 24 (NC), Single Family,3
64479,Mecklenburg County 29 (NC), Single Family,1
64480,Mecklenburg County 14 (NC), Single Family,3
64481,Mecklenburg County 14 (NC), Single Family,3
64482,Mecklenburg County 28 (NC), Single Family,3
64483,Mecklenburg County 28 (NC), Single Family,3
64484,Mecklenburg County 28 (NC), Single Family,3
64485,Mecklenburg County 28 (NC), Single Family,3
64486,Mecklenburg County 28 (NC), Single Family,3
64487,Mecklenburg County 11 (NC), Single Family,3
64488,Mecklenburg County 11 (NC), Single Family,3
64489,Mecklenburg County 11 (NC), Townhouse,1
64490,Mecklenburg County 11 (NC), Single Family,3
64491,Mecklenburg County 11 (NC), Townhouse,1
64492,Mecklenburg County 11 (NC), Single Family,3
64493,Mecklenburg County 11 (NC), Single Family,3
64494,Mecklenburg County 1 (NC), Condominium,4
64495,Mecklenburg County 1 (NC), Condominium,4
64496,Mecklenburg County 1 (NC), Condominium,4
64497,Mecklenburg County 1 (NC), Condominium,4
64498,Mecklenburg County 29 (NC), Single Family,1
64499,Mecklenburg County 29 (NC), Single Family,1
64500,Mecklenburg County 28 (NC), Single Family,3
64501,Mecklenburg County 28 (NC), Single Family,3
64502,Mecklenburg County 28 (NC), Single Family,3
64503,Mecklenburg County 28 (NC), Single Family,3
64504,Mecklenburg County 28 (NC), Single Family,3
64505,Mecklenburg County 28 (NC), Single Family,3
64506,Mecklenburg County 28 (NC), Single Family,3
64507,Mecklenburg County 27 (NC), Single Family,3
64508,Mecklenburg County 13 (NC), Condominium,4
64509,Mecklenburg County 13 (NC), Condominium,4
64510,Mecklenburg County 6 (NC), Condominium,4
64511,Mecklenburg County 6 (NC), Single Family,3
64512,Mecklenburg County 6 (NC), Single Family,3
64513,Mecklenburg County 22 (NC), Single Family,3
64514,Mecklenburg County 28 (NC), Single Family,3
64515,Mecklenburg County 28 (NC), Single Family,3
64516,Mecklenburg County 14 (NC), Single Family,3
64517,Mecklenburg County 14 (NC), Single Family,3
64518,Mecklenburg County 14 (NC), Single Family,3
64519,Mecklenburg County 14 (NC), Single Family,3
64520,Mecklenburg County 14 (NC), Single Family,3
64521,Mecklenburg County 14 (NC), Single Family,3
64522,Mecklenburg County 14 (NC), Single Family,3
64523,Mecklenburg County 14 (NC), Single Family,3
64524,Mecklenburg County 14 (NC), Single Family,3
64525,Mecklenburg County 14 (NC), Single Family,3
64526,Mecklenburg County 14 (NC), Single Family,3
64527,Mecklenburg County 14 (NC), Single Family,3
64528,Mecklenburg County 14 (NC), Single Family,3
64529,Mecklenburg County 14 (NC), Single Family,3
64530,Mecklenburg County 14 (NC), Single Family,3
64531,Mecklenburg County 14 (NC), Single Family,3
64532,Mecklenburg County 14 (NC), Single Family,3
64533,Mecklenburg County 14 (NC), Single Family,3
64534,Mecklenburg County 15 (NC), Single Family,3
64535,Davidson, Single Family,3
64536,Mecklenburg County 14 (NC), Condominium,4
64537,Mecklenburg County 21 (NC), Condominium,4
64538,Mecklenburg County 7 (NC), Single Family,3
64539,Mecklenburg County 25 (NC), Single Family,3
64540,Mecklenburg County 25 (NC), Single Family,3
64541,Mecklenburg County 36 (NC), Single Family,3
64542,Mecklenburg County 4 (NC), Single Family,3
64543,Mecklenburg County 4 (NC), Single Family,3
64544,Mecklenburg County 4 (NC), Single Family,3
64545,Mecklenburg County 4 (NC), Single Family,3
64546,Mecklenburg County 14 (NC), Single Family,3
64547,Mecklenburg County 16 (NC), Single Family,3
64548,Mecklenburg County 16 (NC), Single Family,3
64549,Mecklenburg County 29 (NC), Single Family,1
64550,Mecklenburg County 29 (NC), Single Family,1
64551,Mecklenburg County 29 (NC), Single Family,1
64552,Mecklenburg County 29 (NC), Single Family,1
64553,Mecklenburg County 29 (NC), Single Family,1
64554,Mecklenburg County 29 (NC), Single Family,1
64555,Mecklenburg County 29 (NC), Single Family,1
64556,Mecklenburg County 30 (NC), Single Family,3
64557,Mecklenburg County 30 (NC), Single Family,3
64558,Mecklenburg County 30 (NC), Single Family,3
64559,Mecklenburg County 11 (NC), Condominium,4
64560,Matthews, Single Family,3
64561,Mecklenburg County 29 (NC), Single Family,1
64562,Mecklenburg County 27 (NC), Single Family,3
64563,Mecklenburg County 27 (NC), Single Family,3
64564,Mecklenburg County 27 (NC), Single Family,3
64565,Mecklenburg County 27 (NC), Single Family,3
64566,Mecklenburg County 2 (NC), Single Family,3
64567,Mecklenburg County 36 (NC), Townhouse,1
64568,Mecklenburg County 36 (NC), Townhouse,1
64569,Mecklenburg County 36 (NC), Townhouse,1
64570,Davidson, Single Family,3
64571,Mecklenburg County 14 (NC), Single Family,3
64572,Mecklenburg County 18 (NC), Single Family,3
64573,Mecklenburg County 1 (NC), Condominium,4
64574,Mecklenburg County 1 (NC), Condominium,4
64575,Mecklenburg County 20 (NC), Condominium,4
64576,Mecklenburg County 20 (NC), Condominium,4
64577,Mecklenburg County 20 (NC), Condominium,4
64578,Mecklenburg County 20 (NC), Condominium,4
64579,Mecklenburg County 1 (NC), Condominium,4
64580,Mecklenburg County 14 (NC), Condominium,4
64581,Mecklenburg County 29 (NC), Single Family,1
64582,Huntersville, Single Family,2
64583,Huntersville, Single Family,2
64584,Huntersville, Single Family,2
64585,Huntersville, Single Family,2
64586,Huntersville, Single Family,2
64587,Huntersville, Single Family,2
64588,Huntersville, Single Family,2
64589,Huntersville, Single Family,2
64590,Huntersville, Single Family,2
64591,Huntersville, Single Family,2
64592,Huntersville, Single Family,2
64593,Huntersville, Single Family,2
64594,Huntersville, Townhouse,2
64595,Huntersville, Townhouse,2
64596,Huntersville, Townhouse,2
64597,Mecklenburg County 18 (NC), Single Family,3
64598,Mecklenburg County 18 (NC), Single Family,3
64599,Mecklenburg County 9 (NC), Single Family,3
64600,Mecklenburg County 9 (NC), Single Family,3
64601,Mecklenburg County 9 (NC), Single Family,3
64602,Mint Hill, Single Family,3
64603,Mint Hill, Single Family,3
64604,Mint Hill, Single Family,3
64605,Mint Hill, Single Family,3
64606,Mint Hill, Single Family,3
64607,Mint Hill, Single Family,3
64608,Mecklenburg County 26 (NC), Single Family,3
64609,Mecklenburg County 26 (NC), Single Family,3
64610,Mecklenburg County 26 (NC), Single Family,3
64611,Mecklenburg County 20 (NC), Single Family,3
64612,Mecklenburg County 9 (NC), Single Family,3
64613,Mecklenburg County 9 (NC), Single Family,3
64614,Mecklenburg County 19 (NC), Single Family,3
64615,Mecklenburg County 19 (NC), Single Family,3
64616,Huntersville, Single Family,2
64617,Huntersville, Single Family,2
64618,Huntersville, Single Family,2
64619,Huntersville, Single Family,2
64620,Mecklenburg County 29 (NC), Single Family,1
64621,Mecklenburg County 29 (NC), Single Family,1
64622,Mecklenburg County 29 (NC), Single Family,1
64623,Mecklenburg County 29 (NC), Single Family,1
64624,Mecklenburg County 11 (NC), Condominium,4
64625,Mecklenburg County 11 (NC), Condominium,4
64626,Mecklenburg County 11 (NC), Condominium,4
