,Stories,Bedrooms,Bathrooms,Housing_Type,Cluster
52520,1.0,3.0,2.0, Single Family,1
52521,1.0,3.0,2.0, Single Family,1
52522,2.0,4.0,2.5, Single Family,0
52523,1.5,3.0,2.0, Single Family,1
52524,2.0,3.0,2.5, Single Family,0
52525,1.0,3.0,2.0, Single Family,1
52526,2.0,2.0,2.5, Townhouse,2
52527,2.0,2.0,2.5, Townhouse,2
52528,2.0,6.0,6.5, Single Family,0
52529,2.0,4.0,4.5, Single Family,0
52530,2.0,5.0,4.5, Single Family,0
52531,1.0,3.0,2.0, Single Family,1
52532,2.0,3.0,2.5, Single Family,0
52533,1.5,3.0,2.0, Single Family,1
52534,2.0,4.0,5.0, Single Family,0
52535,1.5,4.0,2.5, Single Family,0
52536,1.0,4.0,2.0, Single Family,1
52537,1.0,4.0,3.5, Single Family,0
52538,2.5,4.0,3.5, Single Family,0
52539,1.0,2.0,1.0, Single Family,1
52540,2.0,6.0,4.5, Single Family,0
52541,2.0,4.0,2.5, Single Family,0
52542,2.0,4.0,2.5, Single Family,0
52543,2.0,5.0,2.5, Single Family,0
52544,2.0,4.0,2.5, Single Family,0
52545,2.0,6.0,5.5, Single Family,0
52546,2.0,4.0,3.0, Single Family,0
52547,1.0,3.0,3.0, Condominium,3
52548,2.0,3.0,2.5, Single Family,0
52549,1.0,3.0,2.5, Single Family,1
52550,2.0,3.0,2.5, Single Family,0
52551,2.0,4.0,4.5, Single Family,0
52552,2.0,4.0,4.5, Single Family,0
52553,1.0,4.0,3.0, Single Family,1
52554,2.0,4.0,3.5, Single Family,0
52555,1.0,3.0,2.0, Single Family,1
52556,2.0,4.0,3.5, Single Family,0
52557,2.5,5.0,4.5, Single Family,0
52558,2.0,5.0,5.5, Single Family,0
52559,2.0,4.0,3.0, Single Family,0
52560,2.0,5.0,5.5, Single Family,0
52561,1.0,3.0,2.0, Single Family,1
52562,2.0,5.0,4.5, Single Family,0
52563,1.0,3.0,2.5, Single Family,1
52564,2.5,5.0,7.0, Single Family,0
52565,1.0,3.0,1.5, Single Family,1
52566,1.5,4.0,4.0, Single Family,0
52567,2.0,5.0,4.5, Single Family,0
52568,2.0,5.0,5.5, Single Family,0
52569,2.0,5.0,3.5, Single Family,0
52570,2.0,4.0,3.0, Single Family,0
52571,1.5,3.0,2.0, Single Family,1
52572,1.5,5.0,3.5, Single Family,0
52573,1.0,2.0,2.0, Condominium,3
52574,1.0,1.0,1.0, Condominium,3
52575,1.0,2.0,1.0, Condominium,3
52576,1.0,4.0,3.0, Single Family,1
52577,2.0,2.0,1.5, Condominium,3
52578,2.0,3.0,2.5, Single Family,0
52579,1.0,3.0,2.0, Single Family,1
52580,1.5,3.0,2.5, Single Family,1
52581,1.5,3.0,2.5, Single Family,1
52582,2.0,3.0,2.5, Townhouse,2
52583,1.5,4.0,3.5, Single Family,0
52584,2.0,4.0,2.5, Single Family,0
52585,2.5,4.0,5.0, Single Family,0
52586,1.0,3.0,1.5, Single Family,1
52587,2.0,4.0,2.5, Single Family,0
52588,2.0,3.0,2.5, Single Family,0
52589,2.0,3.0,2.5, Single Family,0
52590,2.0,4.0,2.5, Single Family,0
52591,1.5,4.0,2.5, Single Family,0
52592,2.0,1.0,1.0, Condominium,3
52593,1.0,3.0,2.0, Single Family,1
52594,2.0,4.0,3.5, Single Family,0
52595,1.0,3.0,2.5, Single Family,1
52596,2.0,4.0,3.0, Single Family,0
52597,1.5,4.0,3.5, Single Family,0
52598,1.0,1.0,1.0, Condominium,3
52599,1.0,1.0,1.0, Condominium,3
52600,1.0,2.0,1.5, Condominium,3
52601,2.0,4.0,2.0, Townhouse,2
52602,2.0,5.0,4.0, Single Family,0
52603,2.0,4.0,2.5, Single Family,0
52604,2.0,4.0,2.5, Single Family,0
52605,2.0,4.0,4.5, Single Family,0
52606,2.0,4.0,3.5, Single Family,0
52607,2.0,3.0,2.5, Single Family,0
52608,2.0,4.0,2.5, Single Family,0
52609,2.0,4.0,2.5, Single Family,0
52610,2.0,5.0,4.0, Single Family,0
52611,1.0,3.0,2.0, Single Family,1
52612,1.0,3.0,2.0, Single Family,1
52613,1.0,3.0,2.0, Single Family,1
52614,2.0,4.0,2.5, Single Family,0
52615,2.0,3.0,3.0, Single Family,0
52616,2.0,4.0,2.5, Single Family,0
52617,2.0,5.0,4.0, Single Family,0
52618,2.0,4.0,3.5, Single Family,0
52619,2.0,4.0,2.5, Single Family,0
52620,2.0,4.0,2.5, Single Family,0
52621,2.0,3.0,2.5, Single Family,0
52622,2.0,4.0,2.5, Single Family,0
52623,2.0,4.0,2.5, Single Family,0
52624,2.0,4.0,2.5, Single Family,0
52625,2.0,4.0,2.5, Single Family,0
52626,2.0,5.0,4.5, Single Family,0
52627,2.0,4.0,2.5, Single Family,0
52628,2.0,3.0,3.0, Single Family,0
52629,2.0,4.0,3.0, Single Family,0
52630,2.0,4.0,2.5, Single Family,0
52631,2.0,5.0,4.0, Single Family,0
52632,2.0,4.0,2.5, Single Family,0
52633,2.0,4.0,3.5, Single Family,0
52634,2.0,3.0,2.5, Single Family,0
52635,1.0,3.0,2.0, Single Family,1
52636,1.0,3.0,2.0, Single Family,1
52637,2.0,4.0,2.5, Single Family,0
52638,1.0,3.0,2.0, Single Family,1
52639,1.0,3.0,2.0, Single Family,1
52640,2.0,4.0,2.5, Single Family,0
52641,2.0,3.0,2.5, Single Family,0
52642,2.0,4.0,3.5, Single Family,0
52643,1.0,3.0,2.0, Single Family,1
52644,2.0,4.0,3.0, Single Family,0
52645,2.0,3.0,2.5, Single Family,0
52646,2.0,4.0,2.5, Single Family,0
52647,1.0,3.0,2.0, Single Family,1
52648,2.0,3.0,2.5, Single Family,0
52649,1.0,3.0,2.0, Single Family,1
52650,2.0,4.0,3.5, Single Family,0
52651,2.0,5.0,4.5, Single Family,0
52652,2.0,3.0,2.5, Single Family,0
52653,2.0,3.0,2.5, Single Family,0
52654,2.0,3.0,2.0, Single Family,0
52655,1.5,3.0,2.5, Condominium,3
52656,2.5,2.0,2.5, Condominium,3
52657,2.0,4.0,2.5, Single Family,0
52658,2.0,4.0,2.5, Single Family,0
52659,2.0,2.0,1.5, Townhouse,2
52660,2.0,2.0,1.5, Townhouse,2
52661,2.0,2.0,1.5, Townhouse,2
52662,2.0,3.0,2.5, Single Family,0
52663,2.0,3.0,2.5, Single Family,0
52664,2.0,3.0,2.5, Single Family,0
52665,1.0,3.0,2.0, Single Family,1
52666,1.0,3.0,2.0, Single Family,1
52667,2.0,3.0,2.5, Single Family,0
52668,1.0,3.0,2.0, Single Family,1
52669,2.0,4.0,2.5, Single Family,0
52670,2.0,3.0,2.5, Single Family,0
52671,2.0,3.0,2.5, Single Family,0
52672,1.0,3.0,2.0, Single Family,1
52673,1.0,3.0,1.5, Single Family,1
52674,2.0,3.0,2.5, Single Family,0
52675,2.0,3.0,2.5, Single Family,0
52676,1.0,3.0,2.0, Single Family,1
52677,2.0,3.0,2.0, Single Family,0
52678,2.0,3.0,2.5, Single Family,0
52679,2.0,3.0,2.5, Single Family,0
52680,1.0,3.0,2.0, Single Family,1
52681,1.0,3.0,1.0, Single Family,1
52682,2.0,4.0,2.5, Single Family,0
52683,2.0,3.0,2.5, Single Family,0
52684,2.0,3.0,1.5, Single Family,0
52685,2.0,3.0,2.5, Townhouse,2
52686,1.0,2.0,1.0, Single Family,1
52687,2.0,3.0,2.5, Single Family,0
52688,1.0,2.0,2.0, Condominium,3
52689,2.0,3.0,3.0, Single Family,0
52690,2.0,3.0,2.5, Single Family,0
52691,1.0,2.0,2.0, Condominium,3
52692,2.0,3.0,2.5, Single Family,0
52693,2.0,3.0,2.5, Single Family,0
52694,2.0,3.0,2.5, Single Family,0
52695,2.0,3.0,2.5, Single Family,0
52696,2.0,3.0,2.5, Condominium,3
52697,2.0,3.0,2.5, Single Family,0
52698,2.0,3.0,2.5, Single Family,0
52699,1.5,3.0,2.5, Single Family,1
52700,2.0,4.0,3.5, Single Family,0
52701,2.0,4.0,3.5, Single Family,0
52702,2.0,4.0,3.0, Single Family,0
52703,1.0,3.0,2.5, Single Family,1
52704,1.0,3.0,2.0, Single Family,1
52705,1.0,3.0,2.0, Single Family,1
52706,1.0,3.0,2.0, Single Family,1
52707,2.0,3.0,2.5, Single Family,0
52708,2.0,3.0,2.5, Single Family,0
52709,2.0,3.0,2.5, Single Family,0
52710,2.0,3.0,2.5, Single Family,0
52711,2.0,4.0,2.5, Single Family,0
52712,2.0,3.0,2.5, Single Family,0
52713,2.0,5.0,3.0, Single Family,0
52714,2.0,4.0,2.5, Townhouse,2
52715,2.0,3.0,2.5, Townhouse,2
52716,2.0,2.0,2.5, Townhouse,2
52717,2.0,3.0,2.5, Townhouse,2
52718,2.0,2.0,2.5, Townhouse,2
52719,2.0,3.0,3.5, Townhouse,2
52720,1.5,3.0,2.5, Single Family,1
52721,1.0,3.0,2.0, Single Family,1
52722,1.5,4.0,2.5, Single Family,0
52723,2.0,3.0,2.5, Townhouse,2
52724,2.0,3.0,2.5, Townhouse,2
52725,2.0,2.0,2.0, Townhouse,2
52726,2.0,4.0,2.5, Single Family,0
52727,1.0,3.0,2.0, Single Family,1
52728,2.0,4.0,2.5, Single Family,0
52729,1.0,4.0,2.5, Single Family,1
52730,1.0,3.0,2.0, Single Family,1
52731,1.0,3.0,2.0, Single Family,1
52732,1.5,3.0,2.5, Single Family,1
52733,1.0,3.0,2.0, Single Family,1
52734,1.5,3.0,2.0, Single Family,1
52735,1.5,3.0,2.5, Single Family,1
52736,1.0,4.0,2.0, Single Family,1
52737,2.0,4.0,4.0, Single Family,0
52738,2.0,6.0,4.5, Single Family,0
52739,1.0,3.0,2.0, Single Family,1
52740,1.0,3.0,2.0, Single Family,1
52741,2.0,3.0,1.5, Single Family,0
52742,2.0,3.0,2.5, Single Family,0
52743,2.0,3.0,2.5, Single Family,0
52744,2.0,3.0,2.5, Single Family,0
52745,1.5,3.0,2.5, Single Family,1
52746,2.0,5.0,6.0, Single Family,0
52747,2.0,4.0,3.5, Single Family,0
52748,1.0,3.0,2.0, Single Family,1
52749,1.0,1.0,1.0, Condominium,3
52750,1.0,1.0,1.0, Condominium,3
52751,2.0,2.0,2.0, Condominium,3
52752,2.0,1.0,1.0, Townhouse,2
52753,2.0,4.0,2.5, Single Family,0
52754,2.0,4.0,2.5, Single Family,0
52755,2.5,3.0,2.5, Condominium,3
52756,2.0,4.0,2.5, Single Family,0
52757,2.0,4.0,3.5, Single Family,0
52758,2.0,5.0,4.5, Single Family,0
52759,2.0,4.0,3.0, Single Family,0
52760,2.0,4.0,3.0, Single Family,0
52761,2.0,4.0,4.5, Single Family,0
52762,2.0,3.0,2.5, Single Family,0
52763,2.0,4.0,2.5, Single Family,0
52764,2.0,5.0,3.5, Single Family,0
52765,2.0,5.0,3.0, Single Family,0
52766,2.0,3.0,2.5, Single Family,0
52767,2.0,5.0,3.0, Single Family,0
52768,2.0,4.0,5.0, Single Family,0
52769,2.0,4.0,3.5, Single Family,0
52770,2.0,3.0,2.5, Single Family,0
52771,2.0,5.0,3.0, Single Family,0
52772,2.0,4.0,4.5, Single Family,0
52773,2.0,4.0,2.5, Single Family,0
52774,2.0,5.0,4.0, Single Family,0
52775,1.5,3.0,3.0, Single Family,0
52776,2.0,3.0,3.0, Single Family,0
52777,1.0,2.0,1.0, Single Family,1
52778,2.0,4.0,3.0, Single Family,0
52779,2.0,4.0,3.5, Single Family,0
52780,2.0,7.0,5.5, Single Family,0
52781,2.5,4.0,2.5, Single Family,0
52782,1.0,2.0,2.0, Condominium,3
52783,1.5,1.0,1.0, Condominium,3
52784,2.0,2.0,2.5, Townhouse,2
52785,2.0,3.0,3.5, Townhouse,2
52786,1.0,2.0,2.0, Condominium,3
52787,1.0,1.0,1.0, Condominium,3
52788,1.0,2.0,2.0, Condominium,3
52789,1.0,2.0,1.0, Condominium,3
52790,1.0,2.0,1.0, Condominium,3
52791,1.0,2.0,1.0, Condominium,3
52792,1.0,3.0,2.0, Condominium,3
52793,1.0,3.0,2.0, Single Family,1
52794,1.0,3.0,2.5, Single Family,1
52795,1.0,3.0,1.5, Single Family,1
52796,1.0,3.0,2.0, Single Family,1
52797,2.0,3.0,2.5, Single Family,0
52798,2.0,3.0,2.5, Single Family,0
52799,1.0,3.0,2.0, Single Family,1
52800,1.0,3.0,2.0, Single Family,1
52801,2.0,3.0,2.0, Single Family,0
52802,2.0,3.0,2.0, Single Family,0
52803,1.5,3.0,2.0, Single Family,1
52804,2.5,4.0,3.5, Townhouse,2
52805,2.0,3.0,2.5, Townhouse,2
52806,2.0,3.0,2.5, Townhouse,2
52807,2.0,4.0,3.5, Townhouse,2
52808,1.0,2.0,2.0, Condominium,3
52809,1.0,2.0,2.0, Condominium,3
52810,1.0,2.0,2.0, Condominium,3
52811,1.0,3.0,1.5, Single Family,1
52812,1.0,3.0,1.5, Single Family,1
52813,1.0,3.0,2.0, Single Family,1
52814,2.0,4.0,2.5, Single Family,0
52815,2.0,3.0,2.5, Single Family,0
52816,2.0,3.0,2.5, Single Family,0
52817,1.0,3.0,2.0, Single Family,1
52818,2.0,3.0,2.5, Single Family,0
52819,1.0,4.0,2.0, Single Family,1
52820,2.0,3.0,2.5, Single Family,0
52821,2.0,4.0,2.5, Single Family,0
52822,2.0,4.0,3.0, Single Family,0
52823,2.0,4.0,3.5, Single Family,0
52824,2.0,4.0,2.5, Single Family,0
52825,1.0,4.0,2.0, Single Family,1
52826,2.5,2.0,2.5, Condominium,3
52827,1.0,3.0,2.0, Single Family,1
52828,1.0,3.0,2.0, Single Family,1
52829,2.0,3.0,2.5, Single Family,0
52830,2.0,4.0,2.5, Single Family,0
52831,2.0,4.0,2.5, Single Family,0
52832,2.0,3.0,2.5, Single Family,0
52833,1.0,2.0,2.5, Condominium,3
52834,1.5,4.0,4.0, Single Family,0
52835,1.0,3.0,2.0, Single Family,1
52836,2.0,3.0,2.5, Condominium,3
52837,2.0,4.0,2.0, Single Family,0
52838,2.0,3.0,2.0, Single Family,0
52839,2.0,3.0,2.5, Single Family,0
52840,1.0,3.0,2.5, Single Family,1
52841,2.0,3.0,2.5, Single Family,0
52842,2.0,3.0,2.5, Single Family,0
52843,1.5,3.0,2.5, Single Family,1
52844,1.0,4.0,3.5, Single Family,0
52845,1.0,3.0,2.0, Single Family,1
52846,1.0,3.0,2.0, Single Family,1
52847,1.0,3.0,2.0, Single Family,1
52848,2.0,4.0,2.5, Single Family,0
52849,2.0,6.0,4.5, Single Family,0
52850,2.0,4.0,3.5, Single Family,0
52851,2.0,4.0,3.5, Single Family,0
52852,2.0,4.0,4.5, Single Family,0
52853,1.5,4.0,3.5, Single Family,0
52854,2.0,5.0,5.0, Single Family,0
52855,2.0,5.0,5.5, Single Family,0
52856,2.0,6.0,6.0, Single Family,0
52857,2.0,3.0,3.5, Single Family,0
52858,2.0,3.0,2.5, Single Family,0
52859,1.0,2.0,1.0, Single Family,1
52860,1.0,2.0,1.0, Single Family,1
52861,1.0,2.0,1.0, Single Family,1
52862,2.5,2.0,2.5, Townhouse,2
52863,2.0,4.0,3.5, Single Family,0
52864,1.5,5.0,6.5, Single Family,0
52865,2.0,4.0,2.5, Single Family,0
52866,2.0,5.0,4.5, Single Family,0
52867,2.0,4.0,3.5, Single Family,0
52868,2.0,3.0,2.5, Single Family,0
52869,2.0,3.0,2.0, Single Family,0
52870,1.0,3.0,2.0, Single Family,1
52871,2.0,3.0,2.5, Single Family,0
52872,1.0,3.0,1.5, Single Family,1
52873,1.0,3.0,2.0, Single Family,1
52874,1.0,3.0,1.5, Single Family,1
52875,2.0,3.0,2.5, Single Family,0
52876,1.0,4.0,2.0, Single Family,1
52877,2.0,3.0,3.5, Single Family,0
52878,1.0,3.0,2.0, Single Family,1
52879,2.0,3.0,2.0, Single Family,0
52880,1.0,3.0,2.0, Single Family,1
52881,2.0,3.0,2.0, Single Family,0
52882,1.0,3.0,1.5, Single Family,1
52883,2.0,3.0,2.5, Townhouse,2
52884,1.0,3.0,2.0, Single Family,1
52885,1.0,2.0,2.0, Single Family,1
52886,1.0,3.0,2.0, Single Family,1
52887,1.0,2.0,1.0, Single Family,1
52888,2.5,5.0,5.5, Single Family,0
52889,2.0,3.0,2.5, Townhouse,2
52890,2.5,5.0,4.5, Single Family,0
52891,2.0,4.0,2.5, Single Family,0
52892,2.0,4.0,2.5, Single Family,0
52893,1.0,3.0,2.0, Single Family,1
52894,1.0,3.0,2.0, Single Family,1
52895,2.0,4.0,2.5, Single Family,0
52896,1.5,3.0,2.0, Single Family,1
52897,1.5,3.0,2.5, Single Family,1
52898,2.0,3.0,2.5, Single Family,0
52899,1.0,3.0,2.0, Single Family,1
52900,1.0,3.0,2.0, Single Family,1
52901,2.0,4.0,2.5, Single Family,0
52902,2.0,4.0,2.5, Single Family,0
52903,2.0,4.0,2.5, Single Family,0
52904,2.0,4.0,2.5, Single Family,0
52905,2.0,3.0,2.5, Single Family,0
52906,1.0,3.0,2.0, Single Family,1
52907,1.0,2.0,1.0, Single Family,1
52908,1.0,3.0,1.0, Single Family,1
52909,1.0,3.0,1.0, Single Family,1
52910,1.0,3.0,2.0, Single Family,1
52911,1.0,3.0,1.0, Single Family,1
52912,1.0,3.0,2.0, Single Family,1
52913,1.5,4.0,2.5, Single Family,0
52914,2.0,5.0,3.0, Single Family,0
52915,1.0,3.0,2.0, Single Family,1
52916,1.0,2.0,1.0, Single Family,1
52917,2.5,4.0,3.5, Single Family,0
52918,1.0,2.0,1.0, Single Family,1
52919,2.0,4.0,4.5, Single Family,0
52920,2.0,4.0,2.5, Single Family,0
52921,2.0,3.0,2.5, Single Family,0
52922,1.0,3.0,2.0, Single Family,1
52923,2.0,4.0,2.0, Single Family,0
52924,1.0,4.0,2.0, Single Family,1
52925,1.0,3.0,2.0, Single Family,1
52926,1.5,3.0,2.5, Single Family,1
52927,1.5,3.0,2.5, Single Family,1
52928,1.5,3.0,2.0, Single Family,1
52929,2.0,4.0,3.5, Single Family,0
52930,2.0,5.0,2.5, Single Family,0
52931,2.0,4.0,2.5, Single Family,0
52932,1.0,3.0,2.0, Condominium,3
52933,2.0,3.0,2.5, Single Family,0
52934,2.0,4.0,2.5, Single Family,0
52935,2.0,3.0,2.5, Single Family,0
52936,2.0,4.0,2.5, Single Family,0
52937,2.0,3.0,2.5, Townhouse,2
52938,2.0,3.0,2.5, Townhouse,2
52939,1.5,3.0,2.0, Townhouse,2
52940,1.5,3.0,2.0, Townhouse,2
52941,2.0,3.0,2.5, Townhouse,2
52942,1.5,4.0,4.0, Single Family,0
52943,2.0,4.0,3.5, Single Family,0
52944,2.0,5.0,3.5, Single Family,0
52945,2.0,5.0,3.5, Single Family,0
52946,2.0,4.0,2.5, Single Family,0
52947,1.0,2.0,2.0, Condominium,3
52948,2.5,3.0,3.5, Condominium,3
52949,1.0,2.0,2.0, Condominium,3
52950,1.0,3.0,2.0, Condominium,3
52951,1.5,3.0,2.5, Single Family,1
52952,1.0,3.0,2.0, Single Family,1
52953,2.0,3.0,2.0, Single Family,0
52954,2.0,4.0,2.5, Single Family,0
52955,1.0,3.0,2.5, Single Family,1
52956,1.0,3.0,2.0, Single Family,1
52957,1.0,2.0,1.0, Single Family,1
52958,1.0,3.0,2.0, Single Family,1
52959,1.5,3.0,2.0, Single Family,1
52960,1.0,3.0,2.0, Single Family,1
52961,1.5,5.0,3.5, Single Family,0
52962,2.0,4.0,2.0, Single Family,0
52963,1.0,3.0,2.0, Single Family,1
52964,1.5,3.0,2.5, Single Family,1
52965,2.0,2.0,2.5, Townhouse,2
52966,2.0,2.0,2.5, Townhouse,2
52967,2.0,3.0,2.5, Single Family,0
52968,2.0,2.0,1.5, Townhouse,2
52969,2.0,2.0,2.5, Townhouse,2
52970,2.0,2.0,2.5, Townhouse,2
52971,2.0,4.0,2.5, Single Family,0
52972,2.0,6.0,2.5, Single Family,0
52973,1.5,3.0,3.0, Single Family,0
52974,1.5,3.0,3.0, Single Family,0
52975,1.0,2.0,2.0, Single Family,1
52976,2.0,5.0,2.5, Single Family,0
52977,2.0,5.0,2.5, Single Family,0
52978,2.0,2.0,2.5, Townhouse,2
52979,2.0,2.0,2.5, Townhouse,2
52980,2.0,2.0,2.5, Townhouse,2
52981,2.0,2.0,2.5, Townhouse,2
52982,2.0,2.0,2.5, Townhouse,2
52983,2.0,3.0,2.5, Townhouse,2
52984,2.0,2.0,2.5, Townhouse,2
52985,2.0,2.0,1.5, Townhouse,2
52986,2.0,3.0,2.5, Townhouse,2
52987,2.0,2.0,2.5, Townhouse,2
52988,2.0,3.0,2.5, Single Family,0
52989,2.0,4.0,3.5, Single Family,0
52990,2.0,4.0,2.5, Single Family,0
52991,1.5,4.0,2.5, Single Family,0
52992,1.5,4.0,3.5, Single Family,0
52993,2.0,4.0,3.5, Single Family,0
52994,1.0,4.0,2.5, Single Family,1
52995,1.5,4.0,5.0, Single Family,0
52996,1.5,4.0,3.5, Single Family,0
52997,1.5,4.0,3.5, Single Family,0
52998,2.0,4.0,4.0, Single Family,0
52999,1.5,3.0,2.5, Single Family,1
53000,2.0,3.0,2.5, Single Family,0
53001,1.5,3.0,2.5, Single Family,1
53002,2.0,4.0,2.5, Single Family,0
53003,2.0,4.0,2.5, Single Family,0
53004,2.0,4.0,2.5, Single Family,0
53005,1.0,3.0,2.0, Single Family,1
53006,1.0,3.0,2.0, Single Family,1
53007,1.0,4.0,2.0, Single Family,1
53008,2.0,4.0,2.5, Single Family,0
53009,2.0,3.0,2.5, Single Family,0
53010,2.0,4.0,3.5, Single Family,0
53011,2.0,4.0,3.0, Single Family,0
53012,2.5,5.0,5.5, Single Family,0
53013,2.0,4.0,3.0, Single Family,0
53014,2.0,3.0,2.5, Single Family,0
53015,2.5,4.0,4.5, Single Family,0
53016,2.0,3.0,2.5, Single Family,0
53017,2.0,4.0,2.5, Single Family,0
53018,1.0,4.0,2.0, Single Family,1
53019,2.5,4.0,5.5, Single Family,0
53020,2.0,6.0,7.0, Single Family,0
53021,1.5,4.0,4.5, Single Family,0
53022,2.0,5.0,3.0, Single Family,0
53023,1.5,6.0,6.5, Single Family,0
53024,1.5,4.0,3.5, Single Family,0
53025,2.0,4.0,3.5, Single Family,0
53026,1.5,4.0,3.5, Single Family,0
53027,2.0,6.0,5.5, Single Family,0
53028,2.0,5.0,3.5, Single Family,0
53029,2.0,5.0,5.0, Single Family,0
53030,2.0,4.0,2.5, Single Family,0
53031,2.0,5.0,3.5, Single Family,0
53032,2.0,6.0,4.5, Single Family,0
53033,2.0,5.0,4.5, Single Family,0
53034,2.0,4.0,3.5, Single Family,0
53035,2.0,4.0,2.5, Single Family,0
53036,2.5,4.0,2.5, Single Family,0
53037,2.5,4.0,3.5, Single Family,0
53038,2.0,4.0,2.5, Single Family,0
53039,2.0,4.0,2.5, Single Family,0
53040,2.0,5.0,3.5, Single Family,0
53041,2.0,4.0,3.0, Single Family,0
53042,2.0,2.0,2.5, Condominium,3
53043,2.0,3.0,2.5, Condominium,3
53044,2.0,2.0,2.5, Condominium,3
53045,2.0,4.0,3.0, Single Family,0
53046,2.0,4.0,3.5, Single Family,0
53047,2.0,4.0,4.5, Single Family,0
53048,2.0,4.0,3.5, Single Family,0
53049,2.0,4.0,3.5, Single Family,0
53050,1.5,4.0,4.0, Single Family,0
53051,2.0,4.0,3.5, Single Family,0
53052,2.0,4.0,3.5, Single Family,0
53053,1.5,4.0,3.5, Single Family,0
53054,1.0,3.0,2.0, Single Family,1
53055,2.0,4.0,2.5, Single Family,0
53056,2.0,5.0,3.0, Single Family,0
53057,2.0,4.0,2.5, Single Family,0
53058,1.0,3.0,2.0, Single Family,1
53059,2.0,4.0,2.5, Single Family,0
53060,1.0,4.0,2.5, Single Family,1
53061,1.5,4.0,2.5, Single Family,0
53062,1.5,4.0,2.5, Single Family,0
53063,1.0,2.0,2.0, Condominium,3
53064,1.0,2.0,2.0, Condominium,3
53065,1.0,2.0,2.0, Condominium,3
53066,1.0,2.0,2.0, Condominium,3
53067,1.0,2.0,2.0, Condominium,3
53068,2.5,4.0,3.5, Single Family,0
53069,2.5,4.0,3.5, Single Family,0
53070,2.0,4.0,3.5, Single Family,0
53071,1.0,1.0,1.0, Condominium,3
53072,2.0,4.0,2.5, Single Family,0
53073,1.0,2.0,2.0, Condominium,3
53074,1.0,2.0,2.0, Condominium,3
53075,1.0,3.0,2.0, Condominium,3
53076,2.0,2.0,2.5, Condominium,3
53077,2.0,3.0,2.5, Single Family,0
53078,2.0,4.0,3.5, Single Family,0
53079,2.5,5.0,4.5, Single Family,0
53080,2.5,4.0,3.5, Single Family,0
53081,2.5,4.0,3.0, Condominium,3
53082,2.0,2.0,2.5, Condominium,3
53083,2.0,2.0,2.5, Condominium,3
53084,2.0,4.0,2.5, Single Family,0
53085,1.0,4.0,2.0, Single Family,1
53086,1.0,3.0,2.0, Condominium,3
53087,1.0,2.0,1.5, Condominium,3
53088,1.0,2.0,1.5, Condominium,3
53089,1.0,2.0,2.0, Single Family,1
53090,1.0,3.0,2.0, Single Family,1
53091,1.0,3.0,1.0, Single Family,1
53092,1.0,2.0,1.0, Single Family,1
53093,2.0,4.0,2.5, Single Family,0
53094,2.0,5.0,3.5, Single Family,0
53095,2.0,3.0,2.5, Single Family,0
53096,2.0,5.0,4.5, Single Family,0
53097,2.0,4.0,3.5, Single Family,0
53098,1.5,4.0,2.0, Single Family,0
53099,1.5,4.0,2.0, Single Family,0
53100,1.0,3.0,2.0, Single Family,1
53101,2.0,3.0,2.0, Townhouse,2
53102,1.0,3.0,2.5, Single Family,1
53103,1.0,4.0,2.5, Single Family,1
53104,1.5,4.0,3.5, Single Family,0
53105,1.0,3.0,4.0, Single Family,0
53106,1.0,3.0,2.5, Single Family,1
53107,1.5,5.0,5.0, Single Family,0
53108,2.0,2.0,2.0, Townhouse,2
53109,2.0,3.0,2.5, Townhouse,2
53110,2.0,2.0,2.5, Townhouse,2
53111,2.0,3.0,2.0, Townhouse,2
53112,1.5,3.0,2.0, Single Family,1
53113,1.0,3.0,2.0, Single Family,1
53114,1.0,3.0,1.5, Single Family,1
53115,1.0,3.0,2.0, Single Family,1
53116,1.0,4.0,3.0, Single Family,1
53117,2.0,3.0,2.0, Single Family,0
53118,2.0,4.0,2.5, Single Family,0
53119,2.0,3.0,2.0, Single Family,0
53120,2.0,4.0,2.5, Single Family,0
53121,1.0,3.0,1.5, Single Family,1
53122,2.0,3.0,2.5, Single Family,0
53123,1.0,4.0,3.0, Single Family,1
53124,2.5,5.0,4.0, Single Family,0
53125,2.0,4.0,2.5, Single Family,0
53126,2.0,3.0,2.5, Townhouse,2
53127,1.0,2.0,2.0, Single Family,1
53128,2.0,4.0,2.5, Single Family,0
53129,2.0,3.0,2.5, Townhouse,2
53130,2.0,4.0,2.5, Single Family,0
53131,2.0,4.0,2.5, Single Family,0
53132,2.0,5.0,4.5, Single Family,0
53133,2.0,3.0,2.5, Single Family,0
53134,2.0,3.0,2.5, Single Family,0
53135,1.0,3.0,2.0, Single Family,1
53136,1.0,3.0,2.0, Single Family,1
53137,2.0,5.0,3.0, Single Family,0
53138,2.0,5.0,2.5, Single Family,0
53139,1.0,2.0,2.0, Condominium,3
53140,1.0,1.0,1.0, Condominium,3
53141,2.0,4.0,3.0, Single Family,0
53142,2.0,4.0,2.5, Single Family,0
53143,2.0,4.0,2.5, Single Family,0
53144,2.0,3.0,2.5, Single Family,0
53145,1.0,3.0,1.5, Single Family,1
53146,2.0,3.0,1.0, Single Family,1
53147,2.0,3.0,2.0, Townhouse,2
53148,2.0,3.0,2.0, Townhouse,2
53149,2.0,2.0,2.5, Townhouse,2
53150,1.0,2.0,2.0, Condominium,3
53151,1.0,2.0,2.0, Condominium,3
