,Stories,Bedrooms,Bathrooms,Housing_Type,Cluster
7938,1.5,3.0,2.5, Single Family,1
7939,1.0,3.0,1.0, Single Family,1
7940,2.0,4.0,2.5, Single Family,0
7941,2.0,4.0,3.0, Single Family,0
7942,2.0,4.0,2.5, Single Family,0
7943,2.0,5.0,2.5, Single Family,0
7944,1.0,3.0,2.0, Single Family,1
7945,2.0,5.0,3.5, Single Family,0
7946,2.0,4.0,4.0, Single Family,0
7947,2.0,6.0,4.0, Single Family,0
7948,2.0,5.0,3.5, Single Family,0
7949,2.0,2.0,2.5, Townhouse,2
7950,2.0,2.0,2.5, Townhouse,2
7951,2.0,2.0,2.5, Townhouse,2
7952,2.0,4.0,3.5, Townhouse,2
7953,2.0,3.0,2.5, Townhouse,2
7954,2.0,3.0,2.5, Single Family,0
7955,1.0,3.0,2.0, Single Family,1
7956,2.0,4.0,2.5, Single Family,0
7957,2.0,4.0,2.5, Single Family,0
7958,2.0,3.0,2.5, Townhouse,2
7959,1.0,3.0,2.0, Single Family,1
7960,1.0,2.0,1.0, Single Family,1
7961,1.0,3.0,2.0, Single Family,1
7962,1.0,4.0,2.0, Single Family,1
7963,1.0,5.0,3.0, Single Family,0
7964,1.0,2.0,2.0, Condominium,3
7965,1.5,3.0,3.0, Single Family,0
7966,1.0,2.0,2.0, Condominium,3
7967,1.0,3.0,2.0, Condominium,3
7968,2.0,2.0,2.5, Townhouse,2
7969,2.0,3.0,2.5, Townhouse,2
7970,2.0,3.0,2.5, Townhouse,2
7971,1.5,4.0,3.0, Single Family,0
7972,2.0,4.0,2.5, Single Family,0
7973,2.0,6.0,4.0, Single Family,0
7974,2.0,5.0,3.5, Single Family,0
7975,2.0,3.0,2.5, Single Family,0
7976,2.0,3.0,3.5, Single Family,0
7977,2.5,3.0,3.5, Townhouse,2
7978,2.0,3.0,3.5, Single Family,0
7979,2.0,4.0,3.5, Single Family,0
7980,2.0,4.0,3.5, Single Family,0
7981,2.5,2.0,2.5, Townhouse,2
7982,2.5,2.0,3.0, Townhouse,2
7983,2.5,2.0,2.5, Townhouse,2
7984,2.0,3.0,2.5, Townhouse,2
7985,2.5,3.0,2.5, Townhouse,2
7986,2.0,4.0,2.5, Single Family,0
7987,2.0,4.0,2.5, Single Family,0
7988,2.0,4.0,2.5, Single Family,0
7989,2.0,3.0,2.5, Single Family,0
7990,2.0,3.0,2.5, Single Family,0
7991,2.0,3.0,2.5, Single Family,0
7992,2.0,3.0,2.5, Single Family,0
7993,1.0,3.0,2.0, Townhouse,2
7994,2.0,3.0,2.5, Townhouse,2
7995,2.0,4.0,2.5, Single Family,0
7996,2.0,5.0,3.0, Single Family,0
7997,1.0,4.0,3.0, Single Family,1
7998,2.0,3.0,2.5, Single Family,0
7999,1.5,4.0,2.5, Single Family,0
8000,1.5,4.0,2.0, Single Family,0
8001,1.5,3.0,2.5, Single Family,1
8002,1.0,3.0,2.0, Single Family,1
8003,1.0,3.0,2.0, Single Family,1
8004,2.0,4.0,3.0, Single Family,0
8005,2.0,4.0,2.5, Single Family,0
8006,1.0,2.0,2.0, Condominium,3
8007,1.0,2.0,2.0, Condominium,3
8008,1.0,2.0,2.0, Condominium,3
8009,1.0,2.0,2.0, Condominium,3
8010,1.0,2.0,2.0, Condominium,3
8011,2.0,4.0,2.5, Single Family,0
8012,2.0,3.0,2.5, Single Family,0
8013,1.0,3.0,2.0, Single Family,1
8014,1.0,3.0,2.0, Single Family,1
8015,1.0,3.0,2.0, Single Family,1
8016,1.0,3.0,2.5, Single Family,1
8017,1.0,3.0,2.5, Single Family,1
8018,1.0,3.0,2.0, Single Family,1
8019,1.0,3.0,1.0, Single Family,1
8020,1.0,3.0,2.0, Single Family,1
8021,2.0,2.0,2.5, Single Family,0
8022,1.0,2.0,1.0, Single Family,1
8023,2.0,3.0,2.5, Townhouse,2
8024,2.0,3.0,3.5, Townhouse,2
8025,1.0,2.0,2.0, Condominium,3
8026,1.0,2.0,2.0, Condominium,3
8027,1.0,3.0,2.0, Single Family,1
8028,1.0,3.0,1.0, Single Family,1
8029,2.0,3.0,2.5, Single Family,0
8030,1.0,3.0,2.0, Single Family,1
8031,1.5,4.0,2.5, Single Family,0
8032,2.0,3.0,2.5, Single Family,0
8033,2.0,4.0,2.5, Single Family,0
8034,2.0,4.0,2.5, Single Family,0
8035,2.0,3.0,2.5, Single Family,0
8036,2.0,3.0,2.5, Single Family,0
8037,2.0,3.0,2.5, Single Family,0
8038,1.0,3.0,2.0, Single Family,1
8039,1.0,4.0,4.0, Single Family,0
8040,2.0,2.0,2.5, Condominium,3
8041,2.0,2.0,2.5, Condominium,3
8042,2.0,4.0,2.5, Single Family,0
8043,1.0,4.0,3.0, Single Family,1
8044,1.0,4.0,2.0, Single Family,1
8045,1.0,4.0,3.0, Single Family,1
8046,1.0,4.0,2.0, Single Family,1
8047,1.0,3.0,3.0, Single Family,1
8048,2.5,3.0,2.5, Single Family,0
8049,2.0,3.0,3.5, Single Family,0
8050,2.0,4.0,2.5, Single Family,0
8051,2.0,5.0,3.5, Single Family,0
8052,2.0,2.0,2.5, Condominium,3
8053,2.0,5.0,3.0, Single Family,0
8054,2.0,6.0,4.5, Single Family,0
8055,2.0,5.0,4.5, Single Family,0
8056,2.5,2.0,2.5, Condominium,3
8057,2.0,4.0,2.5, Single Family,0
8058,2.0,3.0,2.5, Single Family,0
8059,2.0,4.0,2.5, Single Family,0
8060,2.0,3.0,2.5, Single Family,0
8061,2.0,2.0,2.5, Townhouse,2
8062,2.0,3.0,2.5, Single Family,0
8063,1.0,3.0,2.0, Single Family,1
8064,1.0,3.0,2.0, Single Family,1
8065,2.0,2.0,1.0, Condominium,3
8066,1.0,3.0,2.0, Single Family,1
8067,1.0,3.0,2.0, Single Family,1
8068,1.0,3.0,2.0, Single Family,1
8069,2.0,4.0,3.0, Single Family,0
8070,1.0,4.0,2.0, Single Family,1
8071,2.0,4.0,2.5, Single Family,0
8072,1.0,3.0,2.0, Single Family,1
8073,1.0,3.0,2.0, Single Family,1
8074,2.0,4.0,2.5, Single Family,0
8075,2.0,2.0,2.5, Single Family,0
8076,1.0,2.0,2.0, MultiFamily,1
8077,1.0,3.0,2.0, Condominium,3
8078,2.5,3.0,3.5, Single Family,0
8079,2.5,3.0,2.5, Single Family,0
8080,2.0,3.0,3.0, Single Family,0
8081,2.0,2.0,2.5, Townhouse,2
8082,2.0,2.0,2.5, Townhouse,2
8083,2.0,2.0,2.5, Townhouse,2
8084,1.5,2.0,2.5, Townhouse,2
8085,2.0,2.0,1.0, Condominium,3
8086,2.0,3.0,2.5, Single Family,0
8087,2.0,4.0,2.5, Single Family,0
8088,2.0,4.0,2.5, Single Family,0
8089,2.5,4.0,2.5, Single Family,0
8090,2.0,3.0,2.5, Townhouse,2
8091,2.0,2.0,2.5, Townhouse,2
8092,2.0,3.0,2.5, Townhouse,2
8093,2.0,4.0,3.5, Single Family,0
8094,2.0,4.0,3.5, Single Family,0
8095,2.0,5.0,4.0, Single Family,0
8096,2.0,4.0,3.5, Single Family,0
8097,2.0,4.0,3.0, Single Family,0
8098,2.0,4.0,4.0, Single Family,0
8099,2.0,4.0,3.5, Single Family,0
8100,2.0,4.0,2.5, Single Family,0
8101,2.0,2.0,2.0, Single Family,1
8102,1.0,2.0,1.0, Condominium,3
8103,1.5,3.0,2.5, Single Family,1
8104,2.0,3.0,2.5, Single Family,0
8105,1.0,3.0,2.5, Single Family,1
8106,1.0,3.0,1.5, Single Family,1
8107,1.0,3.0,1.0, Single Family,1
8108,2.0,3.0,2.5, Single Family,0
8109,2.0,3.0,2.5, Single Family,0
8110,1.0,3.0,2.0, Single Family,1
8111,2.0,3.0,2.5, Single Family,0
8112,2.5,4.0,4.5, Single Family,0
8113,2.0,6.0,4.5, Single Family,0
8114,1.0,1.0,2.5, Townhouse,2
8115,2.0,4.0,3.5, Townhouse,2
8116,1.0,3.0,1.0, Single Family,1
8117,1.0,3.0,1.0, Single Family,1
8118,1.0,2.0,1.0, Single Family,1
8119,1.0,3.0,2.0, Single Family,1
8120,1.0,2.0,1.0, Single Family,1
8121,2.5,5.0,5.0, Single Family,0
8122,2.5,2.0,2.0, Condominium,3
8123,2.5,2.0,2.0, Condominium,3
8124,2.5,2.0,2.0, Condominium,3
8125,2.0,4.0,3.0, Single Family,0
8126,2.0,4.0,2.5, Single Family,0
8127,1.0,3.0,2.0, Single Family,1
8128,2.0,4.0,3.0, Single Family,0
8129,2.0,5.0,4.5, Single Family,0
8130,2.0,3.0,3.5, Single Family,0
8131,2.0,4.0,3.5, Single Family,0
8132,2.0,4.0,3.5, Single Family,0
8133,2.0,5.0,3.5, Single Family,0
8134,2.0,5.0,3.0, Single Family,0
8135,2.0,4.0,3.0, Single Family,0
8136,2.0,3.0,2.5, Single Family,0
8137,1.0,3.0,2.0, Single Family,1
8138,2.0,4.0,3.5, Single Family,0
8139,1.0,4.0,1.5, Single Family,1
8140,1.0,3.0,2.0, Single Family,1
8141,1.0,3.0,1.5, Single Family,1
8142,1.0,3.0,1.5, Single Family,1
8143,1.0,3.0,2.0, Single Family,1
8144,1.5,4.0,2.5, Single Family,0
8145,1.0,3.0,2.0, Single Family,1
8146,1.0,3.0,1.5, Single Family,1
8147,1.0,3.0,1.5, Single Family,1
8148,1.0,3.0,1.5, Single Family,1
8149,1.0,3.0,1.5, Single Family,1
8150,1.0,3.0,3.5, Single Family,1
8151,1.0,3.0,1.5, Single Family,1
8152,1.0,3.0,2.0, Single Family,1
8153,1.0,3.0,1.0, Single Family,1
8154,1.0,3.0,2.0, Single Family,1
8155,2.0,3.0,2.5, Single Family,0
8156,1.0,4.0,3.0, Single Family,1
8157,1.0,3.0,1.5, Single Family,1
8158,1.0,5.0,3.5, Single Family,0
8159,2.0,6.0,3.5, Single Family,0
8160,1.0,3.0,2.5, Single Family,1
8161,2.0,3.0,3.0, Single Family,0
8162,2.0,3.0,2.5, Single Family,0
8163,2.0,4.0,3.5, Single Family,0
8164,1.0,4.0,2.0, Single Family,1
8165,1.0,3.0,2.0, Single Family,1
8166,2.5,3.0,3.0, Townhouse,2
8167,2.5,2.0,3.0, Townhouse,2
8168,2.5,3.0,3.0, Townhouse,2
8169,1.0,2.0,2.5, Condominium,3
8170,1.0,2.0,2.5, Condominium,3
8171,1.0,2.0,2.5, Condominium,3
8172,2.5,3.0,2.5, Townhouse,2
8173,2.0,3.0,2.5, Townhouse,2
8174,2.0,4.0,2.5, Single Family,0
8175,2.0,3.0,2.5, Single Family,0
8176,2.0,3.0,2.5, Single Family,0
8177,2.0,3.0,3.0, Townhouse,2
8178,2.5,3.0,3.0, Townhouse,2
8179,2.0,3.0,3.0, Townhouse,2
8180,2.5,2.0,2.5, Townhouse,2
8181,2.0,4.0,2.5, Single Family,0
8182,2.0,4.0,2.5, Single Family,0
8183,2.0,4.0,2.5, Single Family,0
8184,2.0,4.0,2.5, Single Family,0
8185,2.0,2.0,2.5, Condominium,3
8186,2.0,4.0,2.5, Single Family,0
8187,2.0,3.0,2.5, Single Family,0
8188,2.0,4.0,2.5, Single Family,0
8189,2.0,4.0,2.5, Single Family,0
8190,2.0,4.0,2.5, Single Family,0
8191,1.0,3.0,2.0, Single Family,1
8192,2.5,5.0,3.5, Single Family,0
8193,2.0,2.0,1.5, Townhouse,2
8194,2.0,2.0,1.5, Townhouse,2
8195,2.0,3.0,2.5, Single Family,0
8196,2.0,2.0,2.5, Townhouse,2
8197,2.0,2.0,3.0, Townhouse,2
8198,1.0,3.0,2.5, Single Family,1
8199,1.0,3.0,1.5, Single Family,1
8200,1.0,3.0,1.5, Single Family,1
8201,1.0,3.0,2.0, Single Family,1
8202,1.0,2.0,1.0, Single Family,1
8203,1.0,2.0,1.0, Single Family,1
8204,1.0,3.0,1.0, Single Family,1
8205,1.0,3.0,1.5, Single Family,1
8206,1.0,3.0,1.5, Single Family,1
8207,1.0,2.0,1.0, Single Family,1
8208,1.0,2.0,1.0, Single Family,1
8209,1.0,3.0,1.0, Single Family,1
8210,1.0,3.0,1.0, Single Family,1
8211,1.0,4.0,2.5, Single Family,1
8212,1.0,4.0,2.0, Single Family,1
8213,1.0,3.0,2.0, Single Family,1
8214,2.0,3.0,2.0, Single Family,0
8215,2.0,3.0,2.0, Single Family,0
8216,2.0,3.0,2.5, Single Family,0
8217,1.0,3.0,2.0, Single Family,1
8218,1.0,3.0,2.0, Single Family,1
8219,1.0,3.0,1.0, Single Family,1
8220,1.5,4.0,2.0, Single Family,0
8221,1.0,3.0,1.0, Single Family,1
8222,1.0,4.0,2.0, Single Family,1
8223,2.0,4.0,3.5, Single Family,0
8224,2.0,4.0,3.5, Single Family,0
8225,2.0,4.0,2.5, Single Family,0
8226,2.0,5.0,3.0, Single Family,0
8227,2.0,4.0,2.5, Single Family,0
8228,2.0,4.0,2.5, Single Family,0
8229,2.0,3.0,2.5, Single Family,0
8230,2.0,4.0,2.5, Single Family,0
8231,2.0,4.0,2.5, Single Family,0
8232,2.0,5.0,3.5, Single Family,0
8233,1.5,3.0,3.0, Single Family,0
8234,1.5,3.0,3.0, Single Family,0
8235,1.0,3.0,2.5, Single Family,1
8236,2.0,3.0,2.5, Townhouse,2
8237,2.0,3.0,2.5, Townhouse,2
8238,2.0,3.0,2.5, Townhouse,2
8239,2.0,3.0,2.5, Townhouse,2
8240,2.0,3.0,2.5, Townhouse,2
8241,2.0,3.0,2.5, Townhouse,2
8242,2.0,4.0,2.5, Single Family,0
8243,2.0,4.0,3.5, Single Family,0
8244,1.0,3.0,2.0, Single Family,1
8245,1.0,3.0,2.0, Single Family,1
8246,1.0,3.0,2.0, Single Family,1
8247,1.0,3.0,2.0, Single Family,1
8248,2.0,3.0,2.5, Townhouse,2
8249,2.0,3.0,2.0, Single Family,0
8250,2.0,4.0,2.5, Single Family,0
8251,2.0,4.0,2.5, Single Family,0
8252,1.0,3.0,2.0, Single Family,1
8253,1.0,3.0,2.0, Single Family,1
8254,1.0,3.0,2.0, Single Family,1
8255,1.0,3.0,2.0, Single Family,1
8256,1.0,3.0,2.0, Single Family,1
8257,2.0,3.0,2.0, Single Family,0
8258,2.0,4.0,2.5, Single Family,0
8259,2.0,3.0,2.5, Single Family,0
8260,2.0,4.0,3.0, Single Family,0
8261,2.0,3.0,2.5, Single Family,0
8262,2.0,3.0,2.5, Single Family,0
8263,2.0,3.0,2.5, Single Family,0
8264,2.0,3.0,2.5, Single Family,0
8265,2.0,3.0,2.5, Single Family,0
8266,1.0,3.0,2.0, Single Family,1
8267,2.0,4.0,2.5, Single Family,0
8268,2.0,3.0,2.5, Single Family,0
8269,2.0,3.0,2.5, Single Family,0
8270,2.0,3.0,2.5, Single Family,0
8271,2.0,3.0,2.5, Single Family,0
8272,2.0,3.0,2.5, Single Family,0
8273,2.0,3.0,3.5, Single Family,0
8274,2.0,3.0,2.0, Single Family,0
8275,2.0,3.0,2.5, Single Family,0
8276,2.0,3.0,2.5, Single Family,0
8277,1.0,4.0,2.0, Single Family,1
8278,2.0,3.0,2.5, Townhouse,2
8279,2.0,3.0,2.5, Townhouse,2
8280,2.0,4.0,3.5, Single Family,0
8281,2.0,5.0,4.0, Single Family,0
8282,2.0,3.0,2.5, Single Family,0
8283,2.0,3.0,2.5, Single Family,0
8284,2.0,3.0,2.5, Single Family,0
8285,2.0,4.0,2.5, Single Family,0
8286,1.0,3.0,2.0, Single Family,1
8287,1.0,3.0,2.0, Single Family,1
8288,1.0,3.0,2.0, Single Family,1
8289,1.0,3.0,2.0, Single Family,1
8290,2.0,5.0,3.5, Single Family,0
8291,2.0,3.0,2.5, Single Family,0
8292,1.0,3.0,2.0, Single Family,1
8293,1.0,3.0,2.0, Single Family,1
8294,2.0,3.0,2.5, Townhouse,2
8295,2.0,2.0,3.0, Townhouse,2
8296,2.5,5.0,3.5, Single Family,0
8297,2.0,5.0,4.5, Single Family,0
8298,1.0,3.0,2.0, Single Family,1
8299,2.5,4.0,2.5, Single Family,0
8300,2.0,4.0,2.5, Single Family,0
8301,2.0,4.0,2.5, Single Family,0
8302,1.0,3.0,1.0, Single Family,1
8303,1.0,3.0,2.0, Single Family,1
8304,1.0,3.0,2.0, Single Family,1
8305,2.0,4.0,2.5, Single Family,0
8306,2.0,3.0,2.5, Single Family,0
8307,1.0,2.0,1.0, Single Family,1
8308,2.0,4.0,2.5, Single Family,0
8309,2.0,2.0,2.5, Townhouse,2
8310,2.0,2.0,2.5, Townhouse,2
8311,2.0,2.0,2.5, Townhouse,2
8312,2.0,2.0,2.5, Townhouse,2
8313,2.0,2.0,2.5, Townhouse,2
8314,2.0,2.0,2.5, Townhouse,2
8315,2.0,3.0,2.5, Townhouse,2
8316,1.0,3.0,2.0, Single Family,1
8317,1.0,3.0,2.0, Single Family,1
8318,1.0,3.0,2.0, Single Family,1
8319,1.0,4.0,4.5, Single Family,0
8320,2.0,4.0,4.5, Single Family,0
8321,1.5,3.0,2.5, Single Family,1
8322,2.5,2.0,2.0, Condominium,3
8323,1.0,2.0,2.0, Condominium,3
8324,1.0,2.0,2.0, Condominium,3
8325,2.5,2.0,2.5, Condominium,3
8326,1.5,4.0,3.5, Single Family,0
8327,2.0,4.0,2.5, Single Family,0
8328,1.0,3.0,2.0, Single Family,1
8329,1.0,3.0,2.0, Single Family,1
8330,2.0,3.0,2.5, Condominium,3
8331,2.0,4.0,3.5, Single Family,0
8332,2.0,4.0,3.5, Single Family,0
8333,1.0,3.0,2.5, Single Family,1
8334,1.0,2.0,1.0, Single Family,1
8335,1.5,4.0,3.5, Single Family,0
8336,1.5,3.0,2.5, Single Family,1
8337,1.5,3.0,2.0, Single Family,1
8338,1.0,4.0,2.0, Single Family,1
8339,1.0,3.0,2.0, Single Family,1
8340,2.0,4.0,2.5, Single Family,0
8341,1.0,2.0,2.0, Condominium,3
8342,1.0,2.0,2.0, Condominium,3
8343,1.0,2.0,2.0, Condominium,3
8344,1.0,3.0,2.0, Single Family,1
8345,1.0,3.0,2.0, Single Family,1
8346,1.0,3.0,2.0, Single Family,1
8347,1.0,3.0,2.0, Townhouse,2
8348,2.0,4.0,2.5, Single Family,0
8349,2.0,3.0,2.5, Single Family,0
8350,2.0,4.0,2.5, Single Family,0
8351,2.0,4.0,3.5, Single Family,0
8352,1.0,2.0,2.0, Single Family,1
8353,2.0,3.0,2.5, Single Family,0
8354,2.0,4.0,2.5, Single Family,0
8355,2.0,3.0,2.5, Single Family,0
8356,2.0,5.0,2.5, Single Family,0
8357,2.0,4.0,2.5, Single Family,0
8358,2.0,4.0,2.5, Single Family,0
8359,1.5,3.0,2.5, Single Family,1
8360,1.0,3.0,2.0, Single Family,1
8361,1.0,3.0,1.5, Single Family,1
8362,1.0,3.0,2.5, Single Family,1
8363,1.0,3.0,1.5, Single Family,1
8364,2.0,5.0,2.0, Single Family,0
8365,1.0,3.0,2.0, Single Family,1
8366,1.0,3.0,1.5, Single Family,1
8367,1.0,3.0,1.5, Single Family,1
8368,1.0,3.0,2.0, Single Family,1
8369,1.0,3.0,1.5, Single Family,1
8370,1.0,3.0,2.0, Single Family,1
8371,1.0,3.0,1.5, Single Family,1
8372,1.0,3.0,1.5, Single Family,1
8373,1.0,3.0,1.5, Single Family,1
8374,1.0,3.0,1.5, Single Family,1
8375,1.0,3.0,2.0, Single Family,1
8376,2.0,3.0,2.5, Single Family,0
8377,1.0,3.0,1.5, Single Family,1
8378,2.0,4.0,2.5, Single Family,0
8379,1.0,2.0,1.0, Single Family,1
8380,2.0,4.0,2.5, Single Family,0
8381,2.0,3.0,2.5, Single Family,0
8382,2.0,3.0,2.0, Single Family,0
8383,1.5,3.0,2.5, Single Family,1
8384,2.0,3.0,2.5, Single Family,0
8385,2.0,3.0,2.5, Single Family,0
8386,1.5,3.0,2.5, Single Family,1
8387,2.0,2.0,2.5, Single Family,0
8388,2.0,5.0,4.0, Single Family,0
8389,2.0,3.0,2.5, Single Family,0
8390,2.0,3.0,2.5, Single Family,0
8391,2.0,3.0,2.5, Single Family,0
8392,2.0,3.0,2.5, Single Family,0
8393,2.0,4.0,3.5, Single Family,0
8394,2.0,4.0,2.5, Single Family,0
8395,2.0,3.0,2.5, Single Family,0
8396,2.0,3.0,2.5, Single Family,0
8397,2.0,4.0,3.5, Single Family,0
8398,2.0,3.0,2.5, Single Family,0
8399,2.0,3.0,2.5, Single Family,0
8400,2.0,4.0,2.5, Single Family,0
8401,2.0,3.0,2.5, Single Family,0
8402,2.0,3.0,2.5, Single Family,0
8403,2.0,4.0,3.5, Single Family,0
8404,2.0,5.0,3.5, Single Family,0
8405,2.0,4.0,3.0, Single Family,0
8406,2.0,5.0,3.5, Single Family,0
8407,2.0,4.0,2.5, Single Family,0
8408,2.5,6.0,5.5, Single Family,0
8409,2.0,4.0,2.5, Single Family,0
8410,1.5,4.0,3.5, Single Family,0
8411,2.0,3.0,3.0, Single Family,0
8412,1.5,4.0,3.5, Single Family,0
8413,1.0,2.0,2.0, Single Family,1
8414,2.0,3.0,2.5, Single Family,0
8415,2.0,4.0,2.5, Single Family,0
8416,1.5,3.0,2.5, Single Family,1
8417,2.0,4.0,3.5, Single Family,0
8418,2.0,3.0,3.0, Single Family,0
8419,1.5,4.0,2.0, Single Family,0
8420,1.0,3.0,2.0, Single Family,1
8421,1.0,3.0,1.0, Single Family,1
8422,1.0,3.0,2.0, Single Family,1
8423,1.5,3.0,2.0, Single Family,1
8424,2.0,3.0,2.5, Single Family,0
8425,1.0,3.0,2.0, Single Family,1
8426,1.0,3.0,2.0, Single Family,1
8427,1.0,3.0,2.0, Single Family,1
8428,1.0,3.0,2.0, Single Family,1
8429,1.5,4.0,4.5, Single Family,0
8430,1.5,4.0,5.0, Single Family,0
8431,1.0,3.0,3.0, Single Family,1
8432,1.5,4.0,3.5, Single Family,0
8433,1.0,3.0,2.0, Single Family,1
8434,2.0,5.0,5.5, Single Family,0
8435,2.5,5.0,5.5, Single Family,0
8436,1.0,4.0,2.5, Single Family,1
8437,1.5,4.0,2.5, Single Family,0
8438,1.5,4.0,3.0, Single Family,0
8439,2.0,4.0,3.5, Single Family,0
8440,1.5,5.0,4.0, Single Family,0
8441,2.0,4.0,3.5, Single Family,0
8442,2.0,4.0,2.5, Single Family,0
8443,2.0,4.0,2.5, Single Family,0
8444,2.0,4.0,3.5, Single Family,0
8445,1.5,3.0,2.0, Single Family,1
8446,2.0,3.0,2.0, Single Family,0
8447,2.0,4.0,2.5, Single Family,0
8448,2.0,4.0,2.5, Single Family,0
8449,1.0,3.0,2.0, Single Family,1
8450,1.0,2.0,2.0, Condominium,3
8451,2.0,5.0,4.5, Single Family,0
8452,1.5,4.0,3.5, Single Family,0
8453,2.0,4.0,3.5, Single Family,0
8454,1.5,5.0,4.5, Single Family,0
8455,2.0,3.0,2.5, Single Family,0
8456,1.0,4.0,2.5, Single Family,1
8457,1.5,5.0,3.5, Single Family,0
8458,1.5,4.0,3.5, Single Family,0
8459,1.0,3.0,2.0, Single Family,1
8460,1.5,5.0,3.5, Single Family,0
8461,2.0,4.0,5.5, Single Family,0
8462,2.0,5.0,5.5, Single Family,0
8463,1.5,5.0,3.5, Single Family,0
8464,2.0,5.0,4.0, Single Family,0
8465,1.0,3.0,2.0, Single Family,1
8466,2.0,5.0,5.0, Single Family,0
8467,2.0,4.0,6.5, Single Family,0
8468,2.5,4.0,3.5, Single Family,0
8469,2.0,4.0,2.5, Single Family,0
8470,2.5,3.0,3.5, Condominium,3
8471,1.5,4.0,3.5, Single Family,0
8472,2.0,4.0,4.5, Single Family,0
8473,1.0,3.0,2.5, Single Family,1
8474,1.0,3.0,2.0, Single Family,1
8475,2.0,4.0,4.5, Single Family,0
8476,1.0,4.0,2.0, Single Family,1
8477,2.0,3.0,3.5, Single Family,0
8478,2.0,5.0,6.0, Single Family,0
8479,1.0,3.0,1.0, Single Family,1
8480,1.5,3.0,2.0, Single Family,1
8481,1.5,3.0,2.0, Single Family,1
8482,1.5,4.0,3.5, Single Family,0
8483,1.0,2.0,2.0, Condominium,3
8484,1.0,2.0,2.0, Condominium,3
8485,1.0,1.0,1.0, Condominium,3
8486,1.0,1.0,1.0, Condominium,3
8487,1.0,1.0,1.0, Condominium,3
8488,1.0,3.0,1.5, Single Family,1
8489,2.0,4.0,2.5, Single Family,0
8490,1.0,2.0,1.5, Single Family,1
8491,1.0,2.0,1.0, Single Family,1
8492,2.0,4.0,3.0, Single Family,0
8493,2.0,3.0,2.0, Single Family,0
8494,1.0,3.0,2.0, Single Family,1
8495,2.0,4.0,4.5, Single Family,0
8496,1.5,3.0,3.5, Single Family,0
8497,2.0,4.0,3.5, Townhouse,2
8498,1.5,4.0,4.5, Single Family,0
8499,2.0,3.0,2.5, Townhouse,2
8500,2.0,3.0,2.5, Single Family,0
8501,2.0,3.0,2.5, Single Family,0
8502,2.0,3.0,2.5, Single Family,0
8503,2.0,3.0,2.5, Single Family,0
8504,2.0,4.0,2.5, Single Family,0
8505,2.0,4.0,2.5, Single Family,0
8506,2.0,3.0,2.5, Single Family,0
8507,2.0,3.0,2.5, Townhouse,2
8508,2.0,4.0,2.5, Single Family,0
8509,2.0,4.0,4.0, Townhouse,2
8510,2.0,3.0,3.5, Townhouse,2
8511,1.0,3.0,2.0, Condominium,3
8512,1.0,1.0,2.0, Condominium,3
8513,1.0,3.0,2.0, Single Family,1
8514,2.0,4.0,2.0, Single Family,0
8515,1.0,5.0,3.0, Single Family,0
8516,1.0,3.0,3.0, Single Family,1
8517,1.0,3.0,2.5, Single Family,1
8518,1.0,3.0,4.5, Single Family,0
8519,1.0,3.0,2.0, Single Family,1
8520,1.0,2.0,1.0, Single Family,1
8521,1.0,3.0,2.0, Single Family,1
8522,2.0,4.0,2.5, Single Family,0
8523,1.0,2.0,1.0, Condominium,3
8524,1.0,3.0,2.0, Condominium,3
8525,2.0,4.0,2.5, Single Family,0
8526,2.0,5.0,4.0, Single Family,0
8527,2.0,4.0,3.5, Single Family,0
8528,2.0,3.0,2.5, Single Family,0
8529,2.0,3.0,2.5, Single Family,0
8530,2.0,4.0,2.5, Single Family,0
8531,2.0,3.0,2.5, Single Family,0
8532,2.0,5.0,3.0, Single Family,0
8533,1.5,3.0,2.0, Single Family,1
8534,2.0,3.0,2.5, Single Family,0
8535,2.0,4.0,3.5, Single Family,0
8536,2.0,4.0,3.5, Single Family,0
8537,2.0,4.0,2.5, Single Family,0
8538,2.0,4.0,3.5, Single Family,0
8539,2.0,4.0,2.5, Single Family,0
8540,2.0,3.0,2.5, Single Family,0
8541,2.0,4.0,2.5, Single Family,0
8542,2.0,3.0,2.5, Single Family,0
8543,2.0,4.0,2.5, Single Family,0
8544,2.0,4.0,2.5, Single Family,0
8545,2.0,4.0,2.5, Single Family,0
8546,2.0,3.0,2.5, Single Family,0
8547,2.0,4.0,2.5, Single Family,0
8548,2.0,4.0,2.5, Single Family,0
8549,2.0,4.0,2.5, Single Family,0
8550,2.0,4.0,2.5, Single Family,0
8551,2.0,4.0,2.5, Single Family,0
8552,2.0,4.0,3.5, Single Family,0
8553,2.0,4.0,2.5, Single Family,0
8554,2.0,4.0,3.0, Single Family,0
8555,1.5,4.0,2.5, Single Family,0
8556,2.0,4.0,2.5, Single Family,0
8557,2.0,4.0,2.5, Single Family,0
8558,2.0,4.0,2.5, Single Family,0
8559,2.0,4.0,2.5, Single Family,0
8560,2.0,4.0,2.5, Single Family,0
8561,2.0,4.0,3.0, Single Family,0
8562,1.5,4.0,3.5, Single Family,0
8563,2.0,4.0,2.5, Single Family,0
8564,2.0,3.0,2.5, Single Family,0
8565,2.5,4.0,3.5, Single Family,0
8566,1.0,3.0,2.0, Single Family,1
8567,1.0,3.0,2.0, Single Family,1
8568,1.0,3.0,2.0, Single Family,1
