,Site_Zip,Housing_Type,Cluster
67456,28278, Single Family,2
67457,28278, Single Family,2
67458,28278, Single Family,2
67459,28278, Single Family,2
67460,28278, Single Family,2
67461,28278, Single Family,2
67462,28278, Single Family,2
67463,28278, Single Family,2
67464,28278, Single Family,2
67465,28278, Single Family,2
67466,28278, Single Family,2
67467,28278, Single Family,2
67468,28278, Single Family,2
67469,28078, Single Family,2
67470,28216, Single Family,0
67471,28078, Single Family,2
67472,28208, Single Family,2
67473,28208, Single Family,2
67474,28208, Single Family,2
67475,28208, Single Family,2
67476,28212, Single Family,2
67477,28212, Single Family,2
67478,28269, Single Family,2
67479,28105, Single Family,2
67480,28105, Single Family,2
67481,28105, Single Family,2
67482,28105, Single Family,2
67483,28105, Single Family,2
67484,28105, Single Family,2
67485,28078, Single Family,2
67486,28078, Single Family,2
67487,28277, Single Family,2
67488,28208, Single Family,2
67489,28227, Single Family,2
67490,28227, Single Family,2
67491,28227, Single Family,2
67492,28227, Single Family,2
67493,28227, Single Family,2
67494,28227, Single Family,2
67495,28269, Single Family,2
67496,28269, Single Family,2
67497,28269, Single Family,2
67498,28277, Single Family,2
67499,28270, Single Family,2
67500,28215, Single Family,2
67501,28208, Townhouse,0
67502,28202, Condominium,3
67503,28202, Condominium,3
67504,28202, Condominium,3
67505,28202, Condominium,3
67506,28202, Condominium,3
67507,28202, Condominium,3
67508,28202, Condominium,3
67509,28202, Condominium,3
67510,28208, Single Family,2
67511,28227, Single Family,2
67512,28227, Single Family,2
67513,28031, Single Family,1
67514,28078, Single Family,2
67515,28078, Single Family,2
67516,28226, Single Family,2
67517,28216, Townhouse,0
67518,28216, Townhouse,0
67519,28216, Townhouse,0
67520,28214, Single Family,2
67521,28214, Single Family,2
67522,28213, Townhouse,0
67523,28213, Townhouse,0
67524,28213, Townhouse,0
67525,28213, Townhouse,0
67526,28213, Townhouse,0
67527,28078, Townhouse,0
67528,28078, Townhouse,0
67529,28078, Townhouse,0
67530,28078, Townhouse,0
67531,28078, Townhouse,0
67532,28226, Townhouse,0
67533,28134, Townhouse,0
67534,28134, Townhouse,0
67535,28204, Condominium,3
67536,28031, Single Family,1
67537,28078, Single Family,2
67538,28202, Condominium,3
67539,28202, Condominium,3
67540,28202, Condominium,3
67541,28202, Condominium,3
67542,28202, Condominium,3
67543,28227, Townhouse,0
67544,28209, Condominium,3
67545,28215, Single Family,2
67546,28203, Townhouse,0
67547,28203, Townhouse,0
67548,28210, Single Family,3
67549,28269, Single Family,2
67550,28269, Single Family,2
67551,28269, Single Family,2
67552,28269, Single Family,2
67553,28269, Single Family,2
67554,28216, Single Family,0
67555,28216, Single Family,0
67556,28216, Townhouse,0
67557,28216, Townhouse,0
67558,28216, Townhouse,0
67559,28211, Condominium,4
67560,28211, Condominium,4
67561,28211, Condominium,4
67562,28211, Condominium,4
67563,28211, Condominium,4
67564,28208, Single Family,2
67565,28208, Single Family,2
67566,28208, Single Family,2
67567,28226, Single Family,2
67568,28270, Single Family,2
67569,28269, Single Family,2
67570,28273, Single Family,2
67571,28208, Single Family,2
67572,28215, Single Family,2
67573,28215, Single Family,2
67574,28215, Single Family,2
67575,28031, Townhouse,1
67576,28273, Single Family,2
67577,28273, Single Family,2
67578,28212, Single Family,2
67579,28212, Single Family,2
67580,28213, Single Family,2
67581,28213, Single Family,2
67582,28213, Single Family,2
67583,28213, Single Family,2
67584,28213, Single Family,2
67585,28213, Single Family,2
67586,28213, Single Family,2
67587,28213, Townhouse,0
67588,28213, Townhouse,0
67589,28213, Townhouse,0
67590,28213, Townhouse,0
67591,28213, Townhouse,0
67592,28213, Townhouse,0
67593,28213, Townhouse,0
67594,28216, Single Family,0
67595,28216, Single Family,0
67596,28216, Single Family,0
67597,28216, Single Family,0
67598,28216, Single Family,0
67599,28216, Single Family,0
67600,28211, Single Family,4
67601,28214, Single Family,2
67602,28214, Single Family,2
67603,28214, Single Family,2
67604,28216, Single Family,0
67605,28216, Single Family,0
67606,28216, Single Family,0
67607,28216, Single Family,0
67608,28277, Single Family,2
67609,28277, Single Family,2
67610,28277, Single Family,2
67611,28277, Single Family,2
67612,28215, Single Family,2
67613,28078, Single Family,2
67614,28078, Single Family,2
67615,28078, Single Family,2
67616,28078, Single Family,2
67617,28078, Single Family,2
67618,28078, Single Family,2
67619,28078, Single Family,2
67620,28078, Single Family,2
67621,28078, Townhouse,0
67622,28078, Townhouse,0
67623,28078, Townhouse,0
67624,28227, Single Family,2
67625,28227, Single Family,2
67626,28209, Condominium,3
67627,28209, Condominium,3
67628,28209, Condominium,3
67629,28209, Condominium,3
67630,28209, Condominium,3
67631,28209, Condominium,3
67632,28031, Single Family,1
67633,28205, Single Family,2
67634,28205, Single Family,2
67635,28205, Single Family,2
67636,28205, Single Family,2
67637,28205, Single Family,2
67638,28270, Townhouse,0
67639,28270, Townhouse,0
67640,28211, Single Family,4
67641,28269, Condominium,3
67642,28262, Townhouse,0
67643,28262, Townhouse,0
67644,28262, Townhouse,0
67645,28269, Townhouse,0
67646,28206, Single Family,2
67647,28206, Single Family,2
67648,28206, Single Family,2
67649,28078, Single Family,2
67650,28078, Single Family,2
67651,28078, Single Family,2
67652,28277, Condominium,3
67653,28277, Condominium,3
67654,28078, Single Family,2
67655,28213, Single Family,2
67656,28213, Single Family,2
67657,28213, Single Family,2
67658,28213, Townhouse,0
67659,28213, Townhouse,0
67660,28213, Townhouse,0
67661,28269, Townhouse,0
67662,28269, Townhouse,0
67663,28269, Townhouse,0
67664,28269, Townhouse,0
67665,28269, Townhouse,0
67666,28270, Townhouse,0
67667,28270, Townhouse,0
67668,28270, Townhouse,0
67669,28270, Townhouse,0
67670,28207, Condominium,3
67671,28207, Condominium,3
67672,28207, Condominium,3
67673,28207, Condominium,3
67674,28207, Condominium,3
67675,28207, Condominium,3
67676,28207, Condominium,3
67677,28207, Condominium,3
67678,28207, Condominium,3
67679,28207, Condominium,3
67680,28078, Single Family,2
67681,28078, Single Family,2
67682,28078, Single Family,2
67683,28078, Single Family,2
67684,28078, Single Family,2
67685,28078, Single Family,2
67686,28078, Single Family,2
67687,28203, Condominium,3
67688,28203, Condominium,3
67689,28203, Condominium,3
67690,28203, Condominium,3
67691,28203, Condominium,3
67692,28277, Townhouse,0
67693,28277, Townhouse,0
67694,28277, Townhouse,0
67695,28031, Condominium,1
67696,28031, Condominium,1
67697,28031, Condominium,1
67698,28277, Single Family,2
67699,28269, Single Family,2
67700,28269, Single Family,2
67701,28217, Single Family,2
67702,28031, Condominium,1
67703,28031, Condominium,1
67704,28269, Single Family,2
67705,28214, Single Family,2
67706,28214, Single Family,2
67707,28214, Single Family,2
67708,28214, Single Family,2
67709,28214, Townhouse,0
67710,28214, Townhouse,0
67711,28227, Single Family,2
67712,28214, Single Family,2
67713,28270, Single Family,2
67714,28262, Single Family,2
67715,28210, Single Family,3
67716,28227, Single Family,2
67717,28205, Single Family,2
67718,28205, Single Family,2
67719,28227, Single Family,2
67720,28206, Single Family,2
67721,28226, Single Family,2
67722,28226, Single Family,2
67723,28216, Single Family,0
67724,28216, Single Family,0
67725,28216, Single Family,0
67726,28216, Single Family,0
67727,28214, Single Family,2
67728,28211, Single Family,4
67729,28273, Single Family,2
67730,28273, Single Family,2
67731,28212, Single Family,2
67732,28212, Single Family,2
67733,28212, Single Family,2
67734,28226, Single Family,2
67735,28226, Single Family,2
67736,28226, Single Family,2
67737,28226, Single Family,2
67738,28226, Single Family,2
67739,28226, Single Family,2
67740,28226, Single Family,2
67741,28216, Single Family,0
67742,28226, Single Family,2
67743,28226, Single Family,2
67744,28262, Condominium,3
67745,28262, Condominium,3
67746,28227, Single Family,2
67747,28205, Single Family,2
67748,28205, Single Family,2
67749,28205, Single Family,2
67750,28216, Single Family,0
67751,28208, Single Family,2
67752,28208, Single Family,2
67753,28208, Townhouse,0
67754,28216, Single Family,0
67755,28216, Single Family,0
67756,28031, Single Family,1
67757,28031, Single Family,1
67758,28212, Townhouse,0
67759,28262, Single Family,2
67760,28278, Single Family,2
67761,28278, Single Family,2
67762,28278, Single Family,2
67763,28278, Single Family,2
67764,28278, Single Family,2
67765,28278, Single Family,2
67766,28278, Single Family,2
67767,28273, Single Family,2
67768,28036, Single Family,2
67769,28211, Single Family,4
67770,28211, Single Family,4
67771,28211, Single Family,4
67772,28031, Single Family,1
67773,28031, Single Family,1
67774,28031, Single Family,1
67775,28031, Single Family,1
67776,28031, Single Family,1
67777,28105, Single Family,2
67778,28105, Single Family,2
67779,28216, Single Family,0
67780,28216, Single Family,0
67781,28216, Single Family,0
67782,28216, Single Family,0
67783,28216, Single Family,0
67784,28216, Single Family,0
67785,28216, Single Family,0
67786,28277, Single Family,2
67787,28269, Single Family,2
67788,28269, Single Family,2
67789,28277, Single Family,2
67790,28277, Single Family,2
67791,28031, Single Family,1
67792,28031, Single Family,1
67793,28031, Single Family,1
67794,28031, Single Family,1
67795,28211, Condominium,4
67796,28211, Single Family,4
67797,28211, Single Family,4
67798,28211, Single Family,4
67799,28211, Single Family,4
67800,28211, Single Family,4
67801,28211, Single Family,4
67802,28211, Single Family,4
67803,28208, Single Family,2
67804,28208, Single Family,2
67805,28208, Single Family,2
67806,28208, Single Family,2
67807,28208, Single Family,2
67808,28208, Condominium,3
67809,28208, Condominium,3
67810,28226, Single Family,2
67811,28226, Single Family,2
67812,28226, Single Family,2
67813,28226, Single Family,2
67814,28226, Single Family,2
67815,28226, Single Family,2
67816,28208, Single Family,2
67817,28208, Single Family,2
67818,28208, Single Family,2
67819,28208, Single Family,2
67820,28208, Single Family,2
67821,28216, Single Family,0
67822,28208, Single Family,2
67823,28208, Single Family,2
67824,28208, Single Family,2
67825,28208, Single Family,2
67826,28208, Single Family,2
67827,28208, Single Family,2
67828,28208, Single Family,2
67829,28208, Single Family,2
67830,28208, Single Family,2
67831,28208, Single Family,2
67832,28208, Single Family,2
67833,28208, Single Family,2
67834,28216, Single Family,0
67835,28214, Single Family,2
67836,28214, Single Family,2
67837,28078, Single Family,2
67838,28078, Single Family,2
67839,28031, Single Family,1
67840,28031, Single Family,1
67841,28214, Single Family,2
67842,28214, Single Family,2
67843,28031, Single Family,1
67844,28031, Single Family,1
67845,28031, Single Family,1
67846,28031, Single Family,1
67847,28031, Single Family,1
67848,28031, Single Family,1
67849,28031, Single Family,1
67850,28277, Single Family,2
67851,28277, Single Family,2
67852,28277, Single Family,2
67853,28277, Single Family,2
67854,28277, Single Family,2
67855,28216, Single Family,0
67856,28208, Single Family,2
67857,28208, Single Family,2
67858,28208, Single Family,2
67859,28208, Single Family,2
67860,28208, Single Family,2
67861,28210, Condominium,3
67862,28210, Condominium,3
67863,28214, Single Family,2
67864,28203, Single Family,2
67865,28277, Single Family,2
67866,28277, Single Family,2
67867,28277, Single Family,2
67868,28262, Single Family,2
67869,28262, Single Family,2
67870,28262, Single Family,2
67871,28262, Single Family,2
67872,28262, Single Family,2
67873,28262, Single Family,2
67874,28262, Single Family,2
67875,28262, Single Family,2
67876,28262, Single Family,2
67877,28262, Single Family,2
67878,28278, Single Family,2
67879,28269, Single Family,2
67880,28269, Single Family,2
67881,28269, Single Family,2
67882,28269, Single Family,2
67883,28211, Single Family,4
67884,28215, Single Family,2
67885,28226, Single Family,2
67886,28277, Single Family,2
67887,28277, Single Family,2
67888,28277, Single Family,2
67889,28277, Single Family,2
67890,28277, Single Family,2
67891,28277, Single Family,2
67892,28270, Single Family,2
67893,28270, Single Family,2
67894,28270, Single Family,2
67895,28105, Single Family,2
67896,28270, Single Family,2
67897,28214, Single Family,2
67898,28273, Single Family,2
67899,28227, Single Family,2
67900,28211, Single Family,4
67901,28227, Single Family,2
67902,28105, Single Family,2
67903,28105, Single Family,2
67904,28105, Single Family,2
67905,28273, Single Family,2
67906,28105, Single Family,2
67907,28105, Single Family,2
67908,28277, Single Family,2
67909,28277, Single Family,2
67910,28277, Single Family,2
67911,28277, Single Family,2
67912,28277, Single Family,2
67913,28205, Condominium,3
67914,28205, Condominium,3
67915,28205, Condominium,3
67916,28205, Condominium,3
67917,28205, Condominium,3
67918,28205, Condominium,3
67919,28205, Condominium,3
67920,28205, Condominium,3
67921,28209, Single Family,2
67922,28078, Single Family,2
67923,28078, Single Family,2
67924,28078, Single Family,2
67925,28078, Single Family,2
67926,28210, Condominium,3
67927,28210, Condominium,3
67928,28210, Condominium,3
67929,28270, Single Family,2
67930,28270, Single Family,2
67931,28270, Single Family,2
67932,28270, Townhouse,0
67933,28270, Single Family,2
67934,28270, Single Family,2
67935,28270, Single Family,2
67936,28270, Single Family,2
67937,28270, Single Family,2
67938,28270, Townhouse,0
67939,28203, Single Family,2
67940,28203, Single Family,2
67941,28203, Single Family,2
67942,28203, Single Family,2
67943,28203, Single Family,2
67944,28203, Single Family,2
67945,28203, Single Family,2
67946,28203, Single Family,2
67947,28203, Single Family,2
67948,28203, Single Family,2
67949,28203, Single Family,2
67950,28203, Single Family,2
67951,28203, Condominium,3
67952,28203, Condominium,3
67953,28203, Condominium,3
67954,28203, Condominium,3
67955,28214, Single Family,2
67956,28214, Single Family,2
67957,28214, Single Family,2
67958,28216, Single Family,0
67959,28216, Single Family,0
67960,28227, Single Family,2
67961,28227, Single Family,2
67962,28227, Single Family,2
67963,28278, Single Family,2
67964,28278, Single Family,2
67965,28278, Single Family,2
67966,28227, Single Family,2
67967,28204, Condominium,3
67968,28226, Single Family,2
67969,28213, Single Family,2
67970,28036, Condominium,3
67971,28105, Single Family,2
67972,28105, Single Family,2
67973,28105, Single Family,2
67974,28105, Single Family,2
67975,28105, Single Family,2
67976,28273, Single Family,2
67977,28273, Single Family,2
67978,28273, Single Family,2
67979,28214, Single Family,2
67980,28105, Single Family,2
67981,28105, Single Family,2
67982,28205, Single Family,2
67983,28215, Condominium,3
67984,28105, Single Family,2
67985,28205, Single Family,2
67986,28205, Single Family,2
67987,28205, Single Family,2
67988,28205, Single Family,2
67989,28226, Single Family,2
67990,28226, Single Family,2
67991,28226, Single Family,2
67992,28278, Single Family,2
67993,28031, Condominium,1
67994,28031, Condominium,1
67995,28031, Condominium,1
67996,28031, Condominium,1
67997,28031, Condominium,1
67998,28031, Condominium,1
67999,28210, Single Family,3
68000,28227, Single Family,2
68001,28208, Single Family,2
68002,28134, Single Family,2
68003,28205, Single Family,2
68004,28269, Single Family,2
68005,28105, Single Family,2
68006,28105, Single Family,2
68007,28105, Single Family,2
68008,28105, Single Family,2
68009,28105, Single Family,2
68010,28205, Single Family,2
68011,28278, Single Family,2
68012,28278, Single Family,2
68013,28278, Single Family,2
68014,28278, Single Family,2
68015,28262, Single Family,2
68016,28212, Single Family,2
68017,28210, Single Family,3
68018,28226, Single Family,2
68019,28226, Single Family,2
68020,28105, Single Family,2
68021,28105, Single Family,2
68022,28105, Single Family,2
68023,28105, Single Family,2
68024,28105, Single Family,2
68025,28277, Single Family,2
68026,28212, Single Family,2
68027,28226, Single Family,2
68028,28226, Single Family,2
68029,28269, Single Family,2
68030,28269, Single Family,2
68031,28269, Single Family,2
68032,28269, Single Family,2
68033,28227, Single Family,2
68034,28227, Single Family,2
68035,28227, Single Family,2
68036,28227, Single Family,2
68037,28227, Single Family,2
68038,28227, Single Family,2
68039,28227, Single Family,2
68040,28269, Townhouse,0
68041,28269, Townhouse,0
68042,28269, Townhouse,0
68043,28269, Townhouse,0
68044,28269, Townhouse,0
68045,28269, Townhouse,0
68046,28211, Single Family,4
68047,28214, Single Family,2
68048,28214, Single Family,2
68049,28215, Single Family,2
68050,28215, Single Family,2
68051,28216, Single Family,0
68052,28216, Single Family,0
68053,28202, Single Family,3
68054,28209, Single Family,2
68055,28209, Single Family,2
68056,28217, Single Family,2
68057,28277, Single Family,2
68058,28214, Single Family,2
68059,28214, Single Family,2
68060,28134, Single Family,2
68061,28215, Single Family,2
68062,28134, Single Family,2
68063,28210, Single Family,3
68064,28269, Single Family,2
68065,28277, Single Family,2
68066,28209, Condominium,3
68067,28209, Condominium,3
68068,28210, Townhouse,3
68069,28031, Single Family,1
68070,28208, Single Family,2
68071,28105, Single Family,2
68072,28277, Single Family,2
68073,28078, Single Family,2
68074,28078, Single Family,2
68075,28078, Single Family,2
68076,28078, Single Family,2
68077,28078, Single Family,2
68078,28078, Single Family,2
68079,28078, Single Family,2
68080,28078, Single Family,2
68081,28078, Single Family,2
68082,28078, Single Family,2
68083,28078, Single Family,2
68084,28078, Single Family,2
68085,28277, Single Family,2
68086,28277, Single Family,2
68087,28277, Single Family,2
68088,28031, Single Family,1
68089,28278, Townhouse,0
68090,28269, Single Family,2
68091,28269, Single Family,2
68092,28217, Single Family,2
68093,28217, Single Family,2
68094,28217, Single Family,2
68095,28217, Single Family,2
68096,28217, Single Family,2
68097,28217, Single Family,2
68098,28217, Single Family,2
68099,28217, Single Family,2
68100,28273, Single Family,2
68101,28273, Single Family,2
68102,28273, Single Family,2
68103,28273, Single Family,2
68104,28273, Single Family,2
68105,28105, Single Family,2
68106,28216, Single Family,0
68107,28036, Single Family,2
68108,28216, Single Family,0
68109,28214, Single Family,2
68110,28216, Single Family,0
68111,28210, Single Family,3
68112,28214, Single Family,2
68113,28205, Single Family,2
68114,28278, Single Family,2
68115,28214, Single Family,2
68116,28205, Single Family,2
68117,28211, Single Family,4
68118,28216, Single Family,0
68119,28215, Single Family,2
68120,28215, Single Family,2
68121,28078, Single Family,2
68122,28211, Single Family,4
68123,28211, Single Family,4
68124,28214, Single Family,2
68125,28227, Single Family,2
68126,28036, Single Family,2
68127,28205, Single Family,2
68128,28205, Single Family,2
68129,28031, Single Family,1
68130,28214, Single Family,2
68131,28216, Single Family,0
68132,28278, Single Family,2
68133,28031, Single Family,1
68134,28134, Single Family,2
68135,28215, Single Family,2
68136,28207, Condominium,3
68137,28105, Single Family,2
68138,28278, Single Family,2
68139,28208, Single Family,2
68140,28078, Single Family,2
68141,28205, Single Family,2
68142,28215, Single Family,2
68143,28031, Single Family,1
68144,28214, Single Family,2
68145,28206, Single Family,2
68146,28227, Single Family,2
68147,28203, Condominium,3
68148,28203, Condominium,3
68149,28203, Condominium,3
68150,28203, Condominium,3
68151,28203, Condominium,3
68152,28203, Condominium,3
68153,28202, Condominium,3
68154,28202, Condominium,3
68155,28202, Condominium,3
68156,28202, Condominium,3
68157,28205, Condominium,3
68158,28209, Townhouse,0
68159,28209, Townhouse,0
68160,28209, Townhouse,0
68161,28216, Single Family,0
68162,28036, Single Family,2
68163,28036, Townhouse,0
68164,28078, Single Family,2
68165,28226, Single Family,2
68166,28212, Townhouse,0
68167,28212, Townhouse,0
68168,28212, Townhouse,0
68169,28212, Townhouse,0
68170,28212, Townhouse,0
68171,28212, Townhouse,0
68172,28208, Single Family,2
68173,28217, Townhouse,0
68174,28217, Townhouse,0
68175,28217, Townhouse,0
68176,28217, Townhouse,0
68177,28217, Townhouse,0
68178,28031, Condominium,1
68179,28031, Condominium,1
68180,28031, Condominium,1
68181,28031, Condominium,1
68182,28031, Condominium,1
68183,28031, Condominium,1
68184,28031, Condominium,1
68185,28211, Single Family,4
68186,28031, Condominium,1
68187,28031, Condominium,1
68188,28031, Condominium,1
68189,28031, Condominium,1
68190,28031, Condominium,1
68191,28031, Condominium,1
68192,28031, Condominium,1
68193,28031, Condominium,1
68194,28031, Condominium,1
68195,28031, Single Family,1
68196,28031, Single Family,1
68197,28031, Single Family,1
68198,28262, Single Family,2
68199,28214, Single Family,2
68200,28214, Single Family,2
68201,28215, Single Family,2
68202,28262, Townhouse,0
68203,28270, Single Family,2
68204,28202, Condominium,3
68205,28270, Single Family,2
68206,28269, Single Family,2
68207,28269, Single Family,2
68208,28269, Single Family,2
68209,28277, Single Family,2
68210,28277, Single Family,2
68211,28207, Condominium,3
68212,28207, Condominium,3
68213,28269, Single Family,2
68214,28226, Townhouse,0
68215,28205, Single Family,2
68216,28212, Single Family,2
68217,28205, Single Family,2
68218,28205, Single Family,2
68219,28205, Single Family,2
68220,28205, Single Family,2
68221,28205, Single Family,2
68222,28205, Single Family,2
68223,28205, Single Family,2
68224,28205, Single Family,2
68225,28205, Single Family,2
68226,28211, Single Family,4
68227,28211, Single Family,4
68228,28214, Single Family,2
68229,28205, Single Family,2
68230,28105, Single Family,2
68231,28105, Single Family,2
68232,28105, Single Family,2
68233,28105, Single Family,2
68234,28205, Single Family,2
68235,28205, Townhouse,0
68236,28205, Townhouse,0
68237,28205, Townhouse,0
68238,28205, Single Family,2
68239,28205, Townhouse,0
68240,28205, Single Family,2
68241,28205, Townhouse,0
68242,28205, Townhouse,0
68243,28205, Townhouse,0
68244,28031, Single Family,1
68245,28031, Townhouse,1
68246,28031, Townhouse,1
68247,28227, Single Family,2
68248,28227, Single Family,2
68249,28078, Single Family,2
68250,28078, Single Family,2
68251,28226, Single Family,2
68252,28208, Single Family,2
68253,28208, Single Family,2
68254,28262, Single Family,2
68255,28262, Single Family,2
68256,28262, Single Family,2
68257,28262, Single Family,2
68258,28262, Single Family,2
68259,28262, Single Family,2
68260,28262, Single Family,2
68261,28270, Single Family,2
68262,28031, Condominium,1
68263,28031, Condominium,1
68264,28031, Condominium,1
68265,28277, Townhouse,0
68266,28277, Townhouse,0
68267,28277, Single Family,2
68268,28277, Single Family,2
68269,28277, Single Family,2
68270,28277, Single Family,2
68271,28277, Single Family,2
68272,28277, Single Family,2
68273,28277, Single Family,2
68274,28277, Single Family,2
68275,28277, Single Family,2
68276,28277, Single Family,2
68277,28277, Single Family,2
68278,28277, Single Family,2
68279,28277, Single Family,2
68280,28277, Townhouse,0
68281,28277, Townhouse,0
68282,28277, Townhouse,0
68283,28277, Townhouse,0
68284,28277, Townhouse,0
68285,28277, Single Family,2
68286,28277, Single Family,2
68287,28207, Condominium,3
68288,28227, Single Family,2
68289,28227, Single Family,2
68290,28207, Condominium,3
68291,28078, Single Family,2
68292,28269, Single Family,2
68293,28227, Single Family,2
68294,28209, Single Family,2
68295,28209, Single Family,2
68296,28209, Single Family,2
68297,28209, Single Family,2
68298,28209, Single Family,2
68299,28209, Single Family,2
68300,28209, Single Family,2
68301,28209, Condominium,3
68302,28209, Single Family,2
68303,28209, Single Family,2
68304,28227, Single Family,2
68305,28227, Single Family,2
68306,28227, Single Family,2
68307,28227, Single Family,2
68308,28278, Single Family,2
68309,28278, Single Family,2
68310,28105, Single Family,2
68311,28105, Single Family,2
68312,28105, Single Family,2
68313,28105, Single Family,2
68314,28105, Single Family,2
68315,28105, Single Family,2
68316,28208, Single Family,2
68317,28208, Single Family,2
68318,28208, Single Family,2
68319,28208, Single Family,2
68320,28226, Single Family,2
68321,28226, Single Family,2
68322,28203, Condominium,3
68323,28277, Single Family,2
68324,28277, Single Family,2
68325,28262, Condominium,3
68326,28213, Single Family,2
68327,28213, Single Family,2
68328,28213, Single Family,2
68329,28273, Townhouse,0
68330,28216, Single Family,0
68331,28216, Single Family,0
68332,28269, Single Family,2
68333,28269, Single Family,2
68334,28269, Single Family,2
68335,28211, Single Family,4
68336,28209, Single Family,2
68337,28211, Condominium,4
68338,28273, Single Family,2
68339,28273, Single Family,2
68340,28273, Single Family,2
68341,28273, Single Family,2
68342,28273, Townhouse,0
68343,28273, Townhouse,0
68344,28273, Townhouse,0
68345,28273, Townhouse,0
68346,28273, Townhouse,0
68347,28273, Townhouse,0
68348,28273, Townhouse,0
68349,28273, Townhouse,0
68350,28273, Townhouse,0
68351,28273, Townhouse,0
68352,28273, Townhouse,0
68353,28213, Single Family,2
68354,28213, Single Family,2
68355,28213, Single Family,2
68356,28213, Single Family,2
68357,28213, Single Family,2
68358,28213, Single Family,2
68359,28213, Single Family,2
68360,28213, Single Family,2
68361,28031, Single Family,1
68362,28270, Single Family,2
68363,28036, Single Family,2
68364,28031, Single Family,1
68365,28227, Single Family,2
68366,28227, Single Family,2
68367,28277, Single Family,2
68368,28277, Single Family,2
68369,28277, Single Family,2
68370,28277, Single Family,2
68371,28277, Townhouse,0
68372,28277, Townhouse,0
68373,28277, Townhouse,0
68374,28277, Single Family,2
68375,28277, Single Family,2
68376,28277, Single Family,2
68377,28277, Single Family,2
68378,28277, Single Family,2
68379,28277, Single Family,2
68380,28277, Single Family,2
68381,28277, Single Family,2
68382,28277, Single Family,2
68383,28277, Single Family,2
68384,28277, Single Family,2
68385,28277, Single Family,2
68386,28277, Single Family,2
68387,28277, Single Family,2
68388,28277, Single Family,2
68389,28277, Single Family,2
68390,28277, Townhouse,0
68391,28277, Townhouse,0
68392,28277, Townhouse,0
68393,28277, Townhouse,0
68394,28277, Townhouse,0
68395,28277, Townhouse,0
68396,28277, Townhouse,0
68397,28277, Townhouse,0
68398,28277, Single Family,2
68399,28277, Single Family,2
68400,28277, Single Family,2
68401,28277, Single Family,2
68402,28277, Single Family,2
68403,28270, Single Family,2
68404,28210, Single Family,3
68405,28277, Single Family,2
68406,28211, Single Family,4
68407,28211, Single Family,4
68408,28209, Single Family,2
68409,28211, Single Family,4
68410,28211, Single Family,4
68411,28209, Single Family,2
68412,28078, Single Family,2
68413,28078, Single Family,2
68414,28078, Single Family,2
68415,28216, Single Family,0
68416,28216, Single Family,0
68417,28216, Single Family,0
68418,28226, Single Family,2
68419,28226, Single Family,2
68420,28226, Single Family,2
68421,28226, Single Family,2
68422,28078, Single Family,2
68423,28212, Townhouse,0
68424,28212, Townhouse,0
68425,28031, Condominium,1
68426,28216, Single Family,0
68427,28216, Single Family,0
68428,28216, Single Family,0
68429,28078, Single Family,2
68430,28227, Single Family,2
68431,28227, Single Family,2
68432,28227, Single Family,2
68433,28208, Single Family,2
68434,28208, Single Family,2
68435,28208, Single Family,2
68436,28208, Single Family,2
68437,28210, Single Family,3
68438,28210, Single Family,3
68439,28210, Single Family,3
68440,28270, Single Family,2
68441,28270, Single Family,2
68442,28270, Single Family,2
68443,28269, Single Family,2
68444,28269, Single Family,2
68445,28270, Single Family,2
68446,28269, Single Family,2
68447,28214, Single Family,2
68448,28205, Single Family,2
68449,28105, Single Family,2
68450,28205, Single Family,2
68451,28205, Single Family,2
68452,28214, Single Family,2
68453,28273, Townhouse,0
68454,28273, Townhouse,0
68455,28273, Townhouse,0
68456,28273, Townhouse,0
68457,28210, Condominium,3
68458,28210, Condominium,3
68459,28210, Condominium,3
68460,28210, Condominium,3
68461,28210, Condominium,3
68462,28227, Townhouse,0
68463,28227, Townhouse,0
68464,28227, Townhouse,0
68465,28227, Townhouse,0
68466,28227, Townhouse,0
68467,28227, Townhouse,0
68468,28278, Townhouse,0
68469,28278, Townhouse,0
68470,28278, Single Family,2
68471,28278, Single Family,2
68472,28278, Single Family,2
68473,28278, Single Family,2
68474,28278, Single Family,2
68475,28278, Single Family,2
68476,28278, Single Family,2
68477,28278, Single Family,2
68478,28278, Single Family,2
68479,28278, Single Family,2
68480,28278, Single Family,2
68481,28278, Single Family,2
68482,28278, Single Family,2
68483,28278, Single Family,2
68484,28278, Single Family,2
68485,28278, Single Family,2
68486,28278, Single Family,2
68487,28278, Single Family,2
68488,28278, Single Family,2
68489,28278, Single Family,2
68490,28278, Single Family,2
68491,28278, Single Family,2
68492,28278, Single Family,2
68493,28278, Single Family,2
68494,28278, Single Family,2
68495,28278, Single Family,2
68496,28278, Single Family,2
68497,28278, Single Family,2
68498,28278, Townhouse,0
68499,28278, Townhouse,0
68500,28278, Townhouse,0
68501,28278, Townhouse,0
68502,28277, Single Family,2
68503,28277, Single Family,2
68504,28277, Single Family,2
68505,28277, Single Family,2
68506,28277, Single Family,2
68507,28277, Single Family,2
68508,28277, Townhouse,0
68509,28277, Townhouse,0
68510,28213, Single Family,2
68511,28213, Townhouse,0
68512,28213, Townhouse,0
68513,28213, Townhouse,0
68514,28211, Single Family,4
68515,28277, Single Family,2
68516,28031, Single Family,1
68517,28270, Townhouse,0
68518,28270, Townhouse,0
