Stories,Bedrooms,Bathrooms,Housing_Type,Site_Zip,Housing_Age
1,3,2, Single Family,28270,60
1,4,2, Single Family,28270,56
2,2,2, Condominium,28203,19
2,4,3, Single Family,28078,14
2,4,2, Single Family,28078,15
2,2,2, Condominium,28207,14
2,2,2, Condominium,28207,14
2,2,2, Townhouse,28273,15
2,3,2, Single Family,28273,14
1,3,2, Single Family,28227,38
1,3,2, Single Family,28227,38
2,4,2, Single Family,28269,24
2,4,2, Single Family,28269,26
2,2,2, Townhouse,28208,16
2,2,2, Townhouse,28210,24
2,2,2, Townhouse,28210,24
2,4,3, Single Family,28262,22
1,2,1, Single Family,28216,62
1,3,1, Single Family,28216,31
1,2,1, Single Family,28216,46
2,4,2, Single Family,28270,26
2,3,2, Townhouse,28273,14
1,2,1, Single Family,28206,72
1,3,2, Single Family,28213,23
1,2,1, Single Family,28205,95
1,3,1, Single Family,28205,95
1,3,2, Single Family,28227,33
2,3,2, Single Family,28227,34
1,3,2, Single Family,28227,33
2,5,4, Single Family,28078,20
1,3,1, Single Family,28210,66
1,3,2, Single Family,28210,64
1,3,1, Single Family,28209,70
2,3,2, Single Family,28269,20
2,4,2, Single Family,28269,21
2,4,2, Single Family,28269,22
2,3,2, Single Family,28031,22
2,3,2, Single Family,28208,5
2,3,3, Townhouse,28209,19
2,3,2, Townhouse,28226,19
2,4,3, Single Family,28226,3
2,3,2, Single Family,28269,22
2,4,2, Single Family,28269,22
2,4,2, Single Family,28262,15
2,3,2, Single Family,28262,14
2,2,2, Condominium,28269,23
1,3,2, Single Family,28269,32
1,3,2, Single Family,28262,24
2,3,2, Single Family,28262,24
1,4,2, Single Family,28215,18
2,4,2, Single Family,28215,19
1,2,1, Single Family,28269,18
1,2,1, Single Family,28269,73
1,3,2, Single Family,28269,20
2,4,2, Single Family,28262,18
2,2,2, Townhouse,28031,42
1,3,1, Single Family,28208,81
1,3,1, Single Family,28208,72
1,3,2, Single Family,28105,31
2,3,2, Single Family,28227,31
1,3,2, Single Family,28227,31
2,3,2, Single Family,28269,18
2,3,2, Single Family,28105,15
1,3,2, Single Family,28105,21
1,2,2, Single Family,28105,15
1,1,1, Condominium,28211,56
2,4,2, Single Family,28036,28
2,4,2, Single Family,28078,15
2,5,4, Single Family,28134,4
2,3,3, Single Family,28134,10
2,5,5, Single Family,28134,9
2,4,3, Single Family,28134,6
2,5,4, Single Family,28134,5
2,4,3, Single Family,28134,3
2,4,2, Single Family,28134,3
2,4,2, Townhouse,28134,3
2,2,2, Single Family,28217,32
1,3,2, Single Family,28208,25
2,3,3, Single Family,28216,18
2,3,2, Single Family,28216,17
2,3,2, Single Family,28216,18
2,3,2, Single Family,28216,17
2,3,2, Townhouse,28270,14
2,4,2, Single Family,28031,20
2,2,1, Single Family,28208,81
1,2,2, Condominium,28269,14
1,3,2, Condominium,28269,14
2,3,2, Single Family,28269,15
1,3,2, Single Family,28226,44
1,3,2, Single Family,28213,31
2,3,2, Townhouse,28226,48
2,4,3, Single Family,28227,15
1,3,2, Single Family,28270,48
1,2,1, Single Family,28213,58
1,3,1, Single Family,28213,61
1,4,2, Single Family,28205,70
1,3,2, Single Family,28205,70
1,3,2, Single Family,28078,24
2,3,2, Single Family,28078,24
1,4,2, Single Family,28078,23
2,3,2, Single Family,28277,30
2,2,2, Townhouse,28105,23
2,2,2, Condominium,28202,10
1,2,2, Condominium,28204,13
1,3,2, Condominium,28262,19
1,3,2, Single Family,28207,86
1,3,1, Single Family,28269,65
1,3,2, Single Family,28262,19
1,3,2, Single Family,28262,19
2,2,2, Townhouse,28262,17
2,4,2, Single Family,28105,18
2,4,2, Single Family,28209,31
2,3,1, Townhouse,28215,36
2,3,2, Single Family,28216,19
2,4,2, Single Family,28277,23
2,4,2, Single Family,28277,22
2,3,2, Single Family,28214,21
1,3,1, Single Family,28210,59
1,3,2, Single Family,28210,63
2,3,2, Single Family,28078,18
1,3,2, Single Family,28078,17
2,3,2, Single Family,28078,17
2,3,2, Single Family,28078,15
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,16
2,3,2, Single Family,28078,13
2,3,2, Single Family,28078,18
2,4,2, Single Family,28078,10
1,4,3, Single Family,28226,42
2,4,3, Single Family,28226,31
1,4,3, Single Family,28226,36
1,2,1, Condominium,28204,76
2,4,2, Single Family,28214,17
2,4,2, Single Family,28214,17
2,5,3, Single Family,28214,3
1,3,2, Single Family,28214,56
1,3,2, Single Family,28227,36
1,3,1, Single Family,28227,36
2,3,2, Single Family,28227,37
1,2,2, Condominium,28211,14
2,4,2, Single Family,28078,17
2,4,3, Single Family,28214,22
1,3,2, Single Family,28214,24
2,4,2, Single Family,28208,17
2,7,4, Single Family,28207,7
2,4,3, Single Family,28207,36
2,5,3, Single Family,28207,94
1,4,3, Single Family,28207,81
1,3,2, Single Family,28209,13
1,4,2, Single Family,28209,80
1,2,2, Condominium,28207,36
1,3,2, Single Family,28211,3
1,3,2, Single Family,28214,70
1,3,1, Single Family,28208,67
2,2,2, Condominium,28269,20
2,4,2, Single Family,28269,6
1,3,2, Single Family,28269,15
2,3,2, Townhouse,28036,18
2,3,2, Townhouse,28036,21
2,5,4, Single Family,28036,19
2,3,2, Single Family,28213,19
2,3,2, Townhouse,28213,18
2,3,2, Townhouse,28213,18
2,3,2, Townhouse,28213,18
2,3,3, Townhouse,28270,22
1,3,2, Single Family,28078,5
2,4,2, Single Family,28205,75
1,3,2, Single Family,28205,75
1,1,1, Condominium,28202,18
1,3,2, Single Family,28215,37
2,4,2, Condominium,28036,37
2,3,2, Single Family,28078,26
2,5,3, Single Family,28078,24
2,4,3, Single Family,28078,21
2,3,2, Single Family,28215,21
1,4,2, Single Family,28216,7
1,4,2, Single Family,28216,7
2,3,2, Single Family,28213,13
2,5,2, Single Family,28078,25
2,4,2, Single Family,28078,22
1,3,2, Single Family,28216,49
1,3,2, Single Family,28216,49
2,3,2, Single Family,28214,31
2,3,2, Single Family,28214,26
2,3,2, Single Family,28214,32
1,3,2, Single Family,28214,30
2,5,3, Single Family,28270,18
2,3,2, Single Family,28269,29
2,4,3, Single Family,28227,7
2,4,3, Single Family,28227,6
1,2,2, Condominium,28202,22
2,3,2, Single Family,28269,16
2,4,2, Single Family,28269,14
2,3,2, Single Family,28269,14
2,4,2, Single Family,28269,4
2,3,2, Single Family,28105,23
2,3,2, Single Family,28216,17
2,3,2, Single Family,28216,19
2,3,2, Single Family,28216,21
1,2,1, Single Family,28216,72
1,3,2, Single Family,28216,29
1,3,2, Single Family,28204,92
2,3,2, Single Family,28031,20
2,3,2, Single Family,28031,19
2,3,2, Single Family,28031,20
2,3,3, Townhouse,28031,20
2,2,2, Townhouse,28031,22
2,2,2, Townhouse,28031,22
1,3,1, Single Family,28205,73
1,2,2, Condominium,28031,14
1,2,2, Condominium,28031,14
1,4,3, Other,28269,66
1,3,1, Single Family,28216,66
1,3,2, Single Family,28210,34
2,5,2, Single Family,28277,28
1,3,2, Single Family,28227,36
2,3,2, Single Family,28215,17
2,3,2, Single Family,28213,18
2,4,2, Single Family,28213,17
2,3,2, Single Family,28213,17
2,3,2, Single Family,28213,17
2,2,2, Townhouse,28213,15
2,3,2, Townhouse,28213,15
1,3,2, Single Family,28226,24
1,3,2, Single Family,28213,37
1,3,2, Single Family,28213,37
2,5,3, Single Family,28105,17
1,3,3, Single Family,28105,52
2,3,2, Townhouse,28227,44
2,3,2, Townhouse,28210,47
1,3,2, Single Family,28226,59
2,3,2, Single Family,28227,48
1,4,2, Single Family,28227,47
2,4,2, Single Family,28227,47
2,4,2, Single Family,28227,23
2,4,2, Single Family,28227,15
1,3,2, Single Family,28273,34
1,3,2, Single Family,28273,34
1,2,1, Single Family,28227,25
1,2,1, Single Family,28227,24
2,3,3, Single Family,28078,13
1,1,1, Condominium,28203,30
1,3,2, Single Family,28227,27
1,3,2, Single Family,28078,30
2,4,3, Single Family,28036,28
2,5,6, Single Family,28278,16
2,3,2, Single Family,28270,27
2,5,3, Single Family,28210,6
2,4,3, Single Family,28210,19
1,3,3, Condominium,28262,16
1,2,1, Condominium,28215,58
1,2,1, Condominium,28215,58
2,3,2, Single Family,28226,43
1,3,2, Single Family,28226,38
2,3,2, Single Family,28226,39
2,3,3, Single Family,28210,5
2,3,2, Townhouse,28210,7
2,3,2, Townhouse,28210,7
2,3,2, Townhouse,28210,9
2,4,3, Townhouse,28210,14
2,4,3, Townhouse,28210,12
2,3,2, Townhouse,28210,7
2,2,2, Condominium,28210,37
2,2,2, Condominium,28210,34
1,2,2, Condominium,28210,37
1,2,2, Condominium,28210,37
1,3,1, Single Family,28209,63
1,3,2, Single Family,28215,17
1,3,2, Single Family,28277,36
2,4,2, Single Family,28277,33
1,2,1, Single Family,28208,67
1,3,1, Single Family,28216,121
2,3,2, Condominium,28205,48
2,3,2, Single Family,28216,15
2,5,4, Single Family,28226,63
1,3,2, Single Family,28227,28
1,3,2, Single Family,28227,26
2,3,2, Single Family,28227,26
2,4,4, Single Family,28031,22
1,4,3, Single Family,28031,22
2,5,5, Single Family,28031,24
1,3,2, Single Family,28208,13
2,3,2, Single Family,28211,71
1,3,1, Single Family,28206,34
2,4,2, Townhouse,28210,15
1,1,1, Condominium,28210,15
1,1,1, Condominium,28210,15
1,2,1, Condominium,28210,15
1,1,1, Condominium,28210,15
2,3,2, Single Family,28213,20
1,3,1, Single Family,28105,50
1,3,2, Single Family,28216,18
1,3,1, Single Family,28208,61
1,3,1, Single Family,28215,60
2,3,2, Townhouse,28209,36
1,4,3, Single Family,28277,27
2,4,3, Single Family,28277,27
2,4,3, Single Family,28270,32
2,3,2, Single Family,28278,20
1,3,2, Single Family,28278,19
2,3,2, Single Family,28278,18
2,4,2, Single Family,28278,22
1,3,2, Single Family,28278,18
2,3,2, Single Family,28278,19
1,3,1, Single Family,28205,81
1,2,1, Single Family,28205,75
1,2,2, Single Family,28215,15
1,3,2, Single Family,28215,61
1,2,2, Condominium,28205,13
2,4,2, Single Family,28078,23
1,2,2, Townhouse,28216,13
1,2,2, Condominium,28105,11
2,4,2, Single Family,28277,28
1,2,1, Single Family,28208,57
1,3,1, Single Family,28208,58
1,3,2, Single Family,28105,8
2,5,3, Single Family,28105,8
2,6,7, Single Family,28209,14
1,3,2, Condominium,28036,36
1,3,2, Condominium,28036,36
1,2,2, Condominium,28036,34
2,3,2, Single Family,28269,13
1,4,3, Single Family,28270,27
2,3,2, Townhouse,28269,27
2,4,3, Single Family,28214,7
1,2,2, Condominium,28209,13
1,2,2, Condominium,28209,13
1,3,2, Condominium,28209,13
1,5,3, Single Family,28203,7
1,3,2, Other,28078,30
1,2,1, Single Family,28134,110
1,4,2, Single Family,28226,56
2,3,2, Townhouse,28269,21
2,2,2, Townhouse,28269,18
2,4,2, Single Family,28269,12
2,2,2, Townhouse,28269,15
2,4,2, Single Family,28270,22
2,3,2, Single Family,28270,25
2,4,3, Single Family,28277,20
2,4,3, Single Family,28277,27
2,4,3, Single Family,28277,29
2,5,4, Single Family,28277,24
2,5,4, Single Family,28209,16
2,4,2, Single Family,28270,20
2,5,3, Single Family,28270,26
1,3,2, Single Family,28226,37
2,3,3, Townhouse,28211,32
1,4,3, Single Family,28270,42
2,4,3, Single Family,28270,34
1,3,2, Single Family,28031,90
2,5,3, Single Family,28270,29
2,5,4, Single Family,28270,23
2,4,2, Single Family,28277,16
2,4,3, Single Family,28277,16
2,4,3, Single Family,28226,18
2,4,3, Single Family,28277,23
1,3,2, Single Family,28277,35
2,2,2, Condominium,28210,53
2,5,5, Single Family,28210,33
2,2,2, Condominium,28210,49
2,3,2, Single Family,28134,18
2,4,3, Single Family,28210,43
2,4,2, Single Family,28269,25
2,4,2, Single Family,28269,23
2,4,2, Single Family,28269,26
2,3,2, Single Family,28216,6
2,3,2, Single Family,28216,11
2,3,2, Single Family,28216,9
2,4,4, Single Family,28226,49
2,2,1, Condominium,28210,48
2,2,1, Condominium,28210,48
2,4,2, Single Family,28211,27
2,2,2, Condominium,28207,24
2,4,2, Single Family,28078,40
1,3,1, Single Family,28269,44
2,3,3, Single Family,28269,30
1,3,2, Single Family,28277,37
1,3,2, Single Family,28277,34
2,3,2, Townhouse,28277,49
2,3,3, Townhouse,28277,48
2,3,2, Townhouse,28277,49
1,3,2, Single Family,28277,48
1,3,2, Single Family,28277,44
2,3,2, Single Family,28214,17
2,3,2, Single Family,28214,17
1,1,1, Condominium,28202,19
2,3,2, Single Family,28227,9
1,3,2, Single Family,28227,8
2,3,2, Single Family,28215,21
2,3,2, Single Family,28226,27
2,3,2, Single Family,28277,20
2,4,2, Single Family,28277,18
2,3,2, Townhouse,28277,18
1,3,3, Single Family,28277,20
2,5,4, Single Family,28227,6
1,3,2, Single Family,28215,17
1,3,2, Single Family,28215,20
2,3,2, Single Family,28215,19
1,2,2, Condominium,28212,37
2,4,2, Single Family,28078,31
2,3,2, Single Family,28208,14
1,3,2, Single Family,28208,53
2,4,2, Single Family,28208,17
1,3,1, Single Family,28208,7
1,5,2, Single Family,28208,7
2,3,2, Townhouse,28226,38
1,2,2, Condominium,28226,39
2,3,2, Single Family,28213,13
2,4,2, Single Family,28226,40
2,3,2, Single Family,28216,19
1,3,2, Single Family,28215,25
2,3,2, Single Family,28269,5
1,4,3, Single Family,28036,16
2,4,4, Single Family,28036,27
1,6,4, Single Family,28036,30
1,3,2, Single Family,28036,28
1,4,3, Single Family,28036,24
1,4,3, Single Family,28036,22
2,4,3, Single Family,28036,24
2,5,4, Single Family,28036,26
2,4,3, Single Family,28036,22
2,4,2, Single Family,28214,19
2,3,3, Single Family,28214,15
2,3,2, Single Family,28214,15
2,6,3, Single Family,28278,14
2,5,4, Single Family,28278,4
1,3,2, Single Family,28211,66
1,3,2, Single Family,28205,55
1,4,4, Single Family,28270,55
2,3,2, Single Family,28269,25
2,3,2, Single Family,28269,25
2,3,2, Single Family,28214,33
1,3,2, Single Family,28226,47
1,3,2, Single Family,28213,49
2,3,2, Single Family,28269,25
2,3,2, Single Family,28269,27
1,3,2, Single Family,28227,42
1,3,1, Single Family,28217,62
1,2,2, Condominium,28215,34
1,2,2, Condominium,28277,32
2,3,3, Townhouse,28078,19
2,4,2, Single Family,28204,81
1,3,1, Single Family,28204,87
1,4,2, Single Family,28204,88
1,2,2, Condominium,28211,14
1,3,1, Single Family,28208,64
1,4,2, Single Family,28208,83
2,4,3, Townhouse,28269,25
2,2,2, Townhouse,28269,25
1,3,2, Townhouse,28273,24
1,3,3, Single Family,28105,21
2,3,3, Townhouse,28210,24
1,3,1, Single Family,28269,56
2,4,5, Single Family,28226,34
2,3,2, Townhouse,28214,16
2,2,2, Townhouse,28214,15
2,4,5, Single Family,28036,29
2,3,2, Single Family,28214,29
1,3,2, Single Family,28214,21
1,2,2, Condominium,28204,101
1,3,2, Single Family,28214,18
2,3,2, Single Family,28270,27
1,3,2, Single Family,28105,36
1,3,2, Single Family,28270,56
1,3,2, Single Family,28270,25
1,3,2, Single Family,28270,45
2,4,2, Single Family,28105,32
1,3,3, Single Family,28105,21
2,3,2, Single Family,28270,46
2,4,2, Single Family,28270,42
1,3,3, Other,28213,37
2,3,2, Townhouse,28273,4
2,4,3, Single Family,28208,93
2,5,3, Single Family,28031,22
1,2,1, Single Family,28208,73
2,2,2, Condominium,28277,19
1,3,2, Single Family,28269,20
2,4,3, Single Family,28269,19
1,3,2, Single Family,28269,22
1,3,2, Single Family,28209,38
2,3,2, Single Family,28209,31
2,4,3, Single Family,28209,21
2,4,3, Single Family,28209,23
1,3,2, Single Family,28206,67
1,3,2, Single Family,28209,66
1,4,2, Single Family,28210,64
1,2,2, Single Family,28209,69
1,3,2, Single Family,28209,66
1,3,1, Single Family,28209,70
1,3,1, Single Family,28209,62
1,3,1, Single Family,28209,70
2,2,1, Condominium,28209,76
1,1,1, Condominium,28209,76
1,2,1, Condominium,28205,57
1,2,1, Condominium,28205,57
1,3,1, Single Family,28215,59
1,3,1, Single Family,28215,61
1,3,1, Single Family,28215,61
1,3,1, Single Family,28215,61
1,3,1, Single Family,28215,61
1,3,2, Single Family,28215,54
1,3,1, Single Family,28215,62
1,3,2, Single Family,28212,42
1,3,2, Single Family,28105,27
2,2,2, Townhouse,28210,48
2,5,3, Single Family,28210,40
2,3,2, Single Family,28031,22
2,3,2, Single Family,28262,33
1,2,2, Single Family,28078,10
2,3,2, Single Family,28078,34
2,3,2, Single Family,28078,31
1,3,2, Single Family,28078,31
1,3,2, Single Family,28227,26
1,3,2, Single Family,28211,66
1,1,1, Condominium,28202,17
2,3,2, Townhouse,28031,26
1,3,2, Townhouse,28031,26
2,5,3, Single Family,28078,18
2,3,3, Single Family,28078,19
2,3,2, Condominium,28202,20
1,3,2, Single Family,28216,23
1,3,2, Single Family,28216,22
2,3,2, Single Family,28105,37
2,3,2, Single Family,28105,35
2,4,2, Single Family,28277,5
2,4,2, Single Family,28214,14
2,1,1, Condominium,28203,15
1,2,2, Condominium,28036,26
1,1,1, Single Family,28209,76
2,2,2, Townhouse,28277,21
2,4,2, Single Family,28273,26
2,3,2, Single Family,28273,27
2,3,2, Single Family,28273,23
2,5,4, Single Family,28278,5
2,5,5, Single Family,28278,6
1,3,2, Townhouse,28277,24
2,3,2, Townhouse,28277,25
2,2,2, Townhouse,28277,24
1,2,2, Condominium,28210,14
1,3,2, Single Family,28277,27
1,3,2, Single Family,28105,28
1,3,2, Single Family,28105,21
1,2,1, Single Family,28208,111
1,2,1, Single Family,28208,111
1,2,1, Single Family,28208,111
1,3,1, Single Family,28208,49
1,2,1, Condominium,28212,39
1,1,1, Condominium,28212,40
2,4,2, Single Family,28262,14
2,3,2, Single Family,28262,15
2,2,2, Condominium,28202,39
2,2,2, Condominium,28202,39
2,2,2, Condominium,28202,39
2,3,2, Single Family,28269,29
2,2,3, Townhouse,28226,17
2,3,2, Townhouse,28226,15
2,2,2, Townhouse,28226,14
2,3,3, Townhouse,28226,14
2,3,2, Single Family,28105,8
2,1,1, Condominium,28202,104
1,3,2, Single Family,28213,8
1,3,2, Single Family,28273,32
2,4,3, Single Family,28226,21
1,3,2, Single Family,28210,59
1,3,1, Single Family,28210,59
1,4,2, Single Family,28210,58
1,3,1, Single Family,28210,60
1,4,2, Single Family,28210,60
1,2,1, Single Family,28206,66
2,2,2, Townhouse,28205,6
2,3,2, Single Family,28278,19
2,3,2, Single Family,28273,4
2,4,2, Single Family,28273,20
2,4,2, Single Family,28273,15
1,3,2, Single Family,28273,34
2,3,2, Single Family,28273,32
2,4,2, Single Family,28273,33
1,2,1, Single Family,28205,66
2,3,2, Single Family,28278,23
2,3,2, Single Family,28278,23
1,3,2, Single Family,28278,23
2,5,3, Single Family,28278,17
2,5,3, Single Family,28078,21
1,3,2, Single Family,28215,21
2,3,2, Single Family,28215,21
1,2,2, Single Family,28078,7
1,3,1, Single Family,28212,66
1,4,3, Single Family,28227,20
1,3,2, Condominium,28036,33
2,3,2, Townhouse,28277,13
2,4,3, Single Family,28277,14
2,5,1, Single Family,28277,10
2,3,2, Single Family,28277,13
2,3,2, Single Family,28277,14
2,3,2, Townhouse,28273,6
2,3,2, Single Family,28078,22
2,3,2, Single Family,28078,21
2,3,2, Single Family,28078,22
2,3,2, Single Family,28078,22
2,3,2, Single Family,28078,22
2,3,2, Single Family,28078,20
2,3,2, Townhouse,28273,14
2,3,2, Townhouse,28273,15
2,5,4, Single Family,28226,16
2,4,5, Single Family,28226,19
2,4,4, Single Family,28210,8
2,3,2, Single Family,28078,16
1,4,3, Single Family,28211,34
1,4,2, Single Family,28211,62
2,3,3, Single Family,28211,47
1,2,2, Townhouse,28211,42
2,4,2, Single Family,28211,53
1,3,1, Single Family,28269,64
1,3,2, Single Family,28269,19
2,3,2, Single Family,28278,19
2,3,2, Single Family,28214,12
2,3,2, Single Family,28214,12
2,3,2, Single Family,28214,12
2,4,2, Single Family,28226,43
2,3,2, Single Family,28262,35
2,3,2, Single Family,28262,17
2,2,2, Townhouse,28217,19
2,2,2, Townhouse,28105,21
2,2,2, Townhouse,28105,18
2,3,2, Townhouse,28105,21
2,3,2, Townhouse,28105,20
2,5,4, Single Family,28226,33
2,3,2, Townhouse,28226,29
2,3,2, Single Family,28036,11
2,5,2, Single Family,28036,10
2,3,2, Single Family,28036,8
2,3,2, Single Family,28036,8
2,4,3, Single Family,28036,14
2,3,3, Townhouse,28214,16
2,5,5, Single Family,28227,6
1,1,1, Single Family,28205,75
1,3,2, Single Family,28214,21
1,3,2, Single Family,28214,21
