,Site_Zip,Stories,Sale_Price,Bedrooms,Housing_Type,Cluster
53825,28213,2.0,148000,2.0, Townhouse,4
53826,28213,2.0,165000,3.0, Townhouse,4
53827,28213,2.0,138000,3.0, Townhouse,4
53828,28078,2.0,210000,2.0, Townhouse,4
53829,28078,2.0,205000,2.0, Townhouse,4
53830,28078,2.0,212500,2.0, Townhouse,4
53831,28226,2.0,203000,3.0, Townhouse,4
53832,28031,2.0,241000,3.0, Condominium,4
53833,28134,2.0,146000,3.0, Townhouse,4
53834,28210,2.0,185100,2.0, Townhouse,4
53835,28210,2.0,170000,2.0, Townhouse,4
53836,28227,1.5,315000,4.0, Single Family,3
53837,28078,1.0,208000,3.0, Single Family,0
53838,28202,1.0,515000,2.0, Condominium,1
53839,28202,1.0,310000,1.0, Condominium,1
53840,28209,1.0,396100,2.0, Condominium,4
53841,28209,1.0,200000,1.0, Condominium,4
53842,28227,1.0,160000,2.0, Condominium,3
53843,28210,2.0,675000,4.0, Single Family,0
53844,28210,2.0,590000,5.0, Single Family,0
53845,28210,2.5,570000,4.0, Single Family,0
53846,28210,2.0,525000,5.0, Single Family,0
53847,28226,2.0,149500,2.0, Townhouse,4
53848,28226,2.0,145000,2.0, Townhouse,4
53849,28269,1.0,105000,2.0, Single Family,0
53850,28269,1.0,111000,3.0, Single Family,0
53851,28269,1.0,105000,3.0, Single Family,0
53852,28216,2.0,168000,3.0, Single Family,0
53853,28216,1.0,164000,3.0, Single Family,0
53854,28216,1.0,141000,2.0, Townhouse,4
53855,28216,2.0,155000,3.0, Townhouse,4
53856,28216,2.0,125000,2.0, Townhouse,4
53857,28216,2.0,142500,2.0, Townhouse,4
53858,28211,1.0,198500,2.0, Condominium,2
53859,28211,2.0,165000,2.0, Condominium,2
53860,28269,2.0,185000,3.0, Single Family,0
53861,28269,2.0,148050,3.0, Single Family,0
53862,28208,2.0,510000,3.0, Single Family,0
53863,28226,2.0,750000,4.0, Single Family,0
53864,28273,1.0,235000,4.0, Single Family,0
53865,28208,1.0,315000,3.0, Single Family,0
53866,28215,2.0,207000,4.0, Single Family,0
53867,28215,1.0,100000,3.0, Single Family,0
53868,28215,2.0,185000,3.0, Single Family,0
53869,28215,2.0,193000,3.0, Single Family,0
53870,28215,1.0,189000,3.0, Single Family,0
53871,28273,2.0,180000,3.0, Single Family,0
53872,28273,1.0,180000,3.0, Single Family,0
53873,28212,1.5,235000,4.0, Single Family,0
53874,28078,2.0,945000,4.0, Single Family,0
53875,28269,2.0,193000,4.0, Single Family,0
53876,28269,2.0,173000,3.0, Single Family,0
53877,28277,2.0,200000,2.0, Townhouse,4
53878,28213,2.0,228000,3.0, Single Family,0
53879,28213,2.0,225000,3.0, Single Family,0
53880,28213,2.0,145000,2.0, Townhouse,4
53881,28213,1.5,123500,3.0, Townhouse,4
53882,28213,1.5,142000,3.0, Townhouse,4
53883,28213,1.5,154000,3.0, Townhouse,4
53884,28213,2.0,110000,2.0, Townhouse,4
53885,28213,1.5,127000,3.0, Townhouse,4
53886,28213,2.0,154000,2.0, Townhouse,4
53887,28213,1.5,157000,3.0, Townhouse,4
53888,28213,2.0,155000,3.0, Townhouse,4
53889,28213,2.0,132000,2.0, Townhouse,4
53890,28213,2.0,130000,2.0, Townhouse,4
53891,28216,1.0,100000,3.0, Single Family,0
53892,28216,1.0,164000,2.0, Single Family,0
53893,28216,1.0,121000,3.0, Single Family,0
53894,28216,1.0,77000,3.0, Single Family,0
53895,28216,1.0,80000,3.0, Single Family,0
53896,28216,1.0,99000,2.0, Single Family,0
53897,28216,1.0,159000,3.0, Single Family,0
53898,28216,1.0,66000,2.0, Single Family,0
53899,28216,2.0,188000,4.0, Single Family,0
53900,28211,1.0,657000,3.0, Single Family,2
53901,28211,2.0,975000,4.0, Single Family,2
53902,28215,1.0,235000,4.0, Single Family,0
53903,28270,2.0,1045000,4.0, Single Family,0
53904,28214,1.0,127575,3.0, Single Family,0
53905,28277,2.0,602500,4.0, Single Family,0
53906,28215,1.0,207500,4.0, Single Family,0
53907,28078,2.0,175000,2.0, Townhouse,4
53908,28078,2.0,272500,3.0, Single Family,0
53909,28078,1.0,210000,3.0, Single Family,0
53910,28078,2.0,510000,4.0, Single Family,0
53911,28078,1.5,440000,4.0, Single Family,0
53912,28078,2.0,476000,4.0, Single Family,0
53913,28078,2.5,173000,2.0, Single Family,0
53914,28212,1.0,239000,3.0, Single Family,0
53915,28212,1.0,196000,3.0, Single Family,0
53916,28212,1.0,130000,4.0, Single Family,0
53917,28227,2.0,277500,6.0, Single Family,3
53918,28227,2.0,274000,4.0, Single Family,3
53919,28227,1.0,181000,3.0, Single Family,3
53920,28227,2.0,225000,3.0, Single Family,3
53921,28227,2.0,245000,3.0, Single Family,3
53922,28227,2.0,241000,3.0, Single Family,3
53923,28227,2.0,277000,3.0, Single Family,3
53924,28209,1.0,179000,3.0, Condominium,4
53925,28209,1.0,141000,2.0, Condominium,4
53926,28209,1.0,162000,2.0, Condominium,4
53927,28209,1.0,175000,2.0, Condominium,4
53928,28209,1.0,165000,3.0, Condominium,4
53929,28209,1.0,120000,2.0, Condominium,4
53930,28031,1.0,204000,3.0, Single Family,0
53931,28031,2.0,275000,3.0, Single Family,0
53932,28031,1.5,325000,4.0, Single Family,0
53933,28031,2.0,305000,3.0, Single Family,0
53934,28031,2.0,336000,5.0, Single Family,0
53935,28031,2.0,282000,4.0, Single Family,0
53936,28031,2.0,295000,4.0, Single Family,0
53937,28205,1.5,435000,3.0, Single Family,0
53938,28205,2.0,635000,3.0, Single Family,0
53939,28205,1.0,370000,3.0, Single Family,0
53940,28205,1.0,395000,3.0, Single Family,0
53941,28205,1.0,315000,3.0, Single Family,0
53942,28270,2.0,245000,3.0, Townhouse,4
53943,28078,1.0,350000,4.0, Single Family,0
53944,28078,2.0,310000,3.0, Single Family,0
53945,28269,1.0,115100,3.0, Condominium,4
53946,28262,2.0,141500,2.0, Townhouse,4
53947,28262,2.0,162000,2.0, Townhouse,4
53948,28262,2.0,163000,3.0, Townhouse,4
53949,28269,2.0,180000,3.0, Townhouse,4
53950,28269,2.0,119000,2.0, Townhouse,4
53951,28206,2.0,127000,3.0, Single Family,0
53952,28078,2.0,200000,3.0, Single Family,0
53953,28226,2.0,685000,4.0, Single Family,0
53954,28277,1.0,267500,3.0, Condominium,4
53955,28277,1.0,266000,2.0, Condominium,4
53956,28277,1.0,296000,3.0, Condominium,4
53957,28213,2.0,179000,3.0, Single Family,0
53958,28213,2.0,213000,3.0, Single Family,0
53959,28213,2.0,173000,2.0, Single Family,0
53960,28269,2.0,155000,3.0, Townhouse,4
53961,28269,2.0,169000,3.0, Townhouse,4
53962,28269,2.0,147000,3.0, Townhouse,4
53963,28269,2.0,134000,2.0, Townhouse,4
53964,28207,1.0,148000,1.0, Condominium,4
53965,28207,1.0,153000,1.0, Condominium,4
53966,28207,1.0,161000,1.0, Condominium,4
53967,28215,1.0,193000,3.0, Single Family,0
53968,28215,2.0,226000,3.0, Single Family,0
53969,28078,2.0,275000,3.0, Single Family,0
53970,28078,2.0,295000,3.0, Single Family,0
53971,28078,1.5,315000,5.0, Single Family,0
53972,28078,2.0,299000,3.0, Single Family,0
53973,28078,2.0,295000,3.0, Single Family,0
53974,28270,2.0,425000,5.0, Single Family,0
53975,28203,1.0,172000,1.0, Condominium,4
53976,28203,1.5,220000,1.0, Condominium,4
53977,28205,1.5,350000,3.0, Single Family,0
53978,28269,1.0,281000,3.0, Single Family,0
53979,28031,1.0,360000,3.0, Condominium,4
53980,28214,2.0,324000,4.0, Single Family,0
53981,28214,2.0,340000,4.0, Single Family,0
53982,28214,2.0,241000,3.0, Single Family,0
53983,28214,2.0,340000,4.0, Single Family,0
53984,28214,2.5,415000,2.0, Single Family,0
53985,28214,2.0,293000,3.0, Townhouse,4
53986,28202,1.0,512000,3.0, Single Family,1
53987,28205,2.0,487000,3.0, Single Family,0
53988,28216,1.0,320000,3.0, Single Family,0
53989,28105,1.0,245000,3.0, Single Family,0
53990,28105,1.0,275000,3.0, Single Family,0
53991,28211,1.0,1120000,4.0, Single Family,2
53992,28216,2.0,248000,4.0, Single Family,0
53993,28216,2.0,220000,3.0, Single Family,0
53994,28216,2.0,272000,4.0, Single Family,0
53995,28216,2.0,262500,5.0, Single Family,0
53996,28214,2.0,166000,3.0, Single Family,0
53997,28273,2.0,263000,3.0, Single Family,0
53998,28212,2.0,200000,3.0, Single Family,0
53999,28212,2.0,174000,3.0, Single Family,0
54000,28212,2.0,160000,3.0, Single Family,0
54001,28212,1.0,134000,3.0, Single Family,0
54002,28212,1.0,160000,3.0, Single Family,0
54003,28226,2.0,225000,3.0, Single Family,0
54004,28226,1.0,210000,3.0, Single Family,0
54005,28226,1.0,184000,3.0, Single Family,0
54006,28226,1.0,225000,3.0, Single Family,0
54007,28226,2.0,264000,4.0, Single Family,0
54008,28226,1.0,288000,4.0, Single Family,0
54009,28262,1.0,120000,2.0, Condominium,4
54010,28262,1.5,129000,2.0, Condominium,4
54011,28208,2.0,247000,2.0, Condominium,4
54012,28205,2.5,975000,4.0, Single Family,0
54013,28205,1.0,340000,3.0, Single Family,0
54014,28208,1.0,88000,3.0, Single Family,0
54015,28216,1.0,103000,3.0, Single Family,0
54016,28216,1.0,81500,2.0, Single Family,0
54017,28214,1.0,207000,3.0, Single Family,0
54018,28212,2.0,95000,2.0, Townhouse,4
54019,28278,2.0,265000,3.0, Single Family,0
54020,28278,2.0,260000,4.0, Single Family,0
54021,28278,2.5,270000,4.0, Single Family,0
54022,28278,1.0,250000,3.0, Single Family,0
54023,28278,2.0,249500,3.0, Single Family,0
54024,28278,2.0,250000,3.0, Single Family,0
54025,28227,1.0,236000,3.0, Single Family,3
54026,28211,1.0,238000,3.0, Single Family,2
54027,28211,2.0,325000,4.0, Single Family,2
54028,28031,2.0,531000,5.0, Single Family,0
54029,28031,2.0,390000,4.0, Single Family,0
54030,28105,2.0,166666,6.0, Single Family,0
54031,28105,2.0,279000,4.0, Single Family,0
54032,28105,2.0,410000,5.0, Single Family,0
54033,28105,2.0,300000,5.0, Single Family,0
54034,28105,2.0,363000,5.0, Single Family,0
54035,28105,2.0,340000,4.0, Single Family,0
54036,28216,2.0,252000,4.0, Single Family,0
54037,28216,2.0,295000,4.0, Single Family,0
54038,28216,2.0,265000,4.0, Single Family,0
54039,28216,2.0,250000,4.0, Single Family,0
54040,28216,2.0,265000,4.0, Single Family,0
54041,28216,1.0,185000,3.0, Single Family,0
54042,28216,2.0,205000,3.0, Single Family,0
54043,28216,2.0,250000,3.0, Single Family,0
54044,28216,1.0,230000,3.0, Single Family,0
54045,28216,2.0,240000,3.0, Single Family,0
54046,28216,2.0,200000,3.0, Single Family,0
54047,28216,2.0,240000,3.0, Single Family,0
54048,28277,2.0,426500,3.0, Single Family,0
54049,28269,2.0,272000,5.0, Single Family,0
54050,28277,1.0,260000,3.0, Single Family,0
54051,28277,2.0,310000,3.0, Single Family,0
54052,28031,2.0,220000,3.0, Single Family,0
54053,28031,2.0,230000,3.0, Single Family,0
54054,28031,1.5,244000,3.0, Single Family,0
54055,28031,1.5,249000,3.0, Single Family,0
54056,28031,2.0,235000,3.0, Single Family,0
54057,28262,2.0,241000,3.0, Single Family,0
54058,28262,2.0,236000,3.0, Single Family,0
54059,28211,1.0,530000,3.0, Single Family,2
54060,28211,1.0,489000,3.0, Single Family,2
54061,28211,1.0,710000,4.0, Single Family,2
54062,28208,2.0,800000,4.0, Single Family,0
54063,28226,1.5,372500,4.0, Single Family,0
54064,28226,2.0,405000,4.0, Single Family,0
54065,28226,2.0,387500,4.0, Single Family,0
54066,28226,1.0,415000,4.0, Single Family,0
54067,28202,1.0,248000,2.0, Condominium,1
54068,28216,1.0,220000,2.0, Single Family,0
54069,28216,2.0,187000,3.0, Single Family,0
54070,28208,1.0,116500,2.0, Single Family,0
54071,28208,1.0,136500,3.0, Single Family,0
54072,28208,1.0,101000,2.0, Single Family,0
54073,28208,1.0,125000,3.0, Single Family,0
54074,28208,1.0,138500,3.0, Single Family,0
54075,28208,1.0,144500,3.0, Single Family,0
54076,28208,1.0,129000,3.0, Single Family,0
54077,28208,1.0,150000,3.0, Single Family,0
54078,28208,1.0,106000,3.0, Single Family,0
54079,28208,1.0,125500,3.0, Single Family,0
54080,28208,1.0,89000,2.0, Single Family,0
54081,28078,1.0,274500,3.0, Single Family,0
54082,28208,1.0,80000,2.0, Single Family,0
54083,28214,1.0,216000,4.0, Single Family,0
54084,28214,1.0,162000,3.0, Single Family,0
54085,28031,2.0,297000,3.0, Single Family,0
54086,28031,2.0,294500,3.0, Single Family,0
54087,28031,2.0,300000,3.0, Single Family,0
54088,28031,2.0,282500,3.0, Single Family,0
54089,28031,2.0,363000,4.0, Single Family,0
54090,28031,2.0,372000,4.0, Single Family,0
54091,28031,2.0,391000,4.0, Single Family,0
54092,28277,2.0,375000,4.0, Single Family,0
54093,28277,2.0,410000,5.0, Single Family,0
54094,28214,1.0,134000,3.0, Single Family,0
54095,28214,1.0,148000,3.0, Single Family,0
54096,28214,1.0,90000,2.0, Single Family,0
54097,28214,1.0,92000,3.0, Single Family,0
54098,28203,1.0,290000,3.0, Single Family,0
54099,28277,2.0,370000,4.0, Single Family,0
54100,28262,1.0,205000,3.0, Single Family,0
54101,28262,2.0,113000,3.0, Single Family,0
54102,28262,1.0,201500,4.0, Single Family,0
54103,28262,2.0,200000,3.0, Single Family,0
54104,28262,1.0,150000,3.0, Single Family,0
54105,28262,1.0,180000,3.0, Single Family,0
54106,28214,1.0,158500,3.0, Single Family,0
54107,28213,2.0,210000,4.0, Single Family,0
54108,28213,1.0,209500,3.0, Single Family,0
54109,28269,2.0,228000,4.0, Single Family,0
54110,28269,2.0,245000,3.0, Single Family,0
54111,28269,2.0,225000,3.0, Single Family,0
54112,28269,2.0,265000,3.0, Single Family,0
54113,28269,2.0,250000,3.0, Single Family,0
54114,28215,1.0,157500,3.0, Single Family,0
54115,28277,1.0,277000,4.0, Single Family,0
54116,28277,2.0,305000,4.0, Single Family,0
54117,28277,2.0,315000,3.0, Single Family,0
54118,28277,2.0,250000,3.0, Single Family,0
54119,28207,2.0,700000,3.0, Townhouse,4
54120,28273,2.0,226000,4.0, Single Family,0
54121,28227,1.0,125000,3.0, Single Family,3
54122,28227,1.0,156500,3.0, Single Family,3
54123,28277,2.0,418100,4.0, Single Family,0
54124,28205,2.0,178000,2.0, Condominium,4
54125,28205,2.0,175000,2.0, Condominium,4
54126,28205,2.0,178500,2.0, Condominium,4
54127,28204,2.0,275000,2.0, Condominium,4
54128,28215,1.0,168000,3.0, Single Family,0
54129,28209,2.0,2294500,5.0, Single Family,0
54130,28031,2.0,280000,3.0, Single Family,0
54131,28031,2.0,227500,3.0, Single Family,0
54132,28078,1.0,280000,3.0, Single Family,0
54133,28078,1.0,241000,3.0, Single Family,0
54134,28210,1.0,246500,3.0, Condominium,4
54135,28270,2.0,295000,4.0, Single Family,0
54136,28270,2.0,336000,4.0, Single Family,0
54137,28270,2.0,340000,4.0, Single Family,0
54138,28270,2.0,183000,3.0, Townhouse,4
54139,28270,2.0,354000,4.0, Single Family,0
54140,28215,1.0,4168000,3.0, Single Family,0
54141,28203,1.0,385000,2.0, Single Family,0
54142,28203,1.0,321000,2.0, Single Family,0
54143,28203,1.0,180000,2.0, Single Family,0
54144,28203,2.0,210000,2.0, Condominium,4
54145,28203,1.0,310000,2.0, Single Family,0
54146,28203,1.0,355000,3.0, Single Family,0
54147,28203,1.0,462500,3.0, Single Family,0
54148,28203,1.0,339000,2.0, Single Family,0
54149,28203,1.0,375000,3.0, Single Family,0
54150,28203,2.0,463000,4.0, Single Family,0
54151,28203,1.0,298000,2.0, Single Family,0
54152,28203,1.0,475000,3.0, Single Family,0
54153,28203,2.0,280000,3.0, Condominium,4
54154,28203,2.0,255000,2.0, Condominium,4
54155,28203,2.0,288500,3.0, Condominium,4
54156,28214,2.0,145500,3.0, Single Family,0
54157,28227,1.0,190000,4.0, Single Family,3
54158,28278,2.0,265000,3.0, Single Family,0
54159,28278,1.0,237000,3.0, Single Family,0
54160,28227,1.0,210000,3.0, Single Family,3
54161,28227,2.0,270000,3.0, Single Family,3
54162,28227,2.0,335000,4.0, Single Family,3
54163,28227,2.0,300000,4.0, Single Family,3
54164,28204,1.0,203000,2.0, Condominium,4
54165,28213,2.0,214000,3.0, Single Family,0
54166,28105,2.0,241000,4.0, Single Family,0
54167,28273,1.0,81500,2.0, Single Family,0
54168,28273,1.0,155000,3.0, Single Family,0
54169,28215,2.0,94000,2.0, Condominium,4
54170,28205,1.0,283000,3.0, Single Family,0
54171,28205,1.0,270000,3.0, Single Family,0
54172,28205,1.0,225000,3.0, Single Family,0
54173,28205,1.0,240000,3.0, Single Family,0
54174,28205,1.0,260000,3.0, Single Family,0
54175,28205,1.0,237500,3.0, Single Family,0
54176,28205,1.0,285000,4.0, Single Family,0
54177,28205,1.0,220000,3.0, Single Family,0
54178,28226,2.5,585000,4.0, Single Family,0
54179,28226,2.5,513000,5.0, Single Family,0
54180,28031,1.0,150000,2.0, Condominium,4
54181,28031,1.0,223000,2.0, Condominium,4
54182,28031,1.0,175000,2.0, Condominium,4
54183,28031,1.0,165000,2.0, Condominium,4
54184,28031,1.0,140000,2.0, Condominium,4
54185,28208,1.0,124900,3.0, Single Family,0
54186,28208,1.0,128000,3.0, Single Family,0
54187,28273,2.0,278000,3.0, Single Family,0
54188,28205,1.0,219500,3.0, Single Family,0
54189,28269,2.5,430000,6.0, Single Family,0
54190,28105,2.0,408000,4.0, Single Family,0
54191,28105,2.0,416500,4.0, Single Family,0
54192,28278,2.0,260000,3.0, Single Family,0
54193,28278,2.0,235000,3.0, Single Family,0
54194,28278,2.0,260000,3.0, Single Family,0
54195,28278,1.0,205100,3.0, Single Family,0
54196,28278,2.0,280000,3.0, Single Family,0
54197,28278,1.0,220000,3.0, Single Family,0
54198,28278,1.0,211000,3.0, Single Family,0
54199,28262,2.0,212100,4.0, Single Family,0
54200,28212,2.0,323000,6.0, Single Family,0
54201,28205,1.0,340000,3.0, Single Family,0
54202,28205,1.5,610000,4.0, Single Family,0
54203,28226,1.0,244000,3.0, Single Family,0
54204,28203,1.0,481500,2.0, Single Family,0
54205,28203,1.5,427500,3.0, Single Family,0
54206,28031,1.0,185000,2.0, Condominium,4
54207,28105,1.0,207000,3.0, Single Family,0
54208,28277,2.0,410000,4.0, Single Family,0
54209,28277,1.5,330000,4.0, Single Family,0
54210,28226,1.0,535000,3.0, Single Family,0
54211,28226,2.0,622000,5.0, Single Family,0
54212,28226,2.0,695000,4.0, Single Family,0
54213,28226,1.5,360000,4.0, Single Family,0
54214,28269,2.0,230000,4.0, Single Family,0
54215,28227,2.0,250000,4.0, Single Family,3
54216,28227,2.0,210000,3.0, Single Family,3
54217,28227,2.0,197500,3.0, Single Family,3
54218,28269,2.0,153000,3.0, Townhouse,4
54219,28269,2.0,152000,3.0, Townhouse,4
54220,28214,1.0,132000,3.0, Single Family,0
54221,28215,2.0,209000,3.0, Single Family,0
54222,28215,1.0,205000,3.0, Single Family,0
54223,28215,2.0,194500,3.0, Single Family,0
54224,28215,2.0,197500,3.0, Single Family,0
54225,28214,1.0,75000,3.0, Single Family,0
54226,28216,2.0,181000,3.0, Single Family,0
54227,28208,1.0,370000,3.0, Single Family,0
54228,28277,2.0,438000,3.0, Single Family,0
54229,28214,2.0,188000,3.0, Single Family,0
54230,28214,2.0,220000,4.0, Single Family,0
54231,28214,2.0,184500,3.0, Single Family,0
54232,28214,2.0,225000,4.0, Single Family,0
54233,28036,1.5,371500,3.0, Single Family,0
54234,28134,2.0,250000,4.0, Single Family,0
54235,28134,2.0,210000,4.0, Single Family,0
54236,28134,1.0,185500,3.0, Single Family,0
54237,28269,2.0,175000,3.0, Single Family,0
54238,28269,1.0,181000,3.0, Single Family,0
54239,28278,2.0,440000,3.0, Single Family,0
54240,28209,1.0,230000,3.0, Condominium,4
54241,28209,1.0,230000,3.0, Condominium,4
54242,28210,2.0,470000,3.0, Townhouse,4
54243,28210,2.0,438000,3.0, Townhouse,4
54244,28210,2.0,410000,3.0, Townhouse,4
54245,28031,2.0,1295000,4.0, Single Family,0
54246,28031,2.0,1900000,5.0, Single Family,0
54247,28211,1.5,1475000,5.0, Single Family,2
54248,28211,1.5,575000,4.0, Single Family,2
54249,28105,2.0,280000,3.0, Single Family,0
54250,28209,2.0,805000,4.0, Single Family,0
54251,28213,2.0,205000,4.0, Single Family,0
54252,28213,1.0,238000,3.0, Single Family,0
54253,28227,1.5,176500,4.0, Single Family,3
54254,28078,1.5,320000,3.0, Single Family,0
54255,28078,2.0,365000,4.0, Single Family,0
54256,28078,2.0,340000,4.0, Single Family,0
54257,28078,1.0,315000,4.0, Single Family,0
54258,28078,2.0,435000,3.0, Single Family,0
54259,28078,2.0,330000,4.0, Single Family,0
54260,28078,1.5,345000,4.0, Single Family,0
54261,28078,2.0,366000,4.0, Single Family,0
54262,28078,2.0,310000,3.0, Single Family,0
54263,28078,2.0,350000,4.0, Single Family,0
54264,28078,2.0,302000,5.0, Single Family,0
54265,28078,2.0,297500,4.0, Single Family,0
54266,28078,2.0,320000,4.0, Single Family,0
54267,28078,2.0,332500,3.0, Single Family,0
54268,28078,1.5,308000,3.0, Single Family,0
54269,28078,2.0,353000,4.0, Single Family,0
54270,28078,2.0,337500,3.0, Single Family,0
54271,28277,1.5,430000,4.0, Single Family,0
54272,28278,2.5,205000,2.0, Townhouse,4
54273,28278,2.5,300000,2.0, Townhouse,4
54274,28269,2.0,279000,4.0, Single Family,0
54275,28269,2.0,295000,4.0, Single Family,0
54276,28269,2.0,247000,4.0, Single Family,0
54277,28217,1.0,107500,2.0, Single Family,0
54278,28217,1.0,160000,3.0, Single Family,0
54279,28217,1.0,97000,3.0, Single Family,0
54280,28217,1.0,145000,3.0, Single Family,0
54281,28273,2.0,240000,3.0, Single Family,0
54282,28217,1.0,148000,3.0, Single Family,0
54283,28217,1.0,127000,4.0, Single Family,0
54284,28217,1.0,125500,3.0, Single Family,0
54285,28211,1.0,1350000,4.0, Single Family,2
54286,28216,1.0,180000,3.0, Single Family,0
54287,28206,1.0,227000,3.0, Single Family,0
54288,28227,1.0,309000,1.0, Single Family,3
54289,28227,1.0,225000,3.0, Single Family,3
54290,28134,2.0,169500,2.0, Single Family,0
54291,28078,1.0,540000,3.0, Single Family,0
54292,28105,1.0,237500,4.0, Single Family,0
54293,28215,1.0,329000,3.0, Single Family,0
54294,28227,1.0,135000,1.0, Single Family,3
54295,28214,1.0,62000,2.0, Single Family,0
54296,28227,1.0,287500,3.0, Single Family,3
54297,28216,1.0,68000,3.0, Single Family,0
54298,28078,2.0,490000,3.0, Single Family,0
54299,28216,1.5,165000,3.0, Single Family,0
54300,28215,1.0,279000,3.0, Single Family,0
54301,28269,1.0,200000,3.0, Single Family,0
54302,28105,1.0,235000,4.0, Single Family,0
54303,28215,1.0,330000,3.0, Single Family,0
54304,28214,1.0,198000,3.0, Single Family,0
54305,28215,1.0,169000,3.0, Single Family,0
54306,28078,2.0,360000,3.0, Single Family,0
54307,28203,1.0,300000,2.0, Condominium,4
54308,28203,1.0,227000,1.0, Condominium,4
54309,28203,1.0,192500,1.0, Condominium,4
54310,28203,1.0,313500,2.0, Condominium,4
54311,28203,1.0,195000,1.0, Condominium,4
54312,28202,1.0,252500,1.0, Condominium,1
54313,28205,1.0,254500,2.0, Condominium,4
54314,28205,1.0,267500,2.0, Condominium,4
54315,28209,1.0,180000,1.0, Townhouse,4
54316,28205,1.0,399000,2.0, Single Family,0
54317,28226,2.0,420000,4.0, Single Family,0
54318,28212,2.0,170000,3.0, Townhouse,4
54319,28212,2.0,167500,3.0, Townhouse,4
54320,28212,2.0,156000,3.0, Townhouse,4
54321,28036,2.0,525000,3.0, Single Family,0
54322,28217,2.0,185500,2.0, Townhouse,4
54323,28031,2.0,390000,4.0, Condominium,4
54324,28031,1.0,244000,2.0, Condominium,4
54325,28031,2.0,235000,2.0, Condominium,4
54326,28031,1.0,180000,3.0, Condominium,4
54327,28031,1.0,175000,2.0, Condominium,4
54328,28031,1.0,183000,3.0, Condominium,4
54329,28031,1.0,170000,2.0, Condominium,4
54330,28031,1.0,183000,2.0, Condominium,4
54331,28031,1.0,170000,2.0, Single Family,0
54332,28031,2.0,260000,3.0, Single Family,0
54333,28031,1.0,210000,2.0, Townhouse,4
54334,28214,2.0,189000,3.0, Single Family,0
54335,28206,2.0,200000,3.0, Single Family,0
54336,28215,1.0,267000,2.0, Single Family,0
54337,28215,1.0,177000,2.0, Single Family,0
54338,28215,1.0,197000,3.0, Single Family,0
54339,28215,1.0,131000,2.0, Single Family,0
54340,28270,1.5,1250000,5.0, Single Family,0
54341,28270,2.0,330000,3.0, Single Family,0
54342,28270,1.0,327000,3.0, Single Family,0
54343,28270,2.0,619000,4.0, Single Family,0
54344,28031,2.0,1400000,3.0, Single Family,0
54345,28031,2.0,2675000,5.0, Single Family,0
54346,28269,1.0,199000,3.0, Single Family,0
54347,28277,2.0,535000,4.0, Single Family,0
54348,28207,1.0,168000,1.0, Condominium,4
54349,28207,1.0,155000,1.0, Condominium,4
54350,28207,2.0,875000,4.0, Single Family,0
54351,28207,2.0,775000,3.0, Single Family,0
54352,28216,1.0,130000,3.0, Single Family,0
54353,28273,2.0,176500,3.0, Condominium,4
54354,28205,1.0,260000,3.0, Single Family,0
54355,28205,1.0,221000,2.0, Single Family,0
54356,28205,1.0,140000,2.0, Single Family,0
54357,28205,1.0,228000,3.0, Single Family,0
54358,28205,1.0,231000,3.0, Single Family,0
54359,28211,2.5,1675000,5.0, Single Family,2
54360,28211,1.0,780000,3.0, Single Family,2
54361,28226,2.5,663000,4.0, Single Family,0
54362,28212,1.0,160500,3.0, Single Family,0
54363,28211,2.0,4850000,5.0, Single Family,2
54364,28105,1.0,260000,3.0, Single Family,0
54365,28105,2.0,295000,3.0, Single Family,0
54366,28105,2.0,290000,4.0, Single Family,0
54367,28205,1.5,216000,3.0, Townhouse,4
54368,28205,2.0,229000,2.0, Townhouse,4
54369,28205,2.0,250000,3.0, Single Family,0
54370,28205,2.0,163000,2.0, Townhouse,4
54371,28205,2.0,185000,2.0, Townhouse,4
54372,28031,2.0,285000,2.0, Townhouse,4
54373,28227,2.0,239000,3.0, Single Family,3
54374,28227,2.0,255000,4.0, Single Family,3
54375,28269,2.0,337000,4.0, Single Family,0
54376,28078,2.0,358000,4.0, Single Family,0
54377,28208,2.0,224000,3.0, Single Family,0
54378,28262,2.0,295000,5.0, Single Family,0
54379,28262,2.0,298000,4.0, Single Family,0
54380,28262,2.0,290000,4.0, Single Family,0
54381,28262,2.0,274000,4.0, Single Family,0
54382,28262,2.0,278000,4.0, Single Family,0
54383,28262,2.0,293000,4.0, Single Family,0
54384,28262,2.0,287000,4.0, Single Family,0
54385,28262,2.0,233000,4.0, Single Family,0
54386,28262,2.0,260000,4.0, Single Family,0
54387,28262,2.0,243000,4.0, Single Family,0
54388,28209,1.0,240000,2.0, Condominium,4
54389,28031,1.0,222000,2.0, Condominium,4
54390,28277,1.0,180000,2.0, Townhouse,4
54391,28277,1.5,542500,4.0, Single Family,0
54392,28277,2.0,560000,4.0, Single Family,0
54393,28277,2.0,656000,4.0, Single Family,0
54394,28277,2.0,530000,3.0, Single Family,0
54395,28277,2.0,520000,3.0, Single Family,0
54396,28277,2.0,467500,3.0, Single Family,0
54397,28277,2.0,253000,3.0, Townhouse,4
54398,28277,2.0,245000,3.0, Townhouse,4
54399,28277,2.0,470000,5.0, Single Family,0
54400,28277,2.0,426000,4.0, Single Family,0
54401,28203,1.0,395000,2.0, Condominium,4
54402,28227,1.0,165000,3.0, Single Family,3
