,Site_Zip,Stories,Sale_Price,Bedrooms,Housing_Type,Cluster
592,28213,2.0,160000,3.0, Townhouse,4
593,28213,2.0,165000,3.0, Townhouse,4
594,28078,1.0,277000,3.0, Single Family,0
595,28205,2.0,528000,4.0, Single Family,0
596,28205,1.5,445000,3.0, Single Family,0
597,28202,1.0,152000,1.0, Condominium,1
598,28036,2.0,720000,4.0, Condominium,4
599,28078,2.0,512000,3.0, Single Family,0
600,28078,2.0,544000,5.0, Single Family,0
601,28078,2.0,620000,4.0, Single Family,0
602,28213,2.0,145500,3.0, Single Family,0
603,28078,2.0,385000,5.0, Single Family,0
604,28216,1.0,243500,3.0, Single Family,0
605,28216,1.0,110000,3.0, Single Family,0
606,28214,2.0,216000,3.0, Single Family,0
607,28270,2.0,455000,5.0, Single Family,0
608,28202,1.0,260000,2.0, Condominium,1
609,28269,2.0,250000,4.0, Single Family,0
610,28105,2.0,295000,3.0, Single Family,0
611,28204,1.5,740000,3.0, Single Family,0
612,28031,2.5,201500,3.0, Townhouse,4
613,28031,2.0,211000,2.0, Townhouse,4
614,28031,2.0,207500,2.0, Townhouse,4
615,28205,1.0,327000,3.0, Single Family,0
616,28031,1.0,185000,2.0, Condominium,4
617,28031,1.0,170000,2.0, Condominium,4
618,28216,1.0,75000,3.0, Single Family,0
619,28277,2.0,960000,5.0, Single Family,0
620,28213,2.0,300000,4.0, Single Family,0
621,28213,2.0,169000,2.0, Townhouse,4
622,28213,2.0,153000,3.0, Townhouse,4
623,28226,1.5,385000,3.0, Single Family,0
624,28213,1.0,145000,3.0, Single Family,0
625,28227,2.0,245000,3.0, Townhouse,3
626,28227,2.0,232000,3.0, Single Family,3
627,28227,1.5,241000,4.0, Single Family,3
628,28227,2.0,233000,4.0, Single Family,3
629,28227,2.0,370000,4.0, Single Family,3
630,28227,2.0,425000,4.0, Single Family,3
631,28273,1.0,188000,3.0, Single Family,0
632,28273,1.0,259000,3.0, Single Family,0
633,28078,2.0,657000,3.0, Single Family,0
634,28203,1.0,202500,1.0, Condominium,4
635,28227,1.0,312000,3.0, Single Family,3
636,28078,1.5,372000,3.0, Single Family,0
637,28036,2.0,445000,4.0, Single Family,0
638,28278,2.0,980000,5.0, Single Family,0
639,28270,2.0,309000,3.0, Single Family,0
640,28210,2.0,725000,5.0, Single Family,0
641,28210,2.0,712000,4.0, Single Family,0
642,28262,1.0,157000,3.0, Condominium,4
643,28215,1.0,74000,2.0, Condominium,4
644,28215,1.0,74000,2.0, Condominium,4
645,28226,2.0,235000,3.0, Single Family,0
646,28210,2.5,297000,4.0, Townhouse,4
647,28210,2.0,195000,2.0, Condominium,4
648,28210,1.0,167000,2.0, Condominium,4
649,28209,1.0,675000,3.0, Single Family,0
650,28277,1.0,247000,3.0, Single Family,0
651,28277,2.0,366000,4.0, Single Family,0
652,28205,2.0,420000,3.0, Condominium,4
653,28216,2.0,240000,3.0, Single Family,0
654,28226,2.0,1325000,5.0, Single Family,0
655,28227,1.0,195000,3.0, Single Family,3
656,28031,1.5,750000,4.0, Single Family,0
657,28031,2.0,1850000,5.0, Single Family,0
658,28208,1.0,159000,3.0, Single Family,0
659,28211,2.0,540000,3.0, Single Family,2
660,28206,1.0,176000,3.0, Single Family,0
661,28105,1.0,225000,3.0, Single Family,0
662,28208,1.0,165000,3.0, Single Family,0
663,28215,1.0,240000,3.0, Single Family,0
664,28209,2.0,237500,3.0, Townhouse,4
665,28277,1.5,735000,4.0, Single Family,0
666,28270,2.5,635000,4.0, Single Family,0
667,28205,1.0,280000,2.0, Single Family,0
668,28215,1.0,179000,3.0, Single Family,0
669,28078,2.0,275000,4.0, Single Family,0
670,28216,1.0,290000,2.0, Townhouse,4
671,28277,2.0,373500,4.0, Single Family,0
672,28208,1.0,151500,2.0, Single Family,0
673,28105,1.5,360000,3.0, Single Family,0
674,28105,2.0,342500,5.0, Single Family,0
675,28036,1.0,475000,3.0, Condominium,4
676,28036,1.0,475000,3.0, Condominium,4
677,28036,1.0,325000,2.0, Condominium,4
678,28270,1.5,465000,4.0, Single Family,0
679,28209,1.0,230000,2.0, Condominium,4
680,28209,1.0,233000,2.0, Condominium,4
681,28209,1.0,246000,3.0, Condominium,4
682,28134,1.0,125000,2.0, Single Family,0
683,28226,1.0,1000000,4.0, Single Family,0
684,28269,2.0,192000,3.0, Townhouse,4
685,28269,2.0,161000,2.0, Townhouse,4
686,28269,2.0,186000,2.0, Townhouse,4
687,28270,2.0,415000,4.0, Single Family,0
688,28270,2.0,460000,3.0, Single Family,0
689,28277,2.0,587000,4.0, Single Family,0
690,28277,2.5,587500,4.0, Single Family,0
691,28277,2.0,653000,4.0, Single Family,0
692,28277,2.0,675000,5.0, Single Family,0
693,28209,2.0,900000,5.0, Single Family,0
694,28270,2.0,302000,4.0, Single Family,0
695,28226,1.5,330000,3.0, Single Family,0
696,28211,2.0,394000,3.0, Townhouse,2
697,28270,1.0,570000,4.0, Single Family,0
698,28270,2.0,562500,4.0, Single Family,0
699,28031,1.0,215000,3.0, Single Family,0
700,28270,2.0,400000,5.0, Single Family,0
701,28270,2.0,690000,5.0, Single Family,0
702,28277,2.0,368500,4.0, Single Family,0
703,28277,2.0,108000,4.0, Single Family,0
704,28226,2.5,565000,4.0, Single Family,0
705,28277,2.0,470000,4.0, Single Family,0
706,28210,2.0,160000,2.0, Condominium,4
707,28210,2.5,1135000,5.0, Single Family,0
708,28269,2.0,325000,4.0, Single Family,0
709,28269,2.0,270000,4.0, Single Family,0
710,28216,2.0,242500,3.0, Single Family,0
711,28226,2.0,705000,4.0, Single Family,0
712,28211,2.0,640000,4.0, Single Family,2
713,28207,2.0,317500,2.0, Condominium,4
714,28078,2.0,414000,4.0, Single Family,0
715,28269,2.0,350000,3.0, Single Family,0
716,28277,1.0,330000,3.0, Single Family,0
717,28277,2.0,260000,3.0, Townhouse,4
718,28277,2.0,337500,3.0, Townhouse,4
719,28277,1.0,379000,3.0, Single Family,0
720,28277,1.0,390000,3.0, Single Family,0
721,28214,2.0,160000,3.0, Single Family,0
722,28227,2.0,340000,3.0, Single Family,3
723,28227,1.0,330000,3.0, Single Family,3
724,28215,2.0,207500,3.0, Single Family,0
725,28226,2.0,455000,3.0, Single Family,0
726,28277,2.0,367500,3.0, Single Family,0
727,28277,2.0,393000,4.0, Single Family,0
728,28277,2.0,267000,3.0, Townhouse,4
729,28227,2.0,405000,5.0, Single Family,3
730,28212,1.0,95000,2.0, Condominium,4
731,28208,1.0,115000,3.0, Single Family,0
732,28208,2.0,159000,4.0, Single Family,0
733,28208,1.0,150000,3.0, Single Family,0
734,28208,1.0,182500,5.0, Single Family,0
735,28226,1.0,180000,2.0, Condominium,4
736,28213,2.0,284000,3.0, Single Family,0
737,28226,2.0,395000,4.0, Single Family,0
738,28215,1.0,210000,3.0, Single Family,0
739,28036,1.5,665000,4.0, Single Family,0
740,28036,2.0,740000,4.0, Single Family,0
741,28036,1.5,495000,3.0, Single Family,0
742,28036,1.5,460000,4.0, Single Family,0
743,28036,1.5,765000,4.0, Single Family,0
744,28036,2.0,590000,4.0, Single Family,0
745,28036,2.0,630000,4.0, Single Family,0
746,28214,2.0,285000,4.0, Single Family,0
747,28214,2.0,275000,3.0, Single Family,0
748,28278,2.0,475000,6.0, Single Family,0
749,28211,1.0,785000,3.0, Single Family,2
750,28205,1.0,230000,3.0, Single Family,0
751,28270,1.0,675000,4.0, Single Family,0
752,28214,2.0,195000,3.0, Single Family,0
753,28226,1.0,409000,3.0, Single Family,0
754,28213,1.0,275000,3.0, Single Family,0
755,28269,2.0,247000,3.0, Single Family,0
756,28227,1.5,184000,3.0, Single Family,3
757,28277,1.0,147500,2.0, Condominium,4
758,28204,2.0,875000,4.0, Single Family,0
759,28204,1.5,726000,4.0, Single Family,0
760,28208,1.0,415000,3.0, Single Family,0
761,28208,1.0,180000,4.0, Single Family,0
762,28269,2.0,198000,4.0, Townhouse,4
763,28269,2.0,158000,2.0, Townhouse,4
764,28273,1.5,172000,3.0, Townhouse,4
765,28210,2.0,575000,3.0, Townhouse,4
766,28269,1.0,115000,3.0, Single Family,0
767,28226,2.5,1097500,4.0, Single Family,0
768,28214,2.0,163350,3.0, Townhouse,4
769,28214,2.0,122500,2.0, Townhouse,4
770,28036,2.0,595000,4.0, Single Family,0
771,28214,1.0,164000,3.0, Single Family,0
772,28204,1.0,260000,2.0, Condominium,4
773,28214,1.0,165000,3.0, Single Family,0
774,28270,2.0,393000,3.0, Single Family,0
775,28105,1.0,300000,3.0, Single Family,0
776,28270,1.0,452500,3.0, Single Family,0
777,28270,1.0,380000,3.0, Single Family,0
778,28270,1.0,240000,3.0, Single Family,0
779,28105,1.5,532000,3.0, Single Family,0
780,28270,2.0,221000,3.0, Single Family,0
781,28270,2.0,263000,4.0, Single Family,0
782,28208,2.0,485000,4.0, Single Family,0
783,28208,1.0,230000,2.0, Single Family,0
784,28277,2.0,185000,2.0, Condominium,4
785,28269,2.0,225000,4.0, Single Family,0
786,28269,1.0,191500,3.0, Single Family,0
787,28209,1.0,430000,3.0, Single Family,0
788,28209,2.0,548000,3.0, Single Family,0
789,28209,2.5,1150000,4.0, Single Family,0
790,28209,2.5,1100000,4.0, Single Family,0
791,28209,1.0,405000,3.0, Single Family,0
792,28210,1.0,535000,4.0, Single Family,0
793,28209,1.0,231500,2.0, Single Family,0
794,28209,1.0,407000,3.0, Single Family,0
795,28209,1.0,435500,3.0, Single Family,0
796,28209,1.0,323000,3.0, Single Family,0
797,28209,1.0,675000,3.0, Single Family,0
798,28209,2.0,185000,2.0, Condominium,4
799,28205,1.0,240000,2.0, Condominium,4
800,28215,1.0,249000,3.0, Single Family,0
801,28215,1.0,176500,3.0, Single Family,0
802,28215,1.0,240000,3.0, Single Family,0
803,28212,1.0,210000,3.0, Single Family,0
804,28105,1.0,205000,3.0, Single Family,0
805,28210,2.0,150000,2.0, Townhouse,4
806,28210,2.5,950000,5.0, Single Family,0
807,28031,2.0,810000,3.0, Single Family,0
808,28262,2.0,242500,3.0, Single Family,0
809,28078,1.5,180000,2.0, Single Family,0
810,28078,2.0,220000,3.0, Single Family,0
811,28078,2.0,292000,3.0, Single Family,0
812,28078,1.0,248000,3.0, Single Family,0
813,28227,1.0,180000,3.0, Single Family,3
814,28211,1.0,507500,3.0, Single Family,2
815,28202,1.0,135000,1.0, Condominium,1
816,28031,2.0,270000,3.0, Townhouse,4
817,28078,2.0,400000,5.0, Single Family,0
818,28078,2.0,520000,3.0, Single Family,0
819,28105,2.0,283000,3.0, Single Family,0
820,28203,2.0,263000,1.0, Condominium,4
821,28036,1.0,308500,2.0, Condominium,4
822,28209,1.0,1080000,1.0, Single Family,0
823,28277,2.0,213000,2.0, Townhouse,4
824,28273,2.0,243000,4.0, Single Family,0
825,28273,2.0,230000,3.0, Single Family,0
826,28277,1.5,235000,3.0, Townhouse,4
827,28277,2.0,231000,3.0, Townhouse,4
828,28277,2.0,217000,2.0, Townhouse,4
829,28210,1.0,303000,2.0, Condominium,4
830,28277,1.0,341000,3.0, Single Family,0
831,28105,1.5,297500,3.0, Single Family,0
832,28212,1.0,58000,1.0, Condominium,4
833,28262,2.0,249000,4.0, Single Family,0
834,28202,2.0,260000,2.0, Condominium,1
835,28202,2.0,255000,2.0, Condominium,1
836,28202,2.0,268000,2.0, Condominium,1
837,28269,2.0,320000,3.0, Single Family,0
838,28226,2.0,370000,3.0, Townhouse,4
839,28226,2.5,375000,2.0, Townhouse,4
840,28226,2.5,395000,3.0, Townhouse,4
841,28202,2.0,288000,1.0, Condominium,1
842,28213,1.0,259000,3.0, Single Family,0
843,28273,1.0,245000,3.0, Single Family,0
844,28226,2.0,505000,4.0, Single Family,0
845,28210,1.0,250000,3.0, Single Family,0
846,28210,1.0,337500,3.0, Single Family,0
847,28210,1.0,435000,4.0, Single Family,0
848,28210,1.0,375000,4.0, Single Family,0
849,28206,1.0,115000,2.0, Single Family,0
850,28273,2.0,287500,3.0, Single Family,0
851,28205,1.0,538000,2.0, Single Family,0
852,28278,1.0,217000,3.0, Single Family,0
853,28078,2.0,395000,5.0, Single Family,0
854,28078,1.0,245000,2.0, Single Family,0
855,28227,1.5,461000,4.0, Single Family,3
856,28036,1.0,349000,3.0, Condominium,4
857,28277,2.0,282000,3.0, Townhouse,4
858,28277,2.0,572500,4.0, Single Family,0
859,28277,2.0,420000,5.0, Single Family,0
860,28277,2.0,347500,3.0, Single Family,0
861,28078,2.0,257500,3.0, Single Family,0
862,28273,2.0,209000,3.0, Townhouse,4
863,28226,2.0,1355000,5.0, Single Family,0
864,28226,2.5,1650000,4.0, Single Family,0
865,28210,2.0,1850000,4.0, Single Family,0
866,28078,2.0,251000,3.0, Single Family,0
867,28211,1.0,475000,4.0, Single Family,2
868,28211,1.0,550000,4.0, Single Family,2
869,28211,2.0,304500,3.0, Single Family,2
870,28211,1.0,140000,2.0, Townhouse,2
871,28211,2.0,440500,4.0, Single Family,2
872,28278,2.0,235000,3.0, Single Family,0
873,28214,2.0,247500,3.0, Single Family,0
874,28226,2.0,360000,4.0, Single Family,0
875,28217,2.0,160000,2.0, Townhouse,4
876,28105,2.0,162000,2.0, Townhouse,4
877,28105,2.0,145000,2.0, Townhouse,4
878,28105,2.0,191500,3.0, Townhouse,4
879,28226,2.0,1200000,5.0, Single Family,0
880,28226,2.0,404000,3.0, Townhouse,4
881,28036,2.0,453000,4.0, Single Family,0
882,28205,1.0,447500,1.0, Single Family,0
883,28208,2.0,181500,3.0, Single Family,0
884,28208,1.0,195500,2.0, Single Family,0
885,28203,2.0,940000,5.0, Single Family,0
886,28203,2.0,1150000,6.0, Single Family,0
887,28269,1.0,145000,3.0, Single Family,0
888,28078,2.0,175000,4.0, Single Family,0
889,28078,2.0,212500,3.0, Townhouse,4
890,28273,1.0,165000,3.0, Single Family,0
891,28216,1.0,140000,3.0, Single Family,0
892,28031,1.0,177000,2.0, Condominium,4
893,28213,1.0,242000,3.0, Single Family,0
894,28278,2.0,334000,4.0, Single Family,0
895,28105,2.0,331000,5.0, Single Family,0
896,28105,2.0,375000,5.0, Single Family,0
897,28277,1.5,320000,3.0, Single Family,0
898,28214,1.0,180000,3.0, Single Family,0
899,28227,1.0,190000,3.0, Single Family,3
900,28215,1.0,190000,3.0, Single Family,0
901,28269,2.0,220000,3.0, Single Family,0
902,28270,1.0,252000,3.0, Single Family,0
903,28215,2.0,282000,4.0, Single Family,0
904,28215,2.0,305000,4.0, Single Family,0
905,28208,2.0,138999,3.0, Townhouse,4
906,28202,1.0,235000,2.0, Condominium,1
907,28031,2.0,328000,3.0, Condominium,4
908,28134,2.0,173000,3.0, Townhouse,4
909,28204,2.5,275000,3.0, Condominium,4
910,28031,2.0,330000,4.0, Single Family,0
911,28202,1.0,317000,1.0, Condominium,1
912,28202,1.0,330000,1.0, Condominium,1
913,28202,1.0,369000,1.0, Condominium,1
914,28209,1.0,430000,2.0, Condominium,4
915,28209,1.0,269500,1.0, Condominium,4
916,28269,1.0,155000,3.0, Single Family,0
917,28269,1.0,115000,2.0, Single Family,0
918,28216,2.0,168500,2.0, Townhouse,4
919,28208,1.0,251000,3.0, Single Family,0
920,28215,2.0,150000,3.0, Single Family,0
921,28031,2.0,199000,3.0, Townhouse,4
922,28203,1.5,597500,4.0, Single Family,0
923,28203,1.0,597500,2.0, Single Family,0
924,28273,1.0,180000,3.0, Single Family,0
925,28212,2.0,345000,3.0, Single Family,0
926,28213,2.0,292500,3.0, Single Family,0
927,28213,2.0,97500,2.0, Townhouse,4
928,28213,2.0,147500,2.0, Townhouse,4
929,28216,1.0,187500,3.0, Single Family,0
930,28227,1.0,170500,3.0, Single Family,3
931,28227,2.0,298500,5.0, Single Family,3
932,28209,1.0,135000,1.0, Condominium,4
933,28209,1.0,193000,3.0, Condominium,4
934,28031,2.0,250000,3.0, Single Family,0
935,28031,2.0,320000,4.0, Single Family,0
936,28205,1.0,215000,2.0, Single Family,0
937,28205,1.5,346500,3.0, Single Family,0
938,28205,2.0,521000,3.0, Single Family,0
939,28203,2.0,181000,1.0, Condominium,4
940,28277,2.0,303000,3.0, Townhouse,4
941,28227,2.0,475000,3.0, Townhouse,3
942,28216,1.0,172000,2.0, Townhouse,4
943,28031,1.0,380000,3.0, Condominium,4
944,28214,2.0,372500,5.0, Single Family,0
945,28205,2.0,520000,3.0, Single Family,0
946,28226,1.0,261500,3.0, Single Family,0
947,28226,2.0,255500,3.0, Single Family,0
948,28226,1.0,245000,3.0, Single Family,0
949,28216,1.0,241500,3.0, Single Family,0
950,28226,1.0,299000,4.0, Single Family,0
951,28205,1.0,1100000,2.0, Single Family,0
952,28205,1.0,415000,2.0, Single Family,0
953,28214,1.0,185000,3.0, Single Family,0
954,28210,2.0,550000,3.0, Condominium,4
955,28031,2.0,470000,5.0, Single Family,0
956,28105,2.0,307000,3.0, Single Family,0
957,28105,2.0,354000,5.0, Single Family,0
958,28216,2.0,245000,3.0, Single Family,0
959,28216,1.5,250000,3.0, Single Family,0
960,28211,2.0,515000,3.0, Condominium,2
961,28211,1.0,615000,4.0, Single Family,2
962,28208,1.0,325000,2.0, Single Family,0
963,28208,2.0,775000,5.0, Single Family,0
964,28226,2.0,340000,4.0, Single Family,0
965,28214,2.0,155000,4.0, Single Family,0
966,28031,2.0,390000,5.0, Single Family,0
967,28216,2.0,288000,3.0, Single Family,0
968,28208,1.0,295000,3.0, Single Family,0
969,28214,1.0,145000,3.0, Single Family,0
970,28215,1.0,275000,3.0, Single Family,0
971,28211,2.5,550000,4.0, Single Family,2
972,28277,1.0,317000,3.0, Single Family,0
973,28277,1.0,295000,3.0, Single Family,0
974,28205,2.0,180000,2.0, Condominium,4
975,28205,2.0,191500,2.0, Condominium,4
976,28209,1.5,1565000,4.0, Single Family,0
977,28209,2.0,1400000,4.0, Single Family,0
978,28031,2.0,287000,3.0, Single Family,0
979,28210,1.0,269000,3.0, Condominium,4
980,28270,2.0,368000,4.0, Single Family,0
981,28270,2.0,249000,3.0, Single Family,0
982,28270,2.0,373000,4.0, Single Family,0
983,28203,1.0,457000,3.0, Single Family,0
984,28203,1.0,600000,3.0, Single Family,0
985,28277,2.0,372000,3.0, Single Family,0
986,28214,2.0,170000,3.0, Single Family,0
987,28104,1.0,470000,3.0, Single Family,0
988,28226,2.5,759000,5.0, Single Family,0
989,28278,2.0,261500,4.0, Single Family,0
990,28278,2.0,243000,3.0, Single Family,0
991,28213,2.0,223000,3.0, Single Family,0
992,28273,1.0,155000,2.0, Single Family,0
993,28215,2.0,122500,2.0, Condominium,4
994,28205,1.0,359000,3.0, Single Family,0
995,28205,1.0,258000,3.0, Single Family,0
996,28205,1.0,285000,3.0, Single Family,0
997,28205,1.0,265000,3.0, Single Family,0
998,28226,2.5,720000,5.0, Single Family,0
999,28278,2.0,275500,3.0, Single Family,0
1000,28278,2.0,280000,3.0, Single Family,0
1001,28226,1.5,370000,4.0, Single Family,0
1002,28278,2.0,305000,4.0, Single Family,0
1003,28205,1.0,273000,2.0, Single Family,0
1004,28205,1.0,365000,3.0, Single Family,0
1005,28269,2.0,309000,4.0, Single Family,0
1006,28269,2.0,406000,4.0, Single Family,0
1007,28278,1.5,268000,3.0, Single Family,0
1008,28278,2.0,285000,3.0, Single Family,0
1009,28262,2.0,258500,4.0, Single Family,0
1010,28262,2.0,240000,3.0, Single Family,0
1011,28210,2.0,526000,4.0, Single Family,0
1012,28031,2.0,212000,3.0, Condominium,4
1013,28227,1.0,367000,3.0, Single Family,3
1014,28105,1.0,261000,3.0, Single Family,0
1015,28105,1.0,228000,3.0, Single Family,0
1016,28277,2.0,325500,4.0, Single Family,0
1017,28226,1.5,500000,4.0, Single Family,0
1018,28269,1.5,256000,3.0, Single Family,0
1019,28227,2.0,140000,3.0, Single Family,3
1020,28227,2.0,308500,4.0, Single Family,3
1021,28269,2.0,180000,3.0, Townhouse,4
1022,28216,2.0,220000,3.0, Single Family,0
1023,28214,2.0,270000,3.0, Single Family,0
1024,28204,2.5,332500,3.0, Condominium,4
1025,28105,2.0,300000,3.0, Single Family,0
1026,28278,2.5,315000,2.0, Townhouse,4
1027,28217,2.0,188000,3.0, Single Family,0
1028,28217,2.0,243000,4.0, Single Family,0
1029,28216,2.0,275000,3.0, Single Family,0
1030,28036,2.0,1017500,4.0, Single Family,0
1031,28215,1.0,276000,3.0, Single Family,0
1032,28207,1.0,1746500,4.0, Condominium,4
1033,28208,1.0,199000,3.0, Single Family,0
1034,28031,2.0,879000,3.0, Single Family,0
1035,28214,1.0,80000,2.0, Single Family,0
1036,28206,1.0,120000,2.0, Single Family,0
1037,28203,1.0,315000,2.0, Condominium,4
1038,28209,1.0,185000,1.0, Townhouse,4
1039,28209,1.0,187500,1.0, Townhouse,4
1040,28036,1.5,529000,3.0, Single Family,0
1041,28078,2.0,389500,4.0, Single Family,0
1042,28212,2.0,178500,1.0, Townhouse,4
1043,28031,1.0,140000,2.0, Condominium,4
1044,28214,2.0,190000,3.0, Single Family,0
1045,28270,2.0,435000,4.0, Single Family,0
1046,28269,1.0,207000,4.0, Single Family,0
1047,28207,1.0,142000,1.0, Condominium,4
1048,28226,2.0,450000,3.0, Townhouse,4
1049,28205,1.0,295000,3.0, Single Family,0
1050,28205,1.0,310000,3.0, Single Family,0
1051,28211,2.5,2100000,5.0, Single Family,2
1052,28105,2.0,271000,4.0, Single Family,0
1053,28205,2.0,200000,2.0, Townhouse,4
1054,28205,2.0,242500,3.0, Townhouse,4
1055,28262,2.0,253500,4.0, Single Family,0
1056,28262,2.0,253000,4.0, Single Family,0
1057,28277,2.0,710000,5.0, Single Family,0
1058,28277,2.0,690000,3.0, Single Family,0
1059,28277,2.0,564000,4.0, Single Family,0
1060,28277,2.0,319000,3.0, Townhouse,4
1061,28277,2.0,317000,3.0, Townhouse,4
1062,28277,2.0,235000,3.0, Townhouse,4
1063,28277,1.5,257000,3.0, Single Family,0
1064,28207,1.0,315000,1.0, Condominium,4
